time,lattitude,longtitude,connection_strength_data,provider,satellite_slot,alignment_angle_deg,backhaul_bandwidth_mbps,phase_error_deg
2024-08-13T06:55:30,13.649208,144.796542,66.339,Orbital Mobile,170E,-3.945,289.061,6.15
2024-08-13T06:57:00,13.652364,144.795417,63.558,SkyReach,174E,-2.964,292.304,6.237
2024-08-13T06:58:30,13.647999,144.7944,63.512,UQ Mobile,178E,-2.964,291.382,6.602
2024-08-13T07:00:00,13.652745,144.799807,60.92,UQ Mobile,167E,-2.075,292.896,6.035
2024-08-13T07:01:30,13.648544,144.797919,72.522,UQ Mobile,170E,-4.218,289.449,6.051
2024-08-13T07:03:00,13.649926,144.801583,63.328,Orbital Mobile,174E,-2.86,293.96,5.409
2024-08-13T07:04:30,13.649549,144.797445,65.888,UQ Mobile,178E,-3.826,287.218,5.724
2024-08-13T07:06:00,13.648917,144.799299,72.312,Orbital Mobile,167E,-4.902,285.231,5.7
2024-08-13T07:07:30,13.652403,144.804782,72.33,SkyReach,170E,-4.223,285.604,4.927
2024-08-13T07:09:00,13.653048,144.805032,65.894,Orbital Mobile,174E,-3.782,289.997,4.707
2024-08-13T07:10:30,13.647801,144.801338,72.406,Orbital Mobile,178E,-4.206,287.119,4.891
2024-08-13T07:12:00,13.651207,144.803004,72.679,Orbital Mobile,167E,-4.925,292.588,4.524
2024-08-13T07:13:30,13.647856,144.805718,72.494,UQ Mobile,170E,-5.431,288.886,5.09
2024-08-13T07:15:00,13.648193,144.808254,72.505,Orbital Mobile,174E,-4.219,289.1,4.909
2024-08-13T07:16:30,13.64908,144.807892,72.2,UQ Mobile,178E,-5.865,283.009,4.359
2024-08-13T07:18:00,13.649941,144.808444,72.758,UQ Mobile,167E,-4.228,294.156,4.643
2024-08-13T07:19:30,13.653383,144.80592,72.587,Orbital Mobile,170E,-4.161,290.737,4.495
2024-08-13T07:21:00,13.652349,144.81012,72.553,UQ Mobile,174E,-5.733,290.068,3.552
2024-08-13T07:22:30,13.649259,144.810863,72.637,SkyReach,178E,-4.384,291.744,3.958
2024-08-13T07:24:00,13.65037,144.809987,72.349,UQ Mobile,167E,-5.165,285.976,3.499
2024-08-13T07:25:30,13.649067,144.812187,72.629,Orbital Mobile,170E,-5.277,291.586,3.817
2024-08-13T07:27:00,13.650186,144.814215,72.275,Orbital Mobile,174E,-6.132,284.494,2.776
2024-08-13T07:28:30,13.649257,144.814955,72.516,UQ Mobile,178E,-4.648,289.311,3.093
2024-08-13T07:30:00,13.649778,144.815714,72.226,SkyReach,167E,-6.687,283.529,2.511
2024-08-13T07:31:30,13.65326,144.815706,71.795,UQ Mobile,170E,-7.306,274.907,2.835
2024-08-13T07:33:00,13.651254,144.815656,71.756,UQ Mobile,174E,-7.47,274.112,2.554
2024-08-13T07:34:30,13.651622,144.814772,72.25,Orbital Mobile,178E,-5.818,284.0,2.623
2024-08-13T07:36:00,13.651217,144.820132,71.919,SkyReach,167E,-7.061,277.382,1.797
2024-08-13T07:37:30,13.65302,144.81615,72.119,UQ Mobile,170E,-6.474,281.377,2.023
2024-08-13T07:39:00,13.650792,144.816303,72.372,SkyReach,174E,-5.557,286.436,1.427
2024-08-13T07:40:30,13.655837,144.819527,71.953,SkyReach,178E,-7.675,278.056,1.207
2024-08-13T07:42:00,13.653866,144.818211,72.044,UQ Mobile,167E,-7.969,279.879,1.102
2024-08-13T07:43:30,13.652061,144.81942,72.322,Orbital Mobile,170E,-6.88,285.432,1.406
2024-08-13T07:45:00,13.655958,144.819201,72.341,UQ Mobile,174E,-6.019,285.825,1.203
2024-08-13T07:46:30,13.6581,144.821829,71.818,Orbital Mobile,178E,-8.805,275.36,0.715
2024-08-13T07:48:00,13.656773,144.823293,71.836,Orbital Mobile,167E,-7.136,275.719,0.374
2024-08-13T07:49:30,13.65601,144.822089,71.732,Orbital Mobile,170E,-7.775,273.637,-0.148
2024-08-13T07:51:00,13.65452,144.824049,72.093,Orbital Mobile,174E,-7.127,280.856,0.289
2024-08-13T07:52:30,13.655479,144.827596,72.004,UQ Mobile,178E,-6.751,279.084,0.002
2024-08-13T07:54:00,13.654647,144.828329,72.049,UQ Mobile,167E,-8.268,279.982,-0.012
2024-08-13T07:55:30,13.658102,144.82674,71.652,SkyReach,170E,-9.626,272.048,-0.796
2024-08-13T07:57:00,13.65696,144.828807,71.472,SkyReach,174E,-9.46,268.444,-0.606
2024-08-13T07:58:30,13.659919,144.829978,71.303,SkyReach,178E,-9.516,265.068,-1.133
2024-08-13T08:00:00,13.659958,144.831113,72.094,Orbital Mobile,167E,-7.995,280.873,-1.48
2024-08-13T08:01:30,13.662384,144.827049,71.673,UQ Mobile,170E,-9.188,272.454,-1.038
2024-08-13T08:03:00,13.659569,144.832853,71.848,Orbital Mobile,174E,-7.413,275.958,-1.12
2024-08-13T08:04:30,13.663407,144.832958,72.208,SkyReach,178E,-7.563,283.15,-2.246
2024-08-13T08:06:00,13.664245,144.83234,71.973,Orbital Mobile,167E,-8.707,278.456,-1.811
2024-08-13T08:07:30,13.664606,144.833878,71.44,Orbital Mobile,170E,-9.558,267.799,-1.651
2024-08-13T08:09:00,13.665194,144.831098,71.603,UQ Mobile,174E,-8.574,271.058,-2.813
2024-08-13T08:10:30,13.663675,144.834498,71.321,Orbital Mobile,178E,-10.062,265.411,-2.647
2024-08-13T08:12:00,13.660707,144.836001,71.752,UQ Mobile,167E,-8.008,274.033,-3.182
2024-08-13T08:13:30,13.665636,144.83215,71.563,SkyReach,170E,-9.324,270.259,-3.154
2024-08-13T08:15:00,13.665435,144.834901,71.526,UQ Mobile,174E,-9.675,269.52,-3.337
2024-08-13T08:16:30,13.663873,144.835173,71.414,SkyReach,178E,-9.062,267.271,-3.417
2024-08-13T08:18:00,13.66719,144.839449,70.988,UQ Mobile,167E,-10.758,258.755,-3.151
2024-08-13T08:19:30,13.669142,144.839652,71.5,Orbital Mobile,170E,-9.626,269.002,-3.671
2024-08-13T08:21:00,13.665005,144.835148,71.443,SkyReach,174E,-9.414,267.857,-3.799
2024-08-13T08:22:30,13.665392,144.835959,71.57,SkyReach,178E,-8.738,270.402,-3.603
2024-08-13T08:24:00,13.66953,144.84068,71.599,Orbital Mobile,167E,-8.84,270.976,-3.691
2024-08-13T08:25:30,13.668044,144.842157,71.312,UQ Mobile,170E,-10.602,265.241,-4.721
2024-08-13T08:27:00,13.669026,144.842273,71.025,Orbital Mobile,174E,-11.68,259.506,-4.731
2024-08-13T08:28:30,13.673063,144.84103,71.286,Orbital Mobile,178E,-9.588,264.717,-5.02
2024-08-13T08:30:00,13.670549,144.842675,71.255,Orbital Mobile,167E,-10.135,264.101,-4.696
2024-08-13T08:31:30,13.672143,144.838778,71.613,UQ Mobile,170E,-9.597,271.267,-5.343
2024-08-13T08:33:00,13.674949,144.839718,71.44,Orbital Mobile,174E,-10.791,267.792,-5.602
2024-08-13T08:34:30,13.671652,144.841505,70.77,UQ Mobile,178E,-12.368,254.409,-5.062
2024-08-13T08:36:00,13.673945,144.843647,70.874,SkyReach,167E,-11.664,256.474,-5.13
2024-08-13T08:37:30,13.677018,144.843054,71.379,UQ Mobile,170E,-9.784,266.59,-5.64
2024-08-13T08:39:00,13.677036,144.84172,71.172,UQ Mobile,174E,-11.692,262.443,-5.457
2024-08-13T08:40:30,13.676025,144.843434,71.445,SkyReach,178E,-10.28,267.891,-5.454
2024-08-13T08:42:00,13.677336,144.842797,71.604,SkyReach,167E,-10.143,271.079,-5.961
2024-08-13T08:43:30,13.680458,144.844811,70.881,SkyReach,170E,-12.686,256.629,-6.61
2024-08-13T08:45:00,13.680318,144.845485,71.376,SkyReach,174E,-10.881,266.52,-6.382
2024-08-13T08:46:30,13.677209,144.84552,70.749,SkyReach,178E,-11.894,253.97,-6.181
2024-08-13T08:48:00,13.67802,144.842727,70.624,UQ Mobile,167E,-12.447,251.475,-6.867
2024-08-13T08:49:30,13.680044,144.846897,70.988,SkyReach,170E,-11.35,258.765,-7.039
2024-08-13T08:51:00,13.681624,144.844335,70.889,SkyReach,174E,-11.668,256.775,-6.712
2024-08-13T08:52:30,13.682761,144.845865,71.153,UQ Mobile,178E,-11.427,262.067,-6.566
2024-08-13T08:54:00,13.680235,144.849067,71.119,SkyReach,167E,-11.419,261.371,-7.223
2024-08-13T08:55:30,13.681336,144.844795,71.141,Orbital Mobile,170E,-11.65,261.82,-6.633
2024-08-13T08:57:00,13.682015,144.846832,70.882,Orbital Mobile,174E,-12.76,256.644,-6.69
2024-08-13T08:58:30,13.684177,144.848497,71.203,Orbital Mobile,178E,-10.964,263.051,-7.23
2024-08-13T09:00:00,13.686765,144.848351,70.797,SkyReach,167E,-12.255,254.932,-7.507
2024-08-13T09:01:30,13.687096,144.848234,70.219,SkyReach,170E,-13.688,243.373,-7.263
2024-08-13T09:03:00,13.6889,144.847218,70.4,UQ Mobile,174E,-12.842,246.994,-7.145
2024-08-13T09:04:30,13.688359,144.849394,70.63,Orbital Mobile,178E,-12.512,251.591,-7.072
2024-08-13T09:06:00,13.687325,144.847768,70.854,UQ Mobile,167E,-11.681,256.084,-7.463
2024-08-13T09:07:30,13.690374,144.851413,70.834,UQ Mobile,170E,-13.008,255.673,-7.369
2024-08-13T09:09:00,13.688762,144.850368,71.134,UQ Mobile,174E,-11.465,261.681,-7.992
2024-08-13T09:10:30,13.688783,144.852074,70.883,SkyReach,178E,-11.941,256.653,-8.155
2024-08-13T09:12:00,13.690712,144.852339,70.17,UQ Mobile,167E,-13.957,242.406,-7.624
2024-08-13T09:13:30,13.695277,144.846988,70.402,SkyReach,170E,-13.524,247.033,-7.875
2024-08-13T09:15:00,13.691673,144.847834,70.735,UQ Mobile,174E,-13.277,253.701,-7.717
2024-08-13T09:16:30,13.696502,144.847334,70.913,UQ Mobile,178E,-12.702,257.256,-7.775
2024-08-13T09:18:00,13.69346,144.849212,70.847,SkyReach,167E,-12.414,255.947,-8.239
2024-08-13T09:19:30,13.696984,144.849459,70.051,SkyReach,170E,-14.666,240.014,-8.173
2024-08-13T09:21:00,13.697544,144.851215,70.742,UQ Mobile,174E,-13.228,253.833,-7.994
2024-08-13T09:22:30,13.699968,144.851678,70.507,UQ Mobile,178E,-13.559,249.144,-8.153
2024-08-13T09:24:00,13.696291,144.848975,70.817,UQ Mobile,167E,-12.457,255.337,-7.867
2024-08-13T09:25:30,13.699352,144.849995,71.038,UQ Mobile,170E,-12.216,259.765,-7.809
2024-08-13T09:27:00,13.703656,144.852298,70.148,Orbital Mobile,174E,-13.749,241.961,-8.189
2024-08-13T09:28:30,13.69887,144.850424,70.478,UQ Mobile,178E,-13.343,248.561,-7.719
2024-08-13T09:30:00,13.701835,144.847715,70.15,SkyReach,167E,-14.776,242.0,-7.886
2024-08-13T09:31:30,13.703575,144.84912,70.422,UQ Mobile,170E,-13.423,247.438,-7.647
2024-08-13T09:33:00,13.703806,144.852661,70.502,SkyReach,174E,-13.54,249.034,-7.889
2024-08-13T09:34:30,13.706901,144.852673,70.443,UQ Mobile,178E,-14.195,247.855,-7.782
2024-08-13T09:36:00,13.708085,144.849754,70.811,Orbital Mobile,167E,-12.777,255.218,-7.434
2024-08-13T09:37:30,13.704661,144.847437,70.457,UQ Mobile,170E,-13.64,248.141,-7.454
2024-08-13T09:39:00,13.708655,144.850562,69.893,UQ Mobile,174E,-14.923,236.852,-7.891
2024-08-13T09:40:30,13.705695,144.851017,70.845,UQ Mobile,178E,-12.961,255.89,-8.22
2024-08-13T09:42:00,13.712009,144.848616,70.359,UQ Mobile,167E,-14.191,246.173,-7.496
2024-08-13T09:43:30,13.71227,144.850543,70.949,SkyReach,170E,-12.476,257.976,-8.091
2024-08-13T09:45:00,13.710463,144.84833,69.783,SkyReach,174E,-15.196,234.658,-8.069
2024-08-13T09:46:30,13.711855,144.849864,70.555,Orbital Mobile,178E,-12.51,250.092,-7.712
2024-08-13T09:48:00,13.710405,144.849994,70.748,SkyReach,167E,-12.368,253.964,-7.559
2024-08-13T09:49:30,13.715905,144.846781,70.02,UQ Mobile,170E,-14.981,239.408,-7.074
2024-08-13T09:51:00,13.715148,144.846665,70.311,SkyReach,174E,-14.288,245.218,-6.812
2024-08-13T09:52:30,13.716604,144.846047,69.807,SkyReach,178E,-15.355,235.13,-7.526
2024-08-13T09:54:00,13.712912,144.845113,70.287,SkyReach,167E,-13.519,244.731,-6.802
2024-08-13T09:55:30,13.71527,144.848803,70.072,UQ Mobile,170E,-14.597,240.434,-7.365
2024-08-13T09:57:00,13.716635,144.847346,70.257,SkyReach,174E,-13.385,244.15,-7.308
2024-08-13T09:58:30,13.715231,144.848988,70.327,UQ Mobile,178E,-14.339,245.547,-6.608
2024-08-13T10:00:00,13.716775,144.846682,69.934,SkyReach,167E,-15.134,237.682,-6.756
2024-08-13T10:01:30,13.71796,144.843444,70.037,SkyReach,170E,-14.79,239.744,-6.329
2024-08-13T10:03:00,13.718606,144.846007,70.662,SkyReach,174E,-12.511,252.245,-6.172
2024-08-13T10:04:30,13.721953,144.847728,70.202,Orbital Mobile,178E,-14.273,243.031,-6.529
2024-08-13T10:06:00,13.72276,144.846465,70.131,UQ Mobile,167E,-14.132,241.614,-5.833
2024-08-13T10:07:30,13.721988,144.847456,70.672,Orbital Mobile,170E,-12.985,252.438,-5.824
2024-08-13T10:09:00,13.723997,144.842825,70.409,Orbital Mobile,174E,-13.169,247.188,-5.63
2024-08-13T10:10:30,13.724558,144.842135,70.67,SkyReach,178E,-13.232,252.406,-5.375
2024-08-13T10:12:00,13.725298,144.842274,70.147,SkyReach,167E,-15.216,241.94,-5.308
2024-08-13T10:13:30,13.726812,144.845631,70.215,UQ Mobile,170E,-15.099,243.307,-5.834
2024-08-13T10:15:00,13.725139,144.839847,69.73,UQ Mobile,174E,-15.474,233.594,-4.969
2024-08-13T10:16:30,13.726729,144.840794,70.431,SkyReach,178E,-13.632,247.619,-5.424
2024-08-13T10:18:00,13.72835,144.841654,70.197,Orbital Mobile,167E,-15.072,242.937,-5.362
2024-08-13T10:19:30,13.727624,144.843841,70.607,SkyReach,170E,-12.885,251.136,-5.274
2024-08-13T10:21:00,13.727235,144.842419,70.177,UQ Mobile,174E,-14.656,242.548,-4.86
2024-08-13T10:22:30,13.728819,144.841816,70.593,Orbital Mobile,178E,-13.15,250.851,-4.899
2024-08-13T10:24:00,13.729451,144.841094,70.048,SkyReach,167E,-14.812,239.968,-4.87
2024-08-13T10:25:30,13.732346,144.840769,70.633,SkyReach,170E,-12.906,251.663,-4.002
2024-08-13T10:27:00,13.729069,144.841472,70.393,Orbital Mobile,174E,-13.587,246.863,-3.831
2024-08-13T10:28:30,13.731979,144.838752,70.872,UQ Mobile,178E,-12.851,256.446,-3.927
2024-08-13T10:30:00,13.730219,144.838756,70.433,UQ Mobile,167E,-13.854,247.66,-4.127
2024-08-13T10:31:30,13.734691,144.83848,70.226,UQ Mobile,170E,-14.27,243.511,-3.393
2024-08-13T10:33:00,13.732186,144.834157,70.528,SkyReach,174E,-12.738,249.566,-2.987
2024-08-13T10:34:30,13.732134,144.83568,70.367,SkyReach,178E,-12.99,246.34,-2.874
2024-08-13T10:36:00,13.734299,144.832814,70.119,UQ Mobile,167E,-14.634,241.372,-3.573
2024-08-13T10:37:30,13.733259,144.83218,70.353,SkyReach,170E,-13.33,246.054,-3.184
2024-08-13T10:39:00,13.739405,144.836964,70.609,Orbital Mobile,174E,-12.185,251.18,-3.113
2024-08-13T10:40:30,13.736534,144.836367,70.073,UQ Mobile,178E,-14.396,240.452,-2.215
2024-08-13T10:42:00,13.738569,144.833941,70.706,UQ Mobile,167E,-12.625,253.11,-1.956
2024-08-13T10:43:30,13.738069,144.833836,70.6,SkyReach,170E,-12.528,250.992,-2.233
2024-08-13T10:45:00,13.736902,144.831293,70.767,SkyReach,174E,-13.193,254.344,-1.65
2024-08-13T10:46:30,13.736838,144.832926,70.618,UQ Mobile,178E,-12.842,251.365,-2.237
2024-08-13T10:48:00,13.738799,144.833047,69.992,Orbital Mobile,167E,-14.869,238.843,-1.125
2024-08-13T10:49:30,13.742042,144.83243,69.977,UQ Mobile,170E,-14.835,238.531,-1.76
2024-08-13T10:51:00,13.739016,144.829378,70.813,SkyReach,174E,-12.071,255.256,-1.157
2024-08-13T10:52:30,13.740414,144.830577,70.895,UQ Mobile,178E,-12.31,256.897,-0.802
2024-08-13T10:54:00,13.743332,144.825008,70.223,Orbital Mobile,167E,-14.36,243.453,-0.831
2024-08-13T10:55:30,13.742141,144.824123,70.054,SkyReach,170E,-14.433,240.07,-0.447
2024-08-13T10:57:00,13.741399,144.826654,70.578,Orbital Mobile,174E,-12.967,250.562,-0.774
2024-08-13T10:58:30,13.742659,144.824242,70.136,SkyReach,178E,-13.993,241.715,0.223
2024-08-13T11:00:00,13.742685,144.823565,70.794,SkyReach,167E,-11.741,254.871,0.377
2024-08-13T11:01:30,13.745205,144.825684,70.343,UQ Mobile,170E,-13.102,245.868,0.73
2024-08-13T11:03:00,13.746914,144.825894,70.719,UQ Mobile,174E,-13.083,253.388,0.257
2024-08-13T11:04:30,13.74513,144.824398,70.229,UQ Mobile,178E,-13.914,243.575,0.563
2024-08-13T11:06:00,13.742188,144.820773,70.127,SkyReach,167E,-14.071,241.532,0.397
2024-08-13T11:07:30,13.743653,144.822573,70.947,UQ Mobile,170E,-11.813,257.931,1.353
2024-08-13T11:09:00,13.746586,144.820957,70.45,UQ Mobile,174E,-13.768,247.99,1.523
2024-08-13T11:10:30,13.746521,144.818171,71.041,SkyReach,178E,-11.608,259.813,1.333
2024-08-13T11:12:00,13.74522,144.821178,70.654,SkyReach,167E,-12.192,252.074,1.489
2024-08-13T11:13:30,13.74881,144.81754,70.33,UQ Mobile,170E,-13.916,245.598,1.803
2024-08-13T11:15:00,13.746476,144.81787,71.069,UQ Mobile,174E,-12.052,260.381,2.224
2024-08-13T11:16:30,13.747857,144.817628,71.23,Orbital Mobile,178E,-10.897,263.608,2.189
2024-08-13T11:18:00,13.74583,144.817074,70.205,UQ Mobile,167E,-13.627,243.104,2.393
2024-08-13T11:19:30,13.746053,144.814844,70.839,UQ Mobile,170E,-11.524,255.787,3.085
2024-08-13T11:21:00,13.74713,144.814528,70.599,Orbital Mobile,174E,-12.18,250.986,2.403
2024-08-13T11:22:30,13.745849,144.812661,70.756,UQ Mobile,178E,-12.526,254.12,2.477
2024-08-13T11:24:00,13.750517,144.813005,71.235,Orbital Mobile,167E,-11.012,263.693,3.466
2024-08-13T11:25:30,13.745982,144.810522,70.748,UQ Mobile,170E,-12.413,253.963,2.951
2024-08-13T11:27:00,13.747691,144.812577,71.132,Orbital Mobile,174E,-11.715,261.641,3.189
2024-08-13T11:28:30,13.747408,144.811129,71.053,Orbital Mobile,178E,-11.84,260.056,3.323
2024-08-13T11:30:00,13.747567,144.809182,70.993,SkyReach,167E,-11.635,258.86,3.401
2024-08-13T11:31:30,13.746886,144.808512,71.48,SkyReach,170E,-10.103,268.595,3.908
2024-08-13T11:33:00,13.752087,144.805085,71.22,SkyReach,174E,-11.016,263.39,4.515
2024-08-13T11:34:30,13.746558,144.80725,71.226,Orbital Mobile,178E,-11.027,263.512,4.537
2024-08-13T11:36:00,13.749502,144.803489,70.876,Orbital Mobile,167E,-12.266,256.53,4.697
2024-08-13T11:37:30,13.74737,144.806451,71.154,UQ Mobile,170E,-11.177,262.082,5.034
2024-08-13T11:39:00,13.749897,144.804154,70.906,SkyReach,174E,-12.375,257.113,5.335
2024-08-13T11:40:30,13.749815,144.805109,70.663,Orbital Mobile,178E,-12.0,252.269,5.491
2024-08-13T11:42:00,13.752588,144.802435,71.203,Orbital Mobile,167E,-10.424,263.056,5.118
2024-08-13T11:43:30,13.75103,144.800707,71.342,Orbital Mobile,170E,-9.682,265.839,5.443
2024-08-13T11:45:00,13.752056,144.799169,71.063,Orbital Mobile,174E,-11.597,260.264,5.721
2024-08-13T11:46:30,13.748906,144.80136,71.344,SkyReach,178E,-10.176,265.877,5.907
2024-08-13T11:48:00,13.751856,144.802115,71.05,UQ Mobile,167E,-11.446,260.002,5.451
2024-08-13T11:49:30,13.748812,144.79788,70.892,SkyReach,170E,-11.763,256.849,6.057
2024-08-13T11:51:00,13.749748,144.798493,71.365,UQ Mobile,174E,-10.944,266.305,6.18
2024-08-13T11:52:30,13.752366,144.799595,71.448,UQ Mobile,178E,-8.931,267.957,5.764
2024-08-13T11:54:00,13.748517,144.797305,71.7,SkyReach,167E,-9.819,272.993,6.391
2024-08-13T11:55:30,13.746955,144.794935,71.553,Orbital Mobile,170E,-9.659,270.052,6.794
2024-08-13T11:57:00,13.748602,144.793595,71.896,SkyReach,174E,-8.946,276.924,6.414
2024-08-13T11:58:30,13.747033,144.793488,71.181,UQ Mobile,178E,-11.257,262.628,6.739
2024-08-13T12:00:00,13.751147,144.791157,71.358,SkyReach,167E,-10.217,266.163,6.562
2024-08-13T12:01:30,13.746685,144.793288,71.639,Orbital Mobile,170E,-9.752,271.784,6.828
2024-08-13T12:03:00,13.746669,144.788814,71.105,UQ Mobile,174E,-10.766,261.093,7.175
2024-08-13T12:04:30,13.74637,144.791837,71.541,UQ Mobile,178E,-10.462,269.826,6.844
2024-08-13T12:06:00,13.746553,144.786855,71.883,UQ Mobile,167E,-9.001,276.654,7.182
2024-08-13T12:07:30,13.746171,144.786033,71.852,Orbital Mobile,170E,-8.949,276.044,7.008
2024-08-13T12:09:00,13.746993,144.786553,71.939,SkyReach,174E,-7.578,277.773,7.065
2024-08-13T12:10:30,13.747964,144.785106,71.57,UQ Mobile,178E,-9.832,270.396,7.633
2024-08-13T12:12:00,13.74718,144.78839,71.408,Orbital Mobile,167E,-10.158,267.157,7.293
2024-08-13T12:13:30,13.748347,144.787951,71.476,Orbital Mobile,170E,-9.403,268.521,7.206
2024-08-13T12:15:00,13.749358,144.787468,71.617,UQ Mobile,174E,-8.161,271.346,7.783
2024-08-13T12:16:30,13.74994,144.783464,71.897,Orbital Mobile,178E,-7.707,276.931,7.562
2024-08-13T12:18:00,13.744848,144.782614,71.735,Orbital Mobile,167E,-8.259,273.708,8.21
2024-08-13T12:19:30,13.748538,144.783259,72.187,Orbital Mobile,170E,-6.863,282.736,8.068
2024-08-13T12:21:00,13.744834,144.782767,71.637,SkyReach,174E,-9.322,271.733,7.894
2024-08-13T12:22:30,13.746049,144.783562,71.559,SkyReach,178E,-8.453,270.171,7.517
2024-08-13T12:24:00,13.743848,144.777735,71.805,Orbital Mobile,167E,-8.887,275.11,7.561
2024-08-13T12:25:30,13.746981,144.780156,71.52,Orbital Mobile,170E,-9.236,269.402,7.732
2024-08-13T12:27:00,13.743002,144.779358,71.474,UQ Mobile,174E,-9.08,268.474,8.416
2024-08-13T12:28:30,13.746597,144.776402,72.229,SkyReach,178E,-6.143,283.572,7.506
2024-08-13T12:30:00,13.746753,144.777444,71.796,Orbital Mobile,167E,-7.857,274.928,7.892
2024-08-13T12:31:30,13.744189,144.774186,72.243,SkyReach,170E,-6.492,283.867,7.551
2024-08-13T12:33:00,13.742739,144.776723,71.911,Orbital Mobile,174E,-7.436,277.224,7.928
2024-08-13T12:34:30,13.745239,144.772339,72.058,Orbital Mobile,178E,-8.247,280.16,7.86
2024-08-13T12:36:00,13.74534,144.773899,72.408,SkyReach,167E,-6.278,287.169,7.837
2024-08-13T12:37:30,13.743789,144.776078,71.863,Orbital Mobile,170E,-7.096,276.252,8.011
2024-08-13T12:39:00,13.741047,144.769927,72.199,Orbital Mobile,174E,-5.487,282.99,8.329
2024-08-13T12:40:30,13.743287,144.774592,71.682,Orbital Mobile,178E,-7.835,272.645,7.99
2024-08-13T12:42:00,13.741848,144.772517,72.48,Orbital Mobile,167E,-4.886,288.61,7.946
2024-08-13T12:43:30,13.740476,144.771568,72.254,Orbital Mobile,170E,-5.036,284.086,8.156
2024-08-13T12:45:00,13.738781,144.772593,72.338,Orbital Mobile,174E,-4.611,285.765,8.18
2024-08-13T12:46:30,13.740777,144.769705,72.182,UQ Mobile,178E,-5.479,282.648,7.401
2024-08-13T12:48:00,13.738694,144.766637,72.422,Orbital Mobile,167E,-5.835,287.447,7.475
2024-08-13T12:49:30,13.736184,144.765796,72.15,Orbital Mobile,170E,-5.455,282.0,7.603
2024-08-13T12:51:00,13.735733,144.769567,72.375,UQ Mobile,174E,-4.796,286.505,7.408
2024-08-13T12:52:30,13.739165,144.766576,72.301,Orbital Mobile,178E,-5.378,285.03,7.56
2024-08-13T12:54:00,13.736389,144.764564,72.194,UQ Mobile,167E,-6.013,282.88,7.593
2024-08-13T12:55:30,13.73848,144.76424,72.257,UQ Mobile,170E,-6.046,284.146,7.826
2024-08-13T12:57:00,13.73828,144.766719,72.223,UQ Mobile,174E,-6.418,283.453,7.089
2024-08-13T12:58:30,13.736414,144.7638,72.741,Orbital Mobile,178E,-4.448,293.818,7.449
2024-08-13T13:00:00,13.732567,144.761242,72.238,UQ Mobile,167E,-5.486,283.753,7.08
2024-08-13T13:01:30,13.731711,144.765901,72.542,Orbital Mobile,170E,-4.624,289.843,6.707
2024-08-13T13:03:00,13.734952,144.759961,72.301,Orbital Mobile,174E,-4.738,285.026,7.282
2024-08-13T13:04:30,13.732151,144.761998,72.416,SkyReach,178E,-5.412,287.329,7.403
2024-08-13T13:06:00,13.734435,144.758659,62.79,Orbital Mobile,167E,-2.769,288.657,6.427
2024-08-13T13:07:30,13.72912,144.761773,72.619,UQ Mobile,170E,-5.01,291.373,6.802
2024-08-13T13:09:00,13.732297,144.762583,72.616,SkyReach,174E,-5.051,291.323,6.374
2024-08-13T13:10:30,13.727838,144.759598,65.527,UQ Mobile,178E,-3.586,294.376,6.833
2024-08-13T13:12:00,13.727052,144.758045,64.489,Orbital Mobile,167E,-3.304,290.546,6.408
2024-08-13T13:13:30,13.726171,144.756633,65.912,SkyReach,170E,-3.705,294.927,6.371
2024-08-13T13:15:00,13.730286,144.761182,60.977,SkyReach,174E,-2.004,298.283,5.972
2024-08-13T13:16:30,13.725036,144.757883,72.447,UQ Mobile,178E,-4.184,287.938,6.334
2024-08-13T13:18:00,13.728204,144.757241,72.764,UQ Mobile,167E,-4.061,294.284,5.815
2024-08-13T13:19:30,13.725074,144.759428,65.85,UQ Mobile,170E,-3.794,288.341,5.895
2024-08-13T13:21:00,13.726277,144.759407,63.53,Orbital Mobile,174E,-2.926,294.024,5.4
2024-08-13T13:22:30,13.725797,144.75894,63.233,Orbital Mobile,178E,-2.842,293.144,5.928
2024-08-13T13:24:00,13.725017,144.754595,61.539,UQ Mobile,167E,-2.356,288.418,5.842
2024-08-13T13:25:30,13.721989,144.757849,57.587,Orbital Mobile,170E,-0.976,292.16,5.313
2024-08-13T13:27:00,13.721179,144.757596,61.395,SkyReach,174E,-2.277,290.268,4.639
2024-08-13T13:28:30,13.723294,144.754313,63.439,UQ Mobile,178E,-2.856,296.454,4.54
2024-08-13T13:30:00,13.718127,144.755175,62.106,UQ Mobile,167E,-2.419,295.992,4.637
2024-08-13T13:31:30,13.721327,144.754876,59.386,Orbital Mobile,170E,-1.617,289.675,5.044
2024-08-13T13:33:00,13.718005,144.752971,60.512,SkyReach,174E,-1.988,289.951,4.368
2024-08-13T13:34:30,13.718542,144.755056,56.207,UQ Mobile,178E,-0.477,294.508,4.506
2024-08-13T13:36:00,13.715842,144.751135,62.187,Orbital Mobile,167E,-2.427,297.134,3.736
2024-08-13T13:37:30,13.717326,144.750325,59.107,Orbital Mobile,170E,-1.449,294.206,3.959
2024-08-13T13:39:00,13.715007,144.750817,56.273,SkyReach,174E,-0.458,297.009,4.032
2024-08-13T13:40:30,13.715276,144.754001,61.322,Orbital Mobile,178E,-2.263,289.631,3.109
2024-08-13T13:42:00,13.716276,144.75386,56.444,SkyReach,167E,-0.564,294.043,3.211
