time,lattitude,longtitude,connection_strength_data,provider,line_id,machine_cycle_phase,power_draw_kw,harmonic_spike_db
2024-04-01T08:09:30,34.711023,135.291031,60.597,FactoryGrid,L-06,1.98968,488.293,-1.18
2024-04-01T08:10:00,34.708223,135.290773,59.845,SmartPlant Mobile,L-06,2.0944,484.902,5.0
2024-04-01T08:10:30,34.709565,135.291618,59.678,SmartPlant Mobile,L-06,2.19911,485.727,11.18
2024-04-01T08:11:00,34.709442,135.290576,57.51,UQ Mobile,L-01,2.30383,481.631,16.756
2024-04-01T08:11:30,34.709107,135.291674,53.988,UQ Mobile,L-05,2.40855,471.586,21.18
2024-04-01T08:12:00,34.70829,135.289281,55.348,SmartPlant Mobile,L-02,2.51327,471.323,24.021
2024-04-01T08:12:30,34.711907,135.289762,54.088,UQ Mobile,L-02,2.61799,460.228,25.0
2024-04-01T08:13:00,34.71087,135.29028,53.815,UQ Mobile,L-02,2.72271,453.913,24.021
2024-04-01T08:13:30,34.709034,135.288604,53.026,FactoryGrid,L-02,2.82743,441.528,21.18
2024-04-01T08:14:00,34.710814,135.290719,55.386,UQ Mobile,L-02,2.93215,437.307,16.756
2024-04-01T08:14:30,34.709021,135.290182,54.761,SmartPlant Mobile,L-06,3.03687,426.196,11.18
2024-04-01T08:15:00,34.708629,135.288309,56.103,SmartPlant Mobile,L-06,3.14159,419.64,5.0
2024-04-01T08:15:30,34.708766,135.289723,58.007,SmartPlant Mobile,L-02,3.24631,409.241,-1.18
2024-04-01T08:16:00,34.70822,135.289733,60.464,UQ Mobile,L-01,3.35103,402.524,-6.756
2024-04-01T08:16:30,34.710275,135.288629,59.793,UQ Mobile,L-05,3.45575,396.931,-11.18
2024-04-01T08:17:00,34.708694,135.289915,60.506,UQ Mobile,L-05,3.56047,385.035,-14.021
2024-04-01T08:17:30,34.70822,135.288442,62.145,UQ Mobile,L-01,3.66519,381.038,-15.0
2024-04-01T08:18:00,34.70867,135.289569,61.389,UQ Mobile,L-02,3.76991,368.122,-14.021
2024-04-01T08:18:30,34.708571,135.289274,61.883,SmartPlant Mobile,L-01,3.87463,364.506,-11.18
2024-04-01T08:19:00,34.709097,135.2914,61.98,SmartPlant Mobile,L-06,3.97935,361.96,-6.756
2024-04-01T08:19:30,34.711625,135.29001,59.64,UQ Mobile,L-06,4.08407,351.537,-1.18
2024-04-01T08:20:00,34.709041,135.288598,60.564,UQ Mobile,L-06,4.18879,348.913,5.0
2024-04-01T08:20:30,34.708176,135.290162,60.235,UQ Mobile,L-05,4.29351,345.303,11.18
2024-04-01T08:21:00,34.711211,135.29134,57.958,SmartPlant Mobile,L-01,4.39823,343.779,16.756
2024-04-01T08:21:30,34.711639,135.289933,59.545,SmartPlant Mobile,L-01,4.50295,341.008,21.18
2024-04-01T08:22:00,34.711911,135.291347,57.763,FactoryGrid,L-01,4.60767,341.641,24.021
2024-04-01T08:22:30,34.709434,135.289589,60.129,UQ Mobile,L-05,4.71239,340.135,25.0
2024-04-01T08:23:00,34.709827,135.290572,59.615,UQ Mobile,L-05,4.81711,345.085,24.021
2024-04-01T08:23:30,34.711146,135.291481,61.145,UQ Mobile,L-06,4.92183,342.277,21.18
2024-04-01T08:24:00,34.711087,135.289388,63.91,FactoryGrid,L-02,5.02655,347.869,16.756
2024-04-01T08:24:30,34.709132,135.290093,65.361,SmartPlant Mobile,L-05,5.13127,344.946,11.18
2024-04-01T08:25:00,34.710794,135.288639,66.822,UQ Mobile,L-01,5.23599,354.412,5.0
2024-04-01T08:25:30,34.708003,135.291938,68.684,SmartPlant Mobile,L-01,5.34071,359.405,-1.18
2024-04-01T08:26:00,34.711353,135.289394,68.171,SmartPlant Mobile,L-02,5.44543,358.851,-6.756
2024-04-01T08:26:30,34.71091,135.288976,69.455,FactoryGrid,L-01,5.55015,367.072,-11.18
2024-04-01T08:27:00,34.710439,135.290687,71.829,FactoryGrid,L-05,5.65487,376.372,-14.021
2024-04-01T08:27:30,34.709369,135.2884,72.695,UQ Mobile,L-01,5.75959,380.045,-15.0
2024-04-01T08:28:00,34.710189,135.291537,72.628,UQ Mobile,L-06,5.86431,385.716,-14.021
2024-04-01T08:28:30,34.709795,135.289415,72.751,UQ Mobile,L-01,5.96903,396.503,-11.18
2024-04-01T08:29:00,34.708475,135.291956,71.645,FactoryGrid,L-05,6.07375,399.38,-6.756
2024-04-01T08:29:30,34.711893,135.29195,71.597,UQ Mobile,L-06,6.17847,410.531,-1.18
2024-04-01T08:30:00,34.710618,135.288982,70.499,FactoryGrid,L-05,0.0,418.747,5.0
2024-04-01T08:30:30,34.708469,135.290093,66.238,UQ Mobile,L-06,0.10472,423.821,11.18
2024-04-01T08:31:00,34.708475,135.290455,66.339,UQ Mobile,L-01,0.20944,434.053,16.756
2024-04-01T08:31:30,34.709761,135.28967,64.29,SmartPlant Mobile,L-01,0.31416,449.265,21.18
2024-04-01T08:32:00,34.708844,135.288403,63.854,UQ Mobile,L-02,0.41888,450.43,24.021
2024-04-01T08:32:30,34.708931,135.291935,62.992,UQ Mobile,L-06,0.5236,459.327,25.0
2024-04-01T08:33:00,34.709671,135.288663,64.647,UQ Mobile,L-02,0.62832,464.996,24.021
2024-04-01T08:33:30,34.709251,135.291089,65.68,UQ Mobile,L-05,0.73304,473.802,21.18
2024-04-01T08:34:00,34.711984,135.288133,63.27,SmartPlant Mobile,L-06,0.83776,482.057,16.756
2024-04-01T08:34:30,34.708203,135.288988,65.318,UQ Mobile,L-02,0.94248,488.246,11.18
2024-04-01T08:35:00,34.708311,135.291437,67.2,FactoryGrid,L-02,1.0472,487.489,5.0
2024-04-01T08:35:30,34.710136,135.291914,67.644,UQ Mobile,L-06,1.15192,488.954,-1.18
2024-04-01T08:36:00,34.711213,135.288516,68.417,UQ Mobile,L-01,1.25664,491.776,-6.756
2024-04-01T08:36:30,34.711055,135.289667,67.526,UQ Mobile,L-05,1.36136,496.418,-11.18
2024-04-01T08:37:00,34.70829,135.290666,68.178,UQ Mobile,L-02,1.46608,498.908,-14.021
2024-04-01T08:37:30,34.711176,135.290868,66.838,SmartPlant Mobile,L-05,1.5708,497.892,-15.0
2024-04-01T08:38:00,34.709667,135.290552,67.413,FactoryGrid,L-06,1.67552,504.155,-14.021
2024-04-01T08:38:30,34.708915,135.291862,66.089,FactoryGrid,L-02,1.78024,498.23,-11.18
2024-04-01T08:39:00,34.708403,135.289208,62.797,FactoryGrid,L-01,1.88496,493.563,-6.756
2024-04-01T08:39:30,34.708254,135.28801,60.391,SmartPlant Mobile,L-06,1.98968,489.152,-1.18
2024-04-01T08:40:00,34.709639,135.290869,60.85,SmartPlant Mobile,L-01,2.0944,486.061,5.0
2024-04-01T08:40:30,34.710352,135.288503,57.572,SmartPlant Mobile,L-02,2.19911,487.258,11.18
2024-04-01T08:41:00,34.708783,135.29079,55.701,SmartPlant Mobile,L-02,2.30383,478.461,16.756
2024-04-01T08:41:30,34.70898,135.290792,54.316,SmartPlant Mobile,L-06,2.40855,477.863,21.18
2024-04-01T08:42:00,34.70918,135.290651,54.414,SmartPlant Mobile,L-05,2.51327,469.473,24.021
2024-04-01T08:42:30,34.711515,135.288029,53.071,FactoryGrid,L-02,2.61799,457.972,25.0
2024-04-01T08:43:00,34.710475,135.288179,54.096,FactoryGrid,L-01,2.72271,454.39,24.021
2024-04-01T08:43:30,34.711303,135.289956,54.795,FactoryGrid,L-02,2.82743,443.903,21.18
2024-04-01T08:44:00,34.708219,135.288851,53.434,SmartPlant Mobile,L-06,2.93215,434.513,16.756
2024-04-01T08:44:30,34.708354,135.291724,55.655,UQ Mobile,L-05,3.03687,432.981,11.18
2024-04-01T08:45:00,34.708949,135.291519,56.381,UQ Mobile,L-06,3.14159,420.941,5.0
2024-04-01T08:45:30,34.708397,135.290211,59.025,UQ Mobile,L-02,3.24631,406.695,-1.18
2024-04-01T08:46:00,34.708434,135.288851,60.905,UQ Mobile,L-02,3.35103,406.566,-6.756
2024-04-01T08:46:30,34.709289,135.29035,61.54,SmartPlant Mobile,L-01,3.45575,395.818,-11.18
2024-04-01T08:47:00,34.709126,135.288677,60.773,SmartPlant Mobile,L-02,3.56047,387.92,-14.021
2024-04-01T08:47:30,34.710009,135.288047,62.745,UQ Mobile,L-01,3.66519,375.516,-15.0
2024-04-01T08:48:00,34.708056,135.288232,62.304,UQ Mobile,L-01,3.76991,373.538,-14.021
2024-04-01T08:48:30,34.711648,135.291281,60.992,UQ Mobile,L-01,3.87463,369.132,-11.18
2024-04-01T08:49:00,34.71107,135.290362,62.657,SmartPlant Mobile,L-06,3.97935,357.518,-6.756
2024-04-01T08:49:30,34.709151,135.289052,60.347,UQ Mobile,L-05,4.08407,357.493,-1.18
2024-04-01T08:50:00,34.70965,135.291836,60.666,SmartPlant Mobile,L-01,4.18879,353.8,5.0
2024-04-01T08:50:30,34.710076,135.28978,58.515,UQ Mobile,L-06,4.29351,343.38,11.18
2024-04-01T08:51:00,34.711094,135.291338,58.69,UQ Mobile,L-05,4.39823,339.972,16.756
2024-04-01T08:51:30,34.710977,135.288699,58.691,SmartPlant Mobile,L-06,4.50295,339.761,21.18
2024-04-01T08:52:00,34.710792,135.289532,57.113,FactoryGrid,L-05,4.60767,338.696,24.021
2024-04-01T08:52:30,34.710887,135.290697,59.687,UQ Mobile,L-06,4.71239,343.787,25.0
2024-04-01T08:53:00,34.709485,135.290272,59.543,FactoryGrid,L-06,4.81711,342.032,24.021
2024-04-01T08:53:30,34.711734,135.290949,60.987,SmartPlant Mobile,L-01,4.92183,339.506,21.18
2024-04-01T08:54:00,34.709419,135.289988,62.725,UQ Mobile,L-02,5.02655,345.956,16.756
2024-04-01T08:54:30,34.710816,135.290717,63.857,UQ Mobile,L-06,5.13127,342.764,11.18
2024-04-01T08:55:00,34.710499,135.28983,67.209,FactoryGrid,L-05,5.23599,354.706,5.0
2024-04-01T08:55:30,34.710545,135.289078,66.389,UQ Mobile,L-01,5.34071,351.474,-1.18
2024-04-01T08:56:00,34.708508,135.291431,70.429,UQ Mobile,L-05,5.44543,356.254,-6.756
2024-04-01T08:56:30,34.711796,135.290399,70.747,SmartPlant Mobile,L-02,5.55015,368.29,-11.18
2024-04-01T08:57:00,34.71003,135.29163,71.353,UQ Mobile,L-05,5.65487,372.907,-14.021
2024-04-01T08:57:30,34.711259,135.291545,73.206,SmartPlant Mobile,L-06,5.75959,378.59,-15.0
2024-04-01T08:58:00,34.708706,135.288738,70.807,UQ Mobile,L-02,5.86431,390.714,-14.021
2024-04-01T08:58:30,34.709536,135.289675,72.478,FactoryGrid,L-01,5.96903,391.811,-11.18
2024-04-01T08:59:00,34.708466,135.288987,72.297,UQ Mobile,L-05,6.07375,408.288,-6.756
2024-04-01T08:59:30,34.711112,135.288505,69.337,FactoryGrid,L-05,6.17847,408.019,-1.18
2024-04-01T09:00:00,34.711608,135.289035,67.518,UQ Mobile,L-05,0.0,415.9,5.0
2024-04-01T09:00:30,34.711388,135.288422,68.756,SmartPlant Mobile,L-05,0.10472,431.572,11.18
2024-04-01T09:01:00,34.708245,135.289464,65.552,FactoryGrid,L-05,0.20944,437.847,16.756
2024-04-01T09:01:30,34.710203,135.290516,64.113,UQ Mobile,L-06,0.31416,443.425,21.18
2024-04-01T09:02:00,34.708914,135.288237,65.825,UQ Mobile,L-05,0.41888,452.136,24.021
2024-04-01T09:02:30,34.711034,135.289113,63.676,UQ Mobile,L-05,0.5236,462.023,25.0
2024-04-01T09:03:00,34.709418,135.28843,65.296,UQ Mobile,L-02,0.62832,464.945,24.021
2024-04-01T09:03:30,34.710014,135.289939,65.615,SmartPlant Mobile,L-02,0.73304,477.01,21.18
2024-04-01T09:04:00,34.711542,135.288533,65.978,SmartPlant Mobile,L-06,0.83776,483.314,16.756
2024-04-01T09:04:30,34.7092,135.290013,65.884,FactoryGrid,L-05,0.94248,485.742,11.18
2024-04-01T09:05:00,34.711429,135.289024,65.568,UQ Mobile,L-02,1.0472,492.222,5.0
2024-04-01T09:05:30,34.708495,135.288785,67.295,FactoryGrid,L-06,1.15192,489.039,-1.18
2024-04-01T09:06:00,34.70959,135.290956,66.958,SmartPlant Mobile,L-01,1.25664,493.344,-6.756
2024-04-01T09:06:30,34.708206,135.288452,67.609,FactoryGrid,L-01,1.36136,502.791,-11.18
2024-04-01T09:07:00,34.708207,135.290024,67.838,UQ Mobile,L-01,1.46608,498.067,-14.021
2024-04-01T09:07:30,34.708804,135.290981,67.951,FactoryGrid,L-06,1.5708,500.551,-15.0
2024-04-01T09:08:00,34.710362,135.288251,66.52,SmartPlant Mobile,L-06,1.67552,497.205,-14.021
2024-04-01T09:08:30,34.709836,135.291418,66.018,UQ Mobile,L-02,1.78024,500.426,-11.18
2024-04-01T09:09:00,34.708671,135.291024,62.075,SmartPlant Mobile,L-06,1.88496,491.829,-6.756
2024-04-01T09:09:30,34.709628,135.290707,60.488,UQ Mobile,L-05,1.98968,490.077,-1.18
2024-04-01T09:10:00,34.708954,135.290537,60.899,FactoryGrid,L-06,2.0944,491.249,5.0
2024-04-01T09:10:30,34.710219,135.291216,56.922,FactoryGrid,L-06,2.19911,484.402,11.18
2024-04-01T09:11:00,34.709853,135.291796,57.899,SmartPlant Mobile,L-06,2.30383,482.848,16.756
2024-04-01T09:11:30,34.711688,135.288725,53.928,FactoryGrid,L-06,2.40855,473.43,21.18
2024-04-01T09:12:00,34.709474,135.289323,55.4,SmartPlant Mobile,L-06,2.51327,462.89,24.021
2024-04-01T09:12:30,34.70849,135.288658,53.868,UQ Mobile,L-06,2.61799,455.779,25.0
2024-04-01T09:13:00,34.708021,135.291064,54.348,UQ Mobile,L-05,2.72271,456.308,24.021
2024-04-01T09:13:30,34.708092,135.289354,55.051,UQ Mobile,L-05,2.82743,448.602,21.18
2024-04-01T09:14:00,34.711976,135.288874,55.54,SmartPlant Mobile,L-02,2.93215,431.977,16.756
2024-04-01T09:14:30,34.711005,135.29127,55.73,FactoryGrid,L-06,3.03687,426.839,11.18
2024-04-01T09:15:00,34.709335,135.289585,58.003,SmartPlant Mobile,L-01,3.14159,421.822,5.0
2024-04-01T09:15:30,34.708422,135.290028,57.07,FactoryGrid,L-05,3.24631,407.55,-1.18
2024-04-01T09:16:00,34.70844,135.290668,58.3,FactoryGrid,L-02,3.35103,403.47,-6.756
2024-04-01T09:16:30,34.710695,135.291082,59.282,FactoryGrid,L-06,3.45575,398.364,-11.18
2024-04-01T09:17:00,34.710181,135.289495,61.769,SmartPlant Mobile,L-02,3.56047,390.792,-14.021
2024-04-01T09:17:30,34.709142,135.291807,60.738,FactoryGrid,L-05,3.66519,383.542,-15.0
2024-04-01T09:18:00,34.710429,135.289402,63.167,UQ Mobile,L-01,3.76991,372.056,-14.021
2024-04-01T09:18:30,34.709149,135.291263,60.501,UQ Mobile,L-05,3.87463,369.598,-11.18
2024-04-01T09:19:00,34.71087,135.291729,61.854,FactoryGrid,L-02,3.97935,361.566,-6.756
2024-04-01T09:19:30,34.708886,135.29008,61.706,UQ Mobile,L-05,4.08407,359.199,-1.18
2024-04-01T09:20:00,34.709958,135.288807,58.977,SmartPlant Mobile,L-06,4.18879,347.583,5.0
2024-04-01T09:20:30,34.710242,135.290792,60.612,FactoryGrid,L-05,4.29351,347.456,11.18
2024-04-01T09:21:00,34.708529,135.291095,59.983,SmartPlant Mobile,L-06,4.39823,339.814,16.756
2024-04-01T09:21:30,34.711768,135.289978,57.864,UQ Mobile,L-06,4.50295,345.722,21.18
2024-04-01T09:22:00,34.709187,135.290971,57.998,UQ Mobile,L-02,4.60767,339.334,24.021
2024-04-01T09:22:30,34.711594,135.288834,58.491,FactoryGrid,L-06,4.71239,335.512,25.0
2024-04-01T09:23:00,34.708583,135.290175,59.99,SmartPlant Mobile,L-05,4.81711,338.884,24.021
2024-04-01T09:23:30,34.71129,135.29182,61.977,SmartPlant Mobile,L-06,4.92183,340.765,21.18
2024-04-01T09:24:00,34.708818,135.290442,61.858,SmartPlant Mobile,L-05,5.02655,342.494,16.756
2024-04-01T09:24:30,34.708187,135.290788,63.432,FactoryGrid,L-06,5.13127,345.516,11.18
2024-04-01T09:25:00,34.711533,135.28969,65.428,UQ Mobile,L-05,5.23599,352.383,5.0
2024-04-01T09:25:30,34.709792,135.288373,67.323,UQ Mobile,L-02,5.34071,351.289,-1.18
2024-04-01T09:26:00,34.711587,135.291705,68.084,FactoryGrid,L-06,5.44543,363.385,-6.756
2024-04-01T09:26:30,34.710005,135.29169,71.199,FactoryGrid,L-05,5.55015,369.574,-11.18
2024-04-01T09:27:00,34.708323,135.289637,73.041,UQ Mobile,L-02,5.65487,373.917,-14.021
2024-04-01T09:27:30,34.71064,135.288774,71.243,FactoryGrid,L-05,5.75959,380.392,-15.0
2024-04-01T09:28:00,34.708509,135.291258,73.249,UQ Mobile,L-02,5.86431,383.477,-14.021
2024-04-01T09:28:30,34.711664,135.289191,72.835,SmartPlant Mobile,L-01,5.96903,391.026,-11.18
2024-04-01T09:29:00,34.711828,135.290047,70.18,SmartPlant Mobile,L-06,6.07375,407.976,-6.756
2024-04-01T09:29:30,34.709216,135.288812,70.813,UQ Mobile,L-02,6.17847,414.406,-1.18
2024-04-01T09:30:00,34.71074,135.28998,68.512,UQ Mobile,L-01,0.0,417.764,5.0
2024-04-01T09:30:30,34.711092,135.290353,67.312,UQ Mobile,L-01,0.10472,426.072,11.18
2024-04-01T09:31:00,34.710459,135.291789,68.007,FactoryGrid,L-02,0.20944,440.16,16.756
2024-04-01T09:31:30,34.70966,135.290683,64.293,FactoryGrid,L-02,0.31416,445.551,21.18
2024-04-01T09:32:00,34.709391,135.288635,63.405,FactoryGrid,L-02,0.41888,454.165,24.021
2024-04-01T09:32:30,34.709988,135.290625,62.985,SmartPlant Mobile,L-05,0.5236,462.749,25.0
2024-04-01T09:33:00,34.708775,135.289591,63.566,FactoryGrid,L-05,0.62832,464.852,24.021
2024-04-01T09:33:30,34.708903,135.289301,64.385,SmartPlant Mobile,L-06,0.73304,473.895,21.18
2024-04-01T09:34:00,34.709641,135.288701,65.215,UQ Mobile,L-01,0.83776,476.275,16.756
2024-04-01T09:34:30,34.711222,135.290382,64.942,UQ Mobile,L-05,0.94248,480.405,11.18
2024-04-01T09:35:00,34.708909,135.290052,67.278,FactoryGrid,L-05,1.0472,485.147,5.0
2024-04-01T09:35:30,34.7111,135.288337,65.28,UQ Mobile,L-06,1.15192,488.767,-1.18
2024-04-01T09:36:00,34.70816,135.290448,67.325,FactoryGrid,L-02,1.25664,500.392,-6.756
2024-04-01T09:36:30,34.709617,135.28991,67.729,FactoryGrid,L-05,1.36136,500.913,-11.18
2024-04-01T09:37:00,34.708105,135.291659,68.373,SmartPlant Mobile,L-06,1.46608,501.041,-14.021
2024-04-01T09:37:30,34.709813,135.29093,65.867,FactoryGrid,L-06,1.5708,501.047,-15.0
2024-04-01T09:38:00,34.710329,135.289794,65.277,UQ Mobile,L-01,1.67552,495.736,-14.021
2024-04-01T09:38:30,34.708268,135.28898,64.876,UQ Mobile,L-01,1.78024,495.677,-11.18
2024-04-01T09:39:00,34.711221,135.289166,63.349,SmartPlant Mobile,L-02,1.88496,491.838,-6.756
2024-04-01T09:39:30,34.709614,135.29028,60.811,FactoryGrid,L-06,1.98968,493.243,-1.18
2024-04-01T09:40:00,34.711889,135.288928,60.346,SmartPlant Mobile,L-01,2.0944,490.82,5.0
2024-04-01T09:40:30,34.708564,135.29031,59.489,UQ Mobile,L-05,2.19911,488.116,11.18
2024-04-01T09:41:00,34.710707,135.290948,56.764,UQ Mobile,L-01,2.30383,477.61,16.756
2024-04-01T09:41:30,34.708144,135.29083,53.896,SmartPlant Mobile,L-02,2.40855,474.649,21.18
2024-04-01T09:42:00,34.708809,135.291735,54.09,SmartPlant Mobile,L-01,2.51327,462.228,24.021
2024-04-01T09:42:30,34.710837,135.289885,53.625,UQ Mobile,L-02,2.61799,456.474,25.0
2024-04-01T09:43:00,34.710817,135.29191,54.664,SmartPlant Mobile,L-01,2.72271,449.113,24.021
2024-04-01T09:43:30,34.710618,135.289873,54.006,UQ Mobile,L-06,2.82743,447.932,21.18
2024-04-01T09:44:00,34.709806,135.289155,54.502,UQ Mobile,L-06,2.93215,440.338,16.756
2024-04-01T09:44:30,34.70938,135.291174,56.091,UQ Mobile,L-02,3.03687,423.416,11.18
2024-04-01T09:45:00,34.70926,135.290656,57.692,FactoryGrid,L-01,3.14159,422.274,5.0
2024-04-01T09:45:30,34.708416,135.288398,57.292,SmartPlant Mobile,L-06,3.24631,416.014,-1.18
2024-04-01T09:46:00,34.711606,135.291939,58.524,UQ Mobile,L-02,3.35103,405.825,-6.756
2024-04-01T09:46:30,34.710376,135.289164,60.525,SmartPlant Mobile,L-02,3.45575,398.09,-11.18
2024-04-01T09:47:00,34.710616,135.29068,59.991,FactoryGrid,L-05,3.56047,391.384,-14.021
2024-04-01T09:47:30,34.7097,135.291056,62.417,FactoryGrid,L-06,3.66519,375.745,-15.0
2024-04-01T09:48:00,34.708495,135.291966,63.389,SmartPlant Mobile,L-01,3.76991,371.101,-14.021
2024-04-01T09:48:30,34.70868,135.289576,61.962,SmartPlant Mobile,L-05,3.87463,363.944,-11.18
2024-04-01T09:49:00,34.708127,135.288906,60.066,SmartPlant Mobile,L-01,3.97935,358.028,-6.756
2024-04-01T09:49:30,34.710423,135.290419,60.158,FactoryGrid,L-02,4.08407,356.728,-1.18
2024-04-01T09:50:00,34.708473,135.288345,58.688,FactoryGrid,L-06,4.18879,352.384,5.0
2024-04-01T09:50:30,34.708942,135.288821,58.971,UQ Mobile,L-02,4.29351,347.081,11.18
2024-04-01T09:51:00,34.709166,135.288887,58.053,UQ Mobile,L-06,4.39823,341.355,16.756
2024-04-01T09:51:30,34.711213,135.291025,57.093,UQ Mobile,L-02,4.50295,346.734,21.18
2024-04-01T09:52:00,34.708917,135.289795,58.652,SmartPlant Mobile,L-01,4.60767,344.643,24.021
2024-04-01T09:52:30,34.710703,135.290475,58.49,FactoryGrid,L-05,4.71239,337.741,25.0
2024-04-01T09:53:00,34.710527,135.29028,59.075,UQ Mobile,L-06,4.81711,344.158,24.021
2024-04-01T09:53:30,34.709292,135.288297,60.187,SmartPlant Mobile,L-01,4.92183,344.323,21.18
2024-04-01T09:54:00,34.709256,135.291983,61.258,SmartPlant Mobile,L-05,5.02655,341.47,16.756
2024-04-01T09:54:30,34.708391,135.289589,63.657,UQ Mobile,L-06,5.13127,350.49,11.18
2024-04-01T09:55:00,34.70839,135.288081,64.573,FactoryGrid,L-02,5.23599,348.333,5.0
2024-04-01T09:55:30,34.709332,135.28909,66.815,FactoryGrid,L-05,5.34071,358.558,-1.18
2024-04-01T09:56:00,34.708442,135.291292,69.016,FactoryGrid,L-02,5.44543,361.412,-6.756
2024-04-01T09:56:30,34.710868,135.290825,69.514,UQ Mobile,L-06,5.55015,369.787,-11.18
2024-04-01T09:57:00,34.708457,135.290215,71.913,UQ Mobile,L-02,5.65487,370.726,-14.021
2024-04-01T09:57:30,34.709921,135.291903,72.044,FactoryGrid,L-02,5.75959,377.543,-15.0
2024-04-01T09:58:00,34.711271,135.290923,70.982,SmartPlant Mobile,L-01,5.86431,383.157,-14.021
2024-04-01T09:58:30,34.709125,135.290678,71.549,UQ Mobile,L-01,5.96903,399.132,-11.18
2024-04-01T09:59:00,34.709471,135.289288,72.706,UQ Mobile,L-05,6.07375,398.903,-6.756
2024-04-01T09:59:30,34.708045,135.291648,70.85,UQ Mobile,L-06,6.17847,412.067,-1.18
2024-04-01T10:00:00,34.709186,135.290883,68.46,UQ Mobile,L-06,0.0,421.716,5.0
2024-04-01T10:00:30,34.711936,135.291026,66.718,FactoryGrid,L-02,0.10472,427.714,11.18
2024-04-01T10:01:00,34.708217,135.290013,67.004,UQ Mobile,L-06,0.20944,437.727,16.756
2024-04-01T10:01:30,34.710619,135.289699,65.007,UQ Mobile,L-01,0.31416,441.365,21.18
2024-04-01T10:02:00,34.711489,135.291213,64.601,FactoryGrid,L-02,0.41888,451.868,24.021
2024-04-01T10:02:30,34.711963,135.29126,62.978,UQ Mobile,L-05,0.5236,460.859,25.0
2024-04-01T10:03:00,34.710369,135.291112,65.012,FactoryGrid,L-06,0.62832,463.354,24.021
2024-04-01T10:03:30,34.708784,135.290974,62.894,SmartPlant Mobile,L-06,0.73304,476.85,21.18
2024-04-01T10:04:00,34.710813,135.289055,64.886,SmartPlant Mobile,L-02,0.83776,476.724,16.756
2024-04-01T10:04:30,34.710288,135.291841,65.802,UQ Mobile,L-06,0.94248,489.274,11.18
2024-04-01T10:05:00,34.710414,135.291003,65.143,SmartPlant Mobile,L-06,1.0472,488.674,5.0
2024-04-01T10:05:30,34.709778,135.288051,66.749,UQ Mobile,L-01,1.15192,493.018,-1.18
2024-04-01T10:06:00,34.709912,135.291631,67.085,SmartPlant Mobile,L-01,1.25664,499.487,-6.756
2024-04-01T10:06:30,34.710228,135.291824,68.728,UQ Mobile,L-05,1.36136,496.119,-11.18
2024-04-01T10:07:00,34.711288,135.289285,68.578,UQ Mobile,L-01,1.46608,500.323,-14.021
2024-04-01T10:07:30,34.710774,135.290829,67.669,UQ Mobile,L-01,1.5708,497.191,-15.0
2024-04-01T10:08:00,34.709797,135.290148,64.722,UQ Mobile,L-01,1.67552,497.522,-14.021
2024-04-01T10:08:30,34.708417,135.291311,64.672,FactoryGrid,L-02,1.78024,495.684,-11.18
2024-04-01T10:09:00,34.710973,135.289597,63.393,SmartPlant Mobile,L-05,1.88496,498.713,-6.756
2024-04-01T10:09:30,34.708352,135.291406,62.998,FactoryGrid,L-06,1.98968,496.762,-1.18
2024-04-01T10:10:00,34.710838,135.289426,60.012,SmartPlant Mobile,L-01,2.0944,489.056,5.0
2024-04-01T10:10:30,34.711037,135.29197,57.944,UQ Mobile,L-06,2.19911,480.177,11.18
2024-04-01T10:11:00,34.710841,135.288512,57.809,UQ Mobile,L-02,2.30383,483.134,16.756
2024-04-01T10:11:30,34.710132,135.291541,56.442,UQ Mobile,L-05,2.40855,478.493,21.18
2024-04-01T10:12:00,34.709784,135.291581,54.699,FactoryGrid,L-05,2.51327,471.337,24.021
2024-04-01T10:12:30,34.708908,135.289584,52.726,SmartPlant Mobile,L-02,2.61799,462.362,25.0
2024-04-01T10:13:00,34.708473,135.291312,55.21,FactoryGrid,L-05,2.72271,455.678,24.021
2024-04-01T10:13:30,34.709286,135.290716,53.792,FactoryGrid,L-05,2.82743,445.886,21.18
2024-04-01T10:14:00,34.710177,135.290167,54.971,SmartPlant Mobile,L-05,2.93215,435.713,16.756
2024-04-01T10:14:30,34.708264,135.291212,55.502,FactoryGrid,L-02,3.03687,429.722,11.18
2024-04-01T10:15:00,34.710819,135.288929,57.317,FactoryGrid,L-05,3.14159,421.067,5.0
2024-04-01T10:15:30,34.708678,135.29144,57.343,FactoryGrid,L-05,3.24631,415.327,-1.18
2024-04-01T10:16:00,34.709551,135.290964,58.566,FactoryGrid,L-06,3.35103,401.552,-6.756
2024-04-01T10:16:30,34.71082,135.290602,60.136,SmartPlant Mobile,L-02,3.45575,397.477,-11.18
2024-04-01T10:17:00,34.711769,135.291948,60.59,SmartPlant Mobile,L-02,3.56047,387.156,-14.021
2024-04-01T10:17:30,34.709507,135.289825,63.04,FactoryGrid,L-01,3.66519,376.251,-15.0
2024-04-01T10:18:00,34.708103,135.291729,63.036,FactoryGrid,L-02,3.76991,372.232,-14.021
2024-04-01T10:18:30,34.708533,135.291276,62.884,SmartPlant Mobile,L-02,3.87463,364.277,-11.18
2024-04-01T10:19:00,34.709139,135.290419,61.079,UQ Mobile,L-06,3.97935,357.289,-6.756
2024-04-01T10:19:30,34.709627,135.290331,59.984,UQ Mobile,L-06,4.08407,351.173,-1.18
