time,lattitude,longtitude,connection_strength_data,provider,panel_orientation_deg,sun_altitude_deg,shadow_blockage_ratio,terrain_elevation_m
2024-09-21T18:45:00,36.476231,138.218356,45.386,UQ Mobile,18,-14.327,1.0,2445.94
2024-09-21T18:48:00,36.481891,138.219114,47.318,UQ Mobile,18,-14.235,1.0,1317.64
2024-09-21T18:51:00,36.482322,138.211583,50.771,Alpine Mobile,36,-14.137,1.0,1369.13
2024-09-21T18:54:00,36.47749,138.216091,47.06,Summit LTE,72,-14.033,1.0,1860.92
2024-09-21T18:57:00,36.477761,138.213166,47.244,Alpine Mobile,90,-13.923,1.0,2107.68
2024-09-21T19:00:00,36.474081,138.212036,50.107,Summit LTE,18,-13.807,1.0,1732.76
2024-09-21T19:03:00,36.474426,138.208833,45.081,UQ Mobile,36,-13.686,1.0,2297.25
2024-09-21T19:06:00,36.478679,138.214945,48.53,Alpine Mobile,36,-13.559,1.0,1795.26
2024-09-21T19:09:00,36.483342,138.21469,45.191,Summit LTE,90,-13.426,1.0,2237.57
2024-09-21T19:12:00,36.475546,138.208917,50.437,Summit LTE,72,-13.287,1.0,1028.9
2024-09-21T19:15:00,36.484006,138.212882,49.806,UQ Mobile,18,-13.143,1.0,1645.77
2024-09-21T19:18:00,36.480723,138.21387,49.152,UQ Mobile,36,-12.992,1.0,1162.22
2024-09-21T19:21:00,36.474936,138.209253,48.758,Alpine Mobile,72,-12.837,1.0,1493.31
2024-09-21T19:24:00,36.478797,138.211425,48.457,Alpine Mobile,72,-12.675,1.0,1064.95
2024-09-21T19:27:00,36.48022,138.21487,45.025,Alpine Mobile,90,-12.508,1.0,2529.64
2024-09-21T19:30:00,36.481549,138.207809,48.501,UQ Mobile,72,-12.336,1.0,2152.37
2024-09-21T19:33:00,36.475597,138.205453,45.922,Summit LTE,72,-12.158,1.0,1953.5
2024-09-21T19:36:00,36.482471,138.211248,46.166,Summit LTE,18,-11.974,1.0,2221.7
2024-09-21T19:39:00,36.476942,138.207408,48.469,Alpine Mobile,72,-11.785,1.0,1487.28
2024-09-21T19:42:00,36.482661,138.209105,48.985,UQ Mobile,72,-11.59,1.0,1849.32
2024-09-21T19:45:00,36.481667,138.206647,48.844,Alpine Mobile,90,-11.391,1.0,1224.86
2024-09-21T19:48:00,36.478575,138.206068,47.799,Alpine Mobile,18,-11.185,1.0,1524.6
2024-09-21T19:51:00,36.482363,138.203945,48.122,UQ Mobile,90,-10.975,1.0,2217.43
2024-09-21T19:54:00,36.480099,138.206115,45.999,Summit LTE,36,-10.759,1.0,2278.01
2024-09-21T19:57:00,36.475566,138.204399,47.928,UQ Mobile,72,-10.537,1.0,2001.35
2024-09-21T20:00:00,36.476675,138.20564,48.277,UQ Mobile,18,-10.311,1.0,2463.13
2024-09-21T20:03:00,36.480811,138.205707,45.418,Summit LTE,18,-10.079,1.0,2155.32
2024-09-21T20:06:00,36.484169,138.20781,46.955,UQ Mobile,36,-9.842,1.0,2416.2
2024-09-21T20:09:00,36.478752,138.200603,50.396,Alpine Mobile,18,-9.6,1.0,1323.25
2024-09-21T20:12:00,36.484533,138.205852,46.327,Alpine Mobile,90,-9.353,1.0,2582.17
2024-09-21T20:15:00,36.47638,138.201943,48.531,Alpine Mobile,36,-9.101,1.0,1987.74
2024-09-21T20:18:00,36.482633,138.20321,47.748,Summit LTE,72,-8.844,1.0,2506.62
2024-09-21T20:21:00,36.475377,138.204732,47.871,UQ Mobile,36,-8.582,1.0,1463.97
2024-09-21T20:24:00,36.476109,138.198506,48.606,Alpine Mobile,18,-8.316,1.0,2312.0
2024-09-21T20:27:00,36.480899,138.198231,45.91,Alpine Mobile,18,-8.044,1.0,1921.97
2024-09-21T20:30:00,36.477122,138.205661,50.536,Alpine Mobile,18,-7.767,1.0,1144.06
2024-09-21T20:33:00,36.477237,138.198359,46.025,Summit LTE,36,-7.486,1.0,2549.42
2024-09-21T20:36:00,36.477398,138.202735,47.674,Summit LTE,72,-7.2,1.0,1956.68
2024-09-21T20:39:00,36.481477,138.202005,47.161,UQ Mobile,90,-6.909,1.0,2339.77
2024-09-21T20:42:00,36.482577,138.198495,50.039,UQ Mobile,90,-6.614,1.0,1612.15
2024-09-21T20:45:00,36.479739,138.198049,48.252,Summit LTE,90,-6.314,1.0,1012.33
2024-09-21T20:48:00,36.477521,138.195998,45.69,Summit LTE,90,-6.01,1.0,1945.53
2024-09-21T20:51:00,36.48285,138.203119,46.008,Alpine Mobile,18,-5.701,1.0,2183.43
2024-09-21T20:54:00,36.482899,138.195106,48.991,Alpine Mobile,18,-5.388,1.0,1899.74
2024-09-21T20:57:00,36.484938,138.201017,46.277,Summit LTE,36,-5.071,1.0,2606.75
2024-09-21T21:00:00,36.475842,138.198278,45.577,Alpine Mobile,72,-4.749,1.0,2145.39
2024-09-21T21:03:00,36.475386,138.202183,48.825,Summit LTE,90,-4.423,1.0,2202.6
2024-09-21T21:06:00,36.475532,138.194662,47.209,UQ Mobile,36,-4.092,1.0,1689.59
2024-09-21T21:09:00,36.483702,138.194527,48.067,UQ Mobile,90,-3.758,1.0,1962.76
2024-09-21T21:12:00,36.479643,138.196059,49.868,Alpine Mobile,36,-3.42,1.0,1814.88
2024-09-21T21:15:00,36.479087,138.197318,49.588,UQ Mobile,90,-3.077,1.0,1095.74
2024-09-21T21:18:00,36.481127,138.199829,48.503,Summit LTE,18,-2.731,1.0,1588.64
2024-09-21T21:21:00,36.475043,138.194801,45.651,Summit LTE,36,-2.38,1.0,1961.4
2024-09-21T21:24:00,36.481478,138.19249,47.485,Alpine Mobile,18,-2.026,1.0,1421.31
2024-09-21T21:27:00,36.483657,138.199048,46.876,Summit LTE,72,-1.668,1.0,1455.06
2024-09-21T21:30:00,36.477855,138.194996,47.946,Alpine Mobile,36,-1.307,1.0,2142.79
2024-09-21T21:33:00,36.482801,138.193651,48.724,Alpine Mobile,36,-0.941,1.0,1117.07
2024-09-21T21:36:00,36.482243,138.197186,47.428,UQ Mobile,72,-0.572,1.0,1402.9
2024-09-21T21:39:00,36.477095,138.191004,47.668,Alpine Mobile,36,-0.2,1.0,1134.57
2024-09-21T21:42:00,36.482638,138.192036,48.423,Summit LTE,72,0.176,0.983,1594.08
2024-09-21T21:45:00,36.483113,138.190202,49.075,Summit LTE,36,0.555,0.947,2103.54
2024-09-21T21:48:00,36.478877,138.193337,49.299,Alpine Mobile,90,0.938,0.911,2460.36
2024-09-21T21:51:00,36.482766,138.192984,50.159,Summit LTE,18,1.323,0.874,2512.56
2024-09-21T21:54:00,36.47604,138.190974,53.303,UQ Mobile,18,1.713,0.837,1387.25
2024-09-21T21:57:00,36.476988,138.193017,51.696,UQ Mobile,72,2.105,0.8,2215.33
2024-09-21T22:00:00,36.482811,138.188219,55.636,UQ Mobile,72,2.5,0.762,1486.01
2024-09-21T22:03:00,36.481227,138.186036,52.988,Alpine Mobile,72,2.898,0.724,2218.69
2024-09-21T22:06:00,36.481389,138.185914,53.705,UQ Mobile,90,3.299,0.686,2310.06
2024-09-21T22:09:00,36.47654,138.192425,54.079,Alpine Mobile,18,3.703,0.647,1954.69
2024-09-21T22:12:00,36.47705,138.186027,58.213,Summit LTE,36,4.11,0.609,1783.92
2024-09-21T22:15:00,36.483524,138.188113,58.429,Alpine Mobile,72,4.52,0.57,2401.26
2024-09-21T22:18:00,36.475681,138.189668,58.494,UQ Mobile,90,4.932,0.53,2388.95
2024-09-21T22:21:00,36.481453,138.186384,59.998,Alpine Mobile,36,5.347,0.491,1221.62
2024-09-21T22:24:00,36.483445,138.183531,60.877,UQ Mobile,90,5.764,0.451,1660.56
2024-09-21T22:27:00,36.48328,138.190251,60.653,UQ Mobile,90,6.184,0.411,2395.45
2024-09-21T22:30:00,36.481413,138.185648,63.391,Summit LTE,90,6.606,0.371,1021.44
2024-09-21T22:33:00,36.480699,138.183341,62.059,UQ Mobile,90,7.03,0.33,2344.07
2024-09-21T22:36:00,36.473634,138.185823,65.291,Alpine Mobile,36,7.457,0.29,1126.16
2024-09-21T22:39:00,36.47883,138.183461,63.599,Alpine Mobile,72,7.886,0.249,2089.61
2024-09-21T22:42:00,36.481006,138.184591,65.669,Alpine Mobile,90,8.317,0.208,1753.84
2024-09-21T22:45:00,36.47873,138.185585,64.704,Summit LTE,72,8.75,0.167,2201.68
2024-09-21T22:48:00,36.480339,138.187907,69.638,Summit LTE,72,9.184,0.125,1839.91
2024-09-21T22:51:00,36.478823,138.183484,69.158,UQ Mobile,72,9.621,0.084,1024.45
2024-09-21T22:54:00,36.482808,138.184124,70.251,Summit LTE,36,10.059,0.042,1053.22
2024-09-21T22:57:00,36.481602,138.183731,69.812,UQ Mobile,36,10.5,0.0,2461.5
2024-09-21T23:00:00,36.481963,138.178919,70.424,Summit LTE,18,10.941,0.0,1785.29
2024-09-21T23:03:00,36.474775,138.183264,69.567,Alpine Mobile,72,11.385,0.0,1777.08
2024-09-21T23:06:00,36.47593,138.185634,70.102,UQ Mobile,18,11.829,0.0,1602.48
2024-09-21T23:09:00,36.477427,138.184144,72.655,UQ Mobile,18,12.276,0.0,2147.02
2024-09-21T23:12:00,36.474424,138.18341,72.857,UQ Mobile,72,12.723,0.0,1486.76
2024-09-21T23:15:00,36.482205,138.17593,73.337,Summit LTE,18,13.172,0.0,2043.2
2024-09-21T23:18:00,36.475206,138.183304,72.947,Summit LTE,36,13.622,0.0,2277.55
2024-09-21T23:21:00,36.478514,138.177442,73.255,Alpine Mobile,90,14.073,0.0,1308.77
2024-09-21T23:24:00,36.477045,138.179624,73.201,Summit LTE,18,14.525,0.0,1445.94
2024-09-21T23:27:00,36.48062,138.175756,72.955,Summit LTE,90,14.978,0.0,1316.27
2024-09-21T23:30:00,36.478036,138.182556,70.692,Summit LTE,72,15.432,0.0,1145.11
2024-09-21T23:33:00,36.481521,138.181834,73.117,Summit LTE,72,15.886,0.0,1766.19
2024-09-21T23:36:00,36.473,138.172492,73.824,Summit LTE,72,16.342,0.0,1091.19
2024-09-21T23:39:00,36.481283,138.171984,72.838,UQ Mobile,72,16.797,0.0,1971.54
2024-09-21T23:42:00,36.477299,138.172571,72.053,Alpine Mobile,90,17.254,0.0,1584.42
2024-09-21T23:45:00,36.477027,138.171875,72.735,Summit LTE,72,17.711,0.0,1817.01
2024-09-21T23:48:00,36.480832,138.173777,71.714,UQ Mobile,18,18.168,0.0,1392.69
2024-09-21T23:51:00,36.476085,138.174757,72.814,Summit LTE,18,18.626,0.0,1297.3
2024-09-21T23:54:00,36.476119,138.172893,74.601,UQ Mobile,72,19.084,0.0,2425.38
2024-09-21T23:57:00,36.474069,138.1781,72.67,UQ Mobile,18,19.542,0.0,2291.24
2024-09-22T00:00:00,36.479873,138.175643,73.906,Summit LTE,72,20.0,0.0,2542.32
2024-09-22T00:03:00,36.476763,138.172789,75.668,Alpine Mobile,90,20.458,0.0,2007.09
2024-09-22T00:06:00,36.477666,138.175446,75.082,Alpine Mobile,36,20.916,0.0,1541.04
2024-09-22T00:09:00,36.479914,138.169387,74.847,Summit LTE,72,21.374,0.0,1041.89
2024-09-22T00:12:00,36.471974,138.171833,73.641,Alpine Mobile,36,21.832,0.0,1849.17
2024-09-22T00:15:00,36.475438,138.171823,74.059,Alpine Mobile,18,22.289,0.0,1644.14
2024-09-22T00:18:00,36.470641,138.176451,77.124,Summit LTE,72,22.746,0.0,1871.18
2024-09-22T00:21:00,36.478579,138.171599,75.904,Alpine Mobile,72,23.203,0.0,2563.39
2024-09-22T00:24:00,36.476622,138.173228,74.233,Summit LTE,18,23.658,0.0,2127.65
2024-09-22T00:27:00,36.4734,138.174684,74.224,UQ Mobile,72,24.114,0.0,1014.91
2024-09-22T00:30:00,36.474762,138.169357,75.356,UQ Mobile,90,24.568,0.0,1159.41
2024-09-22T00:33:00,36.475293,138.173954,77.197,Alpine Mobile,72,25.022,0.0,2403.14
2024-09-22T00:36:00,36.470837,138.169887,75.76,Alpine Mobile,36,25.475,0.0,1515.68
2024-09-22T00:39:00,36.472815,138.173989,77.856,Summit LTE,72,25.927,0.0,1748.63
2024-09-22T00:42:00,36.473746,138.168389,74.984,Alpine Mobile,72,26.378,0.0,2125.74
2024-09-22T00:45:00,36.470299,138.167199,75.761,Alpine Mobile,72,26.828,0.0,2559.69
2024-09-22T00:48:00,36.476164,138.16537,78.774,Summit LTE,18,27.277,0.0,1833.31
2024-09-22T00:51:00,36.470657,138.169678,77.068,Alpine Mobile,90,27.724,0.0,1380.61
2024-09-22T00:54:00,36.475514,138.163274,77.495,UQ Mobile,36,28.171,0.0,1819.96
2024-09-22T00:57:00,36.474324,138.166775,75.931,Alpine Mobile,72,28.615,0.0,2400.54
2024-09-22T01:00:00,36.472359,138.166534,79.054,Summit LTE,72,29.059,0.0,2360.38
2024-09-22T01:03:00,36.476439,138.163334,79.863,UQ Mobile,90,29.5,0.0,2483.71
2024-09-22T01:06:00,36.471251,138.169312,76.996,UQ Mobile,72,29.941,0.0,2600.74
2024-09-22T01:09:00,36.472855,138.170559,77.913,Summit LTE,90,30.379,0.0,2086.06
2024-09-22T01:12:00,36.474027,138.165103,77.031,Alpine Mobile,18,30.816,0.0,1722.03
2024-09-22T01:15:00,36.473031,138.169117,78.118,UQ Mobile,36,31.25,0.0,1966.03
2024-09-22T01:18:00,36.47533,138.160688,78.204,UQ Mobile,72,31.683,0.0,1812.58
2024-09-22T01:21:00,36.467258,138.164859,79.735,Alpine Mobile,36,32.114,0.0,2552.99
2024-09-22T01:24:00,36.474738,138.159834,79.319,Summit LTE,36,32.543,0.0,1463.4
2024-09-22T01:27:00,36.475469,138.165102,77.661,Summit LTE,90,32.97,0.0,2106.85
2024-09-22T01:30:00,36.472604,138.160357,80.372,UQ Mobile,90,33.394,0.0,2423.39
2024-09-22T01:33:00,36.472263,138.160507,78.615,Summit LTE,18,33.816,0.0,2109.87
2024-09-22T01:36:00,36.470215,138.160277,79.581,UQ Mobile,36,34.236,0.0,1258.26
2024-09-22T01:39:00,36.472818,138.166732,79.21,UQ Mobile,72,34.653,0.0,2579.72
2024-09-22T01:42:00,36.470724,138.159624,79.76,Summit LTE,18,35.068,0.0,1539.93
2024-09-22T01:45:00,36.471722,138.166093,79.097,Alpine Mobile,18,35.48,0.0,1419.62
2024-09-22T01:48:00,36.464855,138.160962,78.786,Summit LTE,72,35.89,0.0,1502.97
2024-09-22T01:51:00,36.472748,138.163434,81.552,Alpine Mobile,72,36.297,0.0,2220.75
2024-09-22T01:54:00,36.473218,138.164194,82.851,Summit LTE,36,36.701,0.0,2573.97
2024-09-22T01:57:00,36.466905,138.155556,82.249,Summit LTE,18,37.102,0.0,1894.37
2024-09-22T02:00:00,36.470036,138.157781,79.477,UQ Mobile,18,37.5,0.0,1757.92
2024-09-22T02:03:00,36.464302,138.154477,82.24,UQ Mobile,90,37.895,0.0,1277.42
2024-09-22T02:06:00,36.468662,138.163769,81.276,UQ Mobile,36,38.287,0.0,1380.21
2024-09-22T02:09:00,36.464093,138.155767,81.762,Alpine Mobile,72,38.677,0.0,1234.69
2024-09-22T02:12:00,36.464059,138.155224,80.773,UQ Mobile,72,39.062,0.0,1263.76
2024-09-22T02:15:00,36.464908,138.153442,80.123,Summit LTE,18,39.445,0.0,1688.58
2024-09-22T02:18:00,36.469265,138.157172,81.804,Alpine Mobile,90,39.824,0.0,1212.18
2024-09-22T02:21:00,36.472563,138.154022,81.022,UQ Mobile,18,40.2,0.0,1988.11
2024-09-22T02:24:00,36.462794,138.153491,83.227,Alpine Mobile,90,40.572,0.0,1237.11
2024-09-22T02:27:00,36.464971,138.158666,84.159,Summit LTE,36,40.941,0.0,1781.21
2024-09-22T02:30:00,36.462342,138.159023,82.411,Alpine Mobile,72,41.307,0.0,1781.22
2024-09-22T02:33:00,36.468522,138.160553,82.875,Alpine Mobile,72,41.668,0.0,1549.54
2024-09-22T02:36:00,36.463183,138.15487,83.555,Summit LTE,90,42.026,0.0,1722.86
2024-09-22T02:39:00,36.467298,138.155681,83.101,UQ Mobile,90,42.38,0.0,1183.5
2024-09-22T02:42:00,36.46223,138.153712,81.82,Alpine Mobile,36,42.731,0.0,2495.1
2024-09-22T02:45:00,36.466028,138.153005,84.618,Alpine Mobile,90,43.077,0.0,1957.67
2024-09-22T02:48:00,36.462555,138.149722,81.883,UQ Mobile,36,43.42,0.0,1523.43
2024-09-22T02:51:00,36.468249,138.155114,84.607,UQ Mobile,72,43.758,0.0,2387.8
2024-09-22T02:54:00,36.467378,138.148685,84.009,UQ Mobile,90,44.092,0.0,2214.01
2024-09-22T02:57:00,36.465026,138.156515,85.862,Summit LTE,72,44.423,0.0,1562.69
2024-09-22T03:00:00,36.46489,138.152735,84.883,Alpine Mobile,18,44.749,0.0,2388.31
2024-09-22T03:03:00,36.464532,138.154698,84.526,Alpine Mobile,18,45.071,0.0,1858.04
2024-09-22T03:06:00,36.467679,138.154022,83.373,Alpine Mobile,72,45.388,0.0,2420.08
2024-09-22T03:09:00,36.460751,138.151174,82.619,Alpine Mobile,72,45.701,0.0,2464.26
2024-09-22T03:12:00,36.461315,138.152732,85.132,UQ Mobile,90,46.01,0.0,1771.23
2024-09-22T03:15:00,36.465907,138.155105,83.272,UQ Mobile,36,46.314,0.0,1212.37
2024-09-22T03:18:00,36.466797,138.152647,85.572,Summit LTE,18,46.614,0.0,2272.15
2024-09-22T03:21:00,36.463399,138.147313,85.804,Summit LTE,90,46.909,0.0,1767.4
2024-09-22T03:24:00,36.461407,138.151281,84.061,Alpine Mobile,36,47.2,0.0,2447.97
2024-09-22T03:27:00,36.458615,138.146028,83.41,UQ Mobile,18,47.486,0.0,1161.78
2024-09-22T03:30:00,36.462427,138.151104,87.042,Alpine Mobile,36,47.767,0.0,1268.69
2024-09-22T03:33:00,36.465476,138.146241,85.997,UQ Mobile,90,48.044,0.0,2213.98
2024-09-22T03:36:00,36.463998,138.149442,84.067,UQ Mobile,72,48.316,0.0,2214.93
2024-09-22T03:39:00,36.459011,138.146935,85.233,UQ Mobile,36,48.582,0.0,1029.8
2024-09-22T03:42:00,36.464796,138.14477,84.34,Summit LTE,18,48.844,0.0,1542.74
2024-09-22T03:45:00,36.460454,138.146772,87.214,Alpine Mobile,72,49.101,0.0,1466.71
2024-09-22T03:48:00,36.459127,138.143604,86.836,Summit LTE,72,49.353,0.0,2198.02
2024-09-22T03:51:00,36.465347,138.144459,86.622,UQ Mobile,18,49.6,0.0,2329.95
2024-09-22T03:54:00,36.458414,138.148315,86.347,UQ Mobile,90,49.842,0.0,2036.06
2024-09-22T03:57:00,36.461663,138.148805,84.767,Summit LTE,90,50.079,0.0,1224.14
2024-09-22T04:00:00,36.461552,138.142226,86.075,Summit LTE,18,50.311,0.0,1003.22
2024-09-22T04:03:00,36.457388,138.145423,87.216,Summit LTE,18,50.537,0.0,2079.39
2024-09-22T04:06:00,36.458871,138.14845,85.153,Summit LTE,36,50.759,0.0,2343.44
2024-09-22T04:09:00,36.455672,138.141238,85.285,Alpine Mobile,18,50.975,0.0,1401.67
2024-09-22T04:12:00,36.45373,138.146366,87.235,Summit LTE,90,51.185,0.0,2185.0
2024-09-22T04:15:00,36.460908,138.140844,85.021,Alpine Mobile,18,51.391,0.0,1202.03
2024-09-22T04:18:00,36.461575,138.142535,86.645,Summit LTE,36,51.59,0.0,1872.07
2024-09-22T04:21:00,36.457848,138.141441,87.773,Alpine Mobile,72,51.785,0.0,2331.64
2024-09-22T04:24:00,36.456864,138.143527,85.373,UQ Mobile,18,51.974,0.0,2402.39
2024-09-22T04:27:00,36.459541,138.144513,86.364,Summit LTE,36,52.158,0.0,2293.91
2024-09-22T04:30:00,36.454987,138.141699,86.434,Alpine Mobile,72,52.336,0.0,2123.69
2024-09-22T04:33:00,36.45286,138.147032,89.291,Summit LTE,72,52.508,0.0,1026.39
2024-09-22T04:36:00,36.45606,138.145002,88.907,Summit LTE,36,52.675,0.0,1512.05
2024-09-22T04:39:00,36.456003,138.14565,87.16,UQ Mobile,90,52.837,0.0,1973.04
2024-09-22T04:42:00,36.460611,138.139561,86.424,Alpine Mobile,72,52.992,0.0,1857.21
2024-09-22T04:45:00,36.451578,138.142224,86.887,Alpine Mobile,72,53.143,0.0,2468.76
2024-09-22T04:48:00,36.458266,138.142395,87.748,Alpine Mobile,36,53.287,0.0,1477.47
2024-09-22T04:51:00,36.458938,138.139618,88.559,Summit LTE,36,53.426,0.0,1932.08
2024-09-22T04:54:00,36.458289,138.13725,86.252,UQ Mobile,18,53.559,0.0,2094.55
2024-09-22T04:57:00,36.449522,138.139772,86.612,UQ Mobile,90,53.686,0.0,2301.63
2024-09-22T05:00:00,36.45643,138.145359,89.241,Alpine Mobile,36,53.807,0.0,2361.95
2024-09-22T05:03:00,36.455183,138.136361,86.128,UQ Mobile,36,53.923,0.0,1248.59
2024-09-22T05:06:00,36.454058,138.139732,89.083,Summit LTE,72,54.033,0.0,2570.59
2024-09-22T05:09:00,36.451523,138.140534,87.442,Alpine Mobile,72,54.137,0.0,1437.63
2024-09-22T05:12:00,36.455849,138.143181,89.437,Alpine Mobile,36,54.235,0.0,1674.12
2024-09-22T05:15:00,36.454199,138.14016,89.23,Alpine Mobile,72,54.327,0.0,2329.01
2024-09-22T05:18:00,36.455515,138.134732,88.051,Alpine Mobile,72,54.414,0.0,1040.19
2024-09-22T05:21:00,36.449906,138.140612,89.074,Alpine Mobile,36,54.494,0.0,2442.73
2024-09-22T05:24:00,36.456263,138.138992,86.318,UQ Mobile,18,54.569,0.0,1405.32
2024-09-22T05:27:00,36.447279,138.142945,88.278,Summit LTE,18,54.638,0.0,1167.01
2024-09-22T05:30:00,36.447084,138.135979,87.398,Summit LTE,36,54.701,0.0,2361.16
2024-09-22T05:33:00,36.451749,138.134826,87.187,UQ Mobile,90,54.757,0.0,1352.17
2024-09-22T05:36:00,36.453453,138.135539,90.128,UQ Mobile,72,54.808,0.0,2375.62
2024-09-22T05:39:00,36.452119,138.135819,88.493,Alpine Mobile,90,54.853,0.0,2529.41
2024-09-22T05:42:00,36.450857,138.132636,87.561,Summit LTE,18,54.892,0.0,1630.34
2024-09-22T05:45:00,36.448625,138.138898,88.106,Summit LTE,18,54.925,0.0,2484.79
2024-09-22T05:48:00,36.450666,138.141531,88.097,UQ Mobile,90,54.952,0.0,1501.84
2024-09-22T05:51:00,36.449377,138.136482,87.842,UQ Mobile,18,54.973,0.0,2100.81
2024-09-22T05:54:00,36.449584,138.140976,87.523,UQ Mobile,36,54.988,0.0,2164.37
2024-09-22T05:57:00,36.448265,138.137171,88.953,Alpine Mobile,72,54.997,0.0,2437.83
2024-09-22T06:00:00,36.448472,138.138806,88.316,UQ Mobile,36,55.0,0.0,1783.14
2024-09-22T06:03:00,36.449875,138.13258,87.818,Alpine Mobile,90,54.997,0.0,1856.81
2024-09-22T06:06:00,36.442638,138.137079,89.077,Alpine Mobile,72,54.988,0.0,1876.02
2024-09-22T06:09:00,36.445998,138.13167,89.743,UQ Mobile,36,54.973,0.0,1045.23
2024-09-22T06:12:00,36.443122,138.132753,88.975,UQ Mobile,18,54.952,0.0,1318.07
2024-09-22T06:15:00,36.442452,138.139631,88.336,Alpine Mobile,90,54.925,0.0,1648.6
2024-09-22T06:18:00,36.448807,138.136193,88.051,UQ Mobile,72,54.892,0.0,2490.97
2024-09-22T06:21:00,36.444602,138.132325,87.022,UQ Mobile,18,54.853,0.0,1189.83
2024-09-22T06:24:00,36.443877,138.134951,86.324,Summit LTE,36,54.808,0.0,2590.49
2024-09-22T06:27:00,36.449054,138.129065,89.261,Alpine Mobile,36,54.757,0.0,2320.02
2024-09-22T06:30:00,36.442022,138.137621,89.014,Summit LTE,90,54.701,0.0,1275.97
2024-09-22T06:33:00,36.447118,138.136656,86.401,Alpine Mobile,90,54.638,0.0,1913.59
2024-09-22T06:36:00,36.443885,138.131659,86.337,Summit LTE,90,54.569,0.0,2136.29
2024-09-22T06:39:00,36.443664,138.13669,88.145,Alpine Mobile,18,54.494,0.0,984.22
2024-09-22T06:42:00,36.438349,138.137271,86.142,Alpine Mobile,72,54.414,0.0,2428.09
2024-09-22T06:45:00,36.444062,138.133952,87.377,Summit LTE,72,54.327,0.0,2597.21
2024-09-22T06:48:00,36.440504,138.137238,89.398,Alpine Mobile,18,54.235,0.0,983.9
2024-09-22T06:51:00,36.443485,138.13571,89.069,Summit LTE,36,54.137,0.0,2612.44
2024-09-22T06:54:00,36.440746,138.130502,87.826,Alpine Mobile,72,54.033,0.0,1774.37
2024-09-22T06:57:00,36.437982,138.130794,86.185,Summit LTE,36,53.923,0.0,2085.56
2024-09-22T07:00:00,36.44089,138.132176,87.697,Summit LTE,36,53.807,0.0,1653.1
2024-09-22T07:03:00,36.441881,138.132519,87.074,UQ Mobile,90,53.686,0.0,1410.96
2024-09-22T07:06:00,36.44053,138.131472,88.012,UQ Mobile,18,53.559,0.0,2186.16
2024-09-22T07:09:00,36.444606,138.132068,87.131,UQ Mobile,36,53.426,0.0,1704.8
2024-09-22T07:12:00,36.442472,138.134313,86.128,Summit LTE,90,53.287,0.0,1157.52
2024-09-22T07:15:00,36.439595,138.125916,89.368,Alpine Mobile,90,53.143,0.0,2268.19
2024-09-22T07:18:00,36.440351,138.130238,89.056,Alpine Mobile,18,52.992,0.0,1898.25
2024-09-22T07:21:00,36.438015,138.127532,87.817,Summit LTE,18,52.837,0.0,1535.06
2024-09-22T07:24:00,36.43966,138.132477,89.008,UQ Mobile,72,52.675,0.0,2049.17
2024-09-22T07:27:00,36.438115,138.125617,87.506,Summit LTE,36,52.508,0.0,1825.84
2024-09-22T07:30:00,36.435957,138.130072,87.267,Alpine Mobile,18,52.336,0.0,2138.51
2024-09-22T07:33:00,36.43646,138.124569,88.801,UQ Mobile,72,52.158,0.0,1447.62
2024-09-22T07:36:00,36.440817,138.125615,85.293,Summit LTE,18,51.974,0.0,1336.9
2024-09-22T07:39:00,36.434217,138.131311,85.396,UQ Mobile,18,51.785,0.0,1509.41
2024-09-22T07:42:00,36.43894,138.126315,87.556,Summit LTE,72,51.59,0.0,2058.07
2024-09-22T07:45:00,36.439895,138.129344,88.556,UQ Mobile,90,51.391,0.0,1612.15
2024-09-22T07:48:00,36.430982,138.124275,87.158,Alpine Mobile,90,51.185,0.0,1830.16
2024-09-22T07:51:00,36.438327,138.124718,85.025,UQ Mobile,72,50.975,0.0,2475.43
2024-09-22T07:54:00,36.434304,138.125804,86.859,Summit LTE,90,50.759,0.0,1057.07
2024-09-22T07:57:00,36.43723,138.131946,86.311,Alpine Mobile,36,50.537,0.0,1098.77
2024-09-22T08:00:00,36.432131,138.123008,86.378,Alpine Mobile,36,50.311,0.0,2464.0
2024-09-22T08:03:00,36.43821,138.124976,84.536,UQ Mobile,18,50.079,0.0,2230.04
2024-09-22T08:06:00,36.437589,138.126045,85.485,Summit LTE,90,49.842,0.0,1576.89
2024-09-22T08:09:00,36.432846,138.123396,85.95,UQ Mobile,90,49.6,0.0,2062.57
2024-09-22T08:12:00,36.428706,138.126869,85.722,Summit LTE,18,49.353,0.0,1272.28
2024-09-22T08:15:00,36.430287,138.129799,87.899,Alpine Mobile,18,49.101,0.0,1508.7
2024-09-22T08:18:00,36.427354,138.128883,84.123,Alpine Mobile,90,48.844,0.0,1883.86
2024-09-22T08:21:00,36.436354,138.126906,87.144,Alpine Mobile,72,48.582,0.0,1274.82
2024-09-22T08:24:00,36.432361,138.130202,86.092,UQ Mobile,72,48.316,0.0,1358.45
2024-09-22T08:27:00,36.430599,138.123608,86.942,Summit LTE,72,48.044,0.0,1770.24
2024-09-22T08:30:00,36.427311,138.130324,85.472,UQ Mobile,72,47.767,0.0,1577.98
2024-09-22T08:33:00,36.433517,138.123195,83.517,Alpine Mobile,72,47.486,0.0,2374.46
