time,lattitude,longtitude,connection_strength_data,provider,storm_cell_id,humidity_percent,rain_rate_mm_per_hr,microburst_flag
2024-07-17T16:32:00,24.81677,123.78516,57.71,Stratus Wireless,SC-21,66.82,6.208,false
2024-07-17T16:33:00,24.59397,124.01005,38.262,Typhoon Mobile,SC-34,97.73,25.625,false
2024-07-17T16:34:00,24.66783,123.73789,64.63,Stratus Wireless,SC-40,55.52,0.235,false
2024-07-17T16:35:00,24.85157,123.93042,48.617,Typhoon Mobile,SC-11,65.31,6.839,false
2024-07-17T16:36:00,24.59361,124.10142,52.247,Typhoon Mobile,SC-12,86.12,11.982,false
2024-07-17T16:37:00,24.65214,123.93096,52.616,UQ Mobile,SC-21,77.35,12.3,false
2024-07-17T16:38:00,24.90756,123.98065,48.501,UQ Mobile,SC-34,84.53,15.023,false
2024-07-17T16:39:00,24.66656,123.7712,50.203,Typhoon Mobile,SC-40,99.97,9.775,false
2024-07-17T16:40:00,24.7596,124.10879,34.711,Typhoon Mobile,SC-11,94.61,18.856,false
2024-07-17T16:41:00,24.67954,124.19446,57.167,UQ Mobile,SC-12,76.14,6.645,false
2024-07-17T16:42:00,24.71471,123.76016,49.944,Stratus Wireless,SC-21,80.71,14.779,false
2024-07-17T16:43:00,24.86483,123.79932,51.687,Stratus Wireless,SC-34,99.89,10.262,false
2024-07-17T16:44:00,24.54374,123.69875,48.434,UQ Mobile,SC-40,82.8,13.994,false
2024-07-17T16:45:00,24.81494,123.91458,38.525,Typhoon Mobile,SC-11,81.04,14.25,false
2024-07-17T16:46:00,24.72502,123.64327,52.918,Typhoon Mobile,SC-12,74.63,12.726,false
2024-07-17T16:47:00,24.98632,123.61381,56.553,UQ Mobile,SC-21,68.63,8.196,false
2024-07-17T16:48:00,25.05574,123.71304,39.798,Stratus Wireless,SC-34,71.0,30.083,false
2024-07-17T16:49:00,24.91854,123.72793,48.599,Typhoon Mobile,SC-40,90.62,13.895,false
2024-07-17T16:50:00,24.67476,124.0311,10.163,Typhoon Mobile,SC-11,101.69,24.201,true
2024-07-17T16:51:00,24.71725,123.97029,40.527,UQ Mobile,SC-12,96.83,22.408,false
2024-07-17T16:52:00,24.99888,124.01272,58.004,Typhoon Mobile,SC-21,61.47,6.765,false
2024-07-17T16:53:00,24.64295,123.82166,48.908,Stratus Wireless,SC-34,70.26,15.766,false
2024-07-17T16:54:00,24.91649,123.78486,47.973,Typhoon Mobile,SC-40,88.48,13.985,false
2024-07-17T16:55:00,24.54516,123.76713,39.725,Typhoon Mobile,SC-11,76.15,15.181,false
2024-07-17T16:56:00,24.67867,124.04015,42.161,Stratus Wireless,SC-12,79.42,25.368,false
2024-07-17T16:57:00,24.71766,124.14236,46.708,Typhoon Mobile,SC-21,99.28,13.738,false
2024-07-17T16:58:00,24.96982,123.82856,59.792,Stratus Wireless,SC-34,55.01,5.292,false
2024-07-17T16:59:00,24.81219,123.86254,22.165,Stratus Wireless,SC-40,81.57,24.546,true
2024-07-17T17:00:00,24.78896,124.16034,40.128,Typhoon Mobile,SC-11,73.33,16.686,false
2024-07-17T17:01:00,24.66402,123.65044,60.512,Stratus Wireless,SC-12,65.1,3.006,false
2024-07-17T17:02:00,25.08839,123.80844,56.736,Typhoon Mobile,SC-21,65.85,6.48,false
2024-07-17T17:03:00,24.87776,123.73115,50.911,Typhoon Mobile,SC-34,84.94,12.74,false
2024-07-17T17:04:00,24.97837,124.13139,50.855,Stratus Wireless,SC-40,89.48,11.248,false
2024-07-17T17:05:00,25.09182,124.04462,36.907,Typhoon Mobile,SC-11,84.4,15.719,false
2024-07-17T17:06:00,25.04759,123.70585,55.626,Typhoon Mobile,SC-12,78.72,7.043,false
2024-07-17T17:07:00,24.54111,124.12558,57.52,UQ Mobile,SC-21,96.9,3.292,false
2024-07-17T17:08:00,24.79044,123.95655,50.861,Stratus Wireless,SC-34,82.54,13.724,false
2024-07-17T17:09:00,24.66113,123.99259,55.183,UQ Mobile,SC-40,96.24,6.463,false
2024-07-17T17:10:00,24.91499,124.09272,36.63,Typhoon Mobile,SC-11,72.26,19.124,false
2024-07-17T17:11:00,24.87863,124.11103,44.719,UQ Mobile,SC-12,80.78,22.162,false
2024-07-17T17:12:00,25.08095,123.87543,40.766,Stratus Wireless,SC-21,89.87,24.117,false
2024-07-17T17:13:00,24.51562,124.045,39.975,Typhoon Mobile,SC-34,97.33,24.08,false
2024-07-17T17:14:00,24.52538,124.09968,54.462,Stratus Wireless,SC-40,75.74,10.044,false
2024-07-17T17:15:00,24.79304,123.76352,48.677,Typhoon Mobile,SC-11,67.18,3.592,false
2024-07-17T17:16:00,24.51483,123.75313,38.837,Typhoon Mobile,SC-12,89.02,26.001,false
2024-07-17T17:17:00,24.89016,124.09445,50.19,Typhoon Mobile,SC-21,83.21,15.0,false
2024-07-17T17:18:00,24.55365,123.99678,50.241,Typhoon Mobile,SC-34,87.96,12.919,false
2024-07-17T17:19:00,25.08247,124.03626,56.58,UQ Mobile,SC-40,78.69,6.777,false
2024-07-17T17:20:00,24.81336,124.09854,51.354,Typhoon Mobile,SC-11,67.97,3.126,false
2024-07-17T17:21:00,24.97778,123.86631,63.099,Stratus Wireless,SC-12,62.95,0.0,false
2024-07-17T17:22:00,24.69176,123.97623,61.443,Stratus Wireless,SC-21,57.66,3.996,false
2024-07-17T17:23:00,24.75068,123.65359,63.576,Stratus Wireless,SC-34,64.64,0.0,false
2024-07-17T17:24:00,24.98038,124.07512,59.157,Typhoon Mobile,SC-40,62.26,5.176,false
2024-07-17T17:25:00,24.93464,123.97941,38.215,Stratus Wireless,SC-11,108.13,13.332,false
2024-07-17T17:26:00,24.89304,123.78394,49.498,UQ Mobile,SC-12,99.75,12.998,false
2024-07-17T17:27:00,24.8246,123.7645,59.055,UQ Mobile,SC-21,60.42,4.863,false
2024-07-17T17:28:00,24.633,124.01294,50.115,UQ Mobile,SC-34,79.87,12.27,false
2024-07-17T17:29:00,24.67514,123.93871,47.523,Stratus Wireless,SC-40,70.9,18.198,false
2024-07-17T17:30:00,24.62282,124.12696,31.688,Stratus Wireless,SC-11,78.35,23.064,false
2024-07-17T17:31:00,24.65407,123.84523,52.938,Typhoon Mobile,SC-12,80.71,9.349,false
2024-07-17T17:32:00,24.623,123.67093,59.746,Stratus Wireless,SC-21,66.98,5.544,false
2024-07-17T17:33:00,24.57499,123.8241,58.767,Stratus Wireless,SC-34,65.85,3.557,false
2024-07-17T17:34:00,24.77055,124.12982,29.349,UQ Mobile,SC-40,92.34,17.422,true
2024-07-17T17:35:00,24.58387,123.67857,29.748,Typhoon Mobile,SC-11,105.42,24.107,false
2024-07-17T17:36:00,24.65206,123.63729,25.552,UQ Mobile,SC-12,80.67,21.734,true
2024-07-17T17:37:00,24.90162,124.00295,57.554,UQ Mobile,SC-21,69.55,5.766,false
2024-07-17T17:38:00,24.55727,123.96038,57.567,Typhoon Mobile,SC-34,59.37,6.083,false
2024-07-17T17:39:00,24.69078,123.89276,61.493,Stratus Wireless,SC-40,59.16,3.211,false
2024-07-17T17:40:00,24.91205,124.10112,42.269,Typhoon Mobile,SC-11,79.62,10.828,false
2024-07-17T17:41:00,24.50319,124.15792,47.039,Stratus Wireless,SC-12,89.03,15.685,false
2024-07-17T17:42:00,25.0895,123.88861,53.319,Stratus Wireless,SC-21,94.87,9.099,false
2024-07-17T17:43:00,24.91139,123.77237,22.671,Typhoon Mobile,SC-34,99.59,24.829,true
2024-07-17T17:44:00,24.99903,123.77037,60.164,UQ Mobile,SC-40,61.49,5.836,false
2024-07-17T17:45:00,24.67248,123.71728,34.924,UQ Mobile,SC-11,82.84,21.382,false
2024-07-17T17:46:00,24.73691,124.02208,61.408,UQ Mobile,SC-12,57.41,2.797,false
2024-07-17T17:47:00,24.74859,123.74707,51.187,Stratus Wireless,SC-21,80.79,13.155,false
2024-07-17T17:48:00,24.91831,123.65428,51.314,Stratus Wireless,SC-34,72.22,14.662,false
2024-07-17T17:49:00,24.95845,123.96825,43.79,UQ Mobile,SC-40,97.17,20.972,false
2024-07-17T17:50:00,24.75365,124.17237,39.875,Stratus Wireless,SC-11,89.22,12.849,false
2024-07-17T17:51:00,24.53531,124.1414,52.769,Typhoon Mobile,SC-12,74.42,9.978,false
2024-07-17T17:52:00,24.93061,124.01716,60.538,UQ Mobile,SC-21,58.19,4.341,false
2024-07-17T17:53:00,24.91548,123.62534,52.455,Stratus Wireless,SC-34,74.72,12.589,false
2024-07-17T17:54:00,24.80209,124.12583,50.825,Typhoon Mobile,SC-40,88.53,12.957,false
2024-07-17T17:55:00,24.74691,123.64849,17.272,Stratus Wireless,SC-11,100.97,18.219,true
2024-07-17T17:56:00,25.06576,124.11264,60.994,Stratus Wireless,SC-12,67.32,2.059,false
2024-07-17T17:57:00,24.94014,123.80051,56.604,Typhoon Mobile,SC-21,68.33,7.069,false
2024-07-17T17:58:00,24.54767,124.0785,47.078,Stratus Wireless,SC-34,92.26,14.594,false
2024-07-17T17:59:00,25.02371,123.74066,59.456,UQ Mobile,SC-40,56.39,6.241,false
2024-07-17T18:00:00,24.59869,123.67963,36.087,Stratus Wireless,SC-11,99.43,17.645,false
2024-07-17T18:01:00,24.87339,123.89075,60.29,Typhoon Mobile,SC-12,57.82,4.339,false
2024-07-17T18:02:00,24.86875,123.7305,46.623,Typhoon Mobile,SC-21,93.89,15.123,false
2024-07-17T18:03:00,24.62743,123.64513,53.754,Typhoon Mobile,SC-34,76.52,10.757,false
2024-07-17T18:04:00,24.71802,123.62433,60.888,Typhoon Mobile,SC-40,67.68,2.743,false
2024-07-17T18:05:00,24.63405,123.60666,17.89,Stratus Wireless,SC-11,94.87,16.41,true
2024-07-17T18:06:00,24.61996,123.80572,59.526,UQ Mobile,SC-12,69.54,4.325,false
2024-07-17T18:07:00,24.62812,123.99084,60.309,Typhoon Mobile,SC-21,66.27,3.963,false
2024-07-17T18:08:00,24.77575,124.11951,63.62,Typhoon Mobile,SC-34,63.88,1.306,false
2024-07-17T18:09:00,24.5112,123.88435,49.891,Typhoon Mobile,SC-40,91.82,13.043,false
2024-07-17T18:10:00,25.05506,124.02326,52.348,Stratus Wireless,SC-11,77.11,0.0,false
2024-07-17T18:11:00,24.64372,123.61208,52.77,UQ Mobile,SC-12,82.36,9.143,false
2024-07-17T18:12:00,24.53959,124.14048,62.308,Stratus Wireless,SC-21,69.67,2.042,false
2024-07-17T18:13:00,24.90749,123.87161,34.801,Stratus Wireless,SC-34,84.38,11.004,true
2024-07-17T18:14:00,25.04898,123.71051,30.87,Typhoon Mobile,SC-40,89.91,12.824,true
2024-07-17T18:15:00,24.65379,124.14765,42.893,Typhoon Mobile,SC-11,107.94,7.501,false
2024-07-17T18:16:00,24.81288,124.1417,61.987,Typhoon Mobile,SC-12,58.12,1.852,false
2024-07-17T18:17:00,24.54135,124.00823,53.89,Stratus Wireless,SC-21,74.53,9.184,false
2024-07-17T18:18:00,24.6883,123.81886,61.302,Stratus Wireless,SC-34,60.91,2.002,false
2024-07-17T18:19:00,24.72988,123.80764,43.76,Stratus Wireless,SC-40,71.13,24.948,false
2024-07-17T18:20:00,24.67777,123.62925,49.168,UQ Mobile,SC-11,69.17,2.994,false
2024-07-17T18:21:00,25.00282,123.96737,62.022,Stratus Wireless,SC-12,63.72,2.078,false
2024-07-17T18:22:00,24.85695,124.18646,61.129,UQ Mobile,SC-21,66.69,3.816,false
2024-07-17T18:23:00,24.944,123.78745,51.942,Stratus Wireless,SC-34,95.86,10.38,false
2024-07-17T18:24:00,24.82865,123.67138,43.64,Stratus Wireless,SC-40,78.97,22.192,false
2024-07-17T18:25:00,24.57167,123.7496,29.85,UQ Mobile,SC-11,82.2,5.387,true
2024-07-17T18:26:00,24.90734,123.81406,60.597,UQ Mobile,SC-12,57.15,5.419,false
2024-07-17T18:27:00,24.55202,123.89404,50.948,UQ Mobile,SC-21,93.39,9.756,false
2024-07-17T18:28:00,25.06682,124.05539,60.22,Stratus Wireless,SC-34,68.52,3.481,false
2024-07-17T18:29:00,24.67444,123.84877,44.928,Typhoon Mobile,SC-40,94.31,16.838,false
2024-07-17T18:30:00,25.04305,123.73668,32.348,Typhoon Mobile,SC-11,109.92,19.522,false
2024-07-17T18:31:00,24.99771,124.00505,51.117,Typhoon Mobile,SC-12,87.21,12.647,false
2024-07-17T18:32:00,25.07346,124.12819,58.594,UQ Mobile,SC-21,61.63,6.496,false
2024-07-17T18:33:00,24.9897,123.97241,53.607,UQ Mobile,SC-34,96.47,7.998,false
2024-07-17T18:34:00,24.61466,124.15608,34.474,UQ Mobile,SC-40,80.61,11.919,true
2024-07-17T18:35:00,24.55916,123.67939,42.754,Stratus Wireless,SC-11,96.93,6.881,false
2024-07-17T18:36:00,24.74568,124.16083,53.207,Stratus Wireless,SC-12,72.72,11.942,false
2024-07-17T18:37:00,25.00545,123.82306,58.814,Stratus Wireless,SC-21,55.75,5.337,false
2024-07-17T18:38:00,24.76709,123.72226,49.445,Stratus Wireless,SC-34,91.62,11.492,false
2024-07-17T18:39:00,24.8539,123.72001,61.084,Typhoon Mobile,SC-40,63.74,2.639,false
2024-07-17T18:40:00,24.97303,123.73788,18.176,Stratus Wireless,SC-11,89.85,19.273,true
2024-07-17T18:41:00,24.98911,124.08734,54.998,Typhoon Mobile,SC-12,91.71,6.011,false
2024-07-17T18:42:00,24.69751,124.09492,63.235,UQ Mobile,SC-21,65.48,1.687,false
2024-07-17T18:43:00,24.78218,123.88144,58.883,Typhoon Mobile,SC-34,66.32,5.456,false
2024-07-17T18:44:00,24.7167,123.88636,44.729,Stratus Wireless,SC-40,83.29,18.864,false
2024-07-17T18:45:00,24.68539,123.97382,36.687,UQ Mobile,SC-11,85.04,16.042,false
2024-07-17T18:46:00,24.91245,123.70327,49.891,Typhoon Mobile,SC-12,96.64,10.642,false
2024-07-17T18:47:00,24.83042,123.85934,46.748,UQ Mobile,SC-21,93.25,17.927,false
2024-07-17T18:48:00,25.03601,124.17759,50.705,UQ Mobile,SC-34,75.87,13.47,false
2024-07-17T18:49:00,24.57791,123.66757,55.971,Typhoon Mobile,SC-40,94.12,5.854,false
2024-07-17T18:50:00,24.96823,123.7519,16.389,Stratus Wireless,SC-11,81.89,19.668,true
2024-07-17T18:51:00,25.04156,124.18364,41.52,UQ Mobile,SC-12,85.0,24.535,false
2024-07-17T18:52:00,24.85333,123.68568,52.865,Typhoon Mobile,SC-21,90.69,10.46,false
2024-07-17T18:53:00,24.81858,123.97906,50.983,Stratus Wireless,SC-34,99.66,11.058,false
2024-07-17T18:54:00,24.56391,124.05739,25.49,Typhoon Mobile,SC-40,90.6,21.957,true
2024-07-17T18:55:00,24.59241,124.065,40.341,Typhoon Mobile,SC-11,81.7,12.671,false
2024-07-17T18:56:00,24.75211,123.90313,40.388,Typhoon Mobile,SC-12,76.45,27.071,false
2024-07-17T18:57:00,24.94405,123.7314,61.469,Typhoon Mobile,SC-21,59.3,3.03,false
2024-07-17T18:58:00,25.0342,124.1358,61.026,Typhoon Mobile,SC-34,64.25,4.131,false
2024-07-17T18:59:00,24.77481,123.87496,60.047,Typhoon Mobile,SC-40,64.95,2.941,false
2024-07-17T19:00:00,24.98686,123.87835,44.785,Typhoon Mobile,SC-11,74.04,9.599,false
2024-07-17T19:01:00,24.88166,124.02602,47.975,Typhoon Mobile,SC-12,90.96,15.7,false
2024-07-17T19:02:00,24.82735,124.02145,61.396,UQ Mobile,SC-21,62.52,4.486,false
2024-07-17T19:03:00,25.04142,123.77777,60.214,Stratus Wireless,SC-34,78.16,0.0,false
2024-07-17T19:04:00,24.7199,124.01518,63.527,Stratus Wireless,SC-40,56.87,1.817,false
2024-07-17T19:05:00,24.70513,123.96166,15.11,UQ Mobile,SC-11,108.0,17.232,true
2024-07-17T19:06:00,25.0133,124.01877,53.911,Stratus Wireless,SC-12,81.73,10.092,false
2024-07-17T19:07:00,25.04424,124.03359,56.096,UQ Mobile,SC-21,71.73,8.428,false
2024-07-17T19:08:00,25.02945,123.82703,58.436,Typhoon Mobile,SC-34,69.55,4.211,false
2024-07-17T19:09:00,24.89157,123.73458,41.558,Typhoon Mobile,SC-40,87.13,21.879,false
2024-07-17T19:10:00,24.8641,123.75452,37.259,UQ Mobile,SC-11,85.17,15.779,false
2024-07-17T19:11:00,24.94198,123.80948,28.4,Typhoon Mobile,SC-12,90.55,17.44,true
2024-07-17T19:12:00,24.86981,123.8809,44.84,Stratus Wireless,SC-21,98.79,17.698,false
2024-07-17T19:13:00,24.83525,123.6513,62.129,Typhoon Mobile,SC-34,60.89,3.371,false
2024-07-17T19:14:00,24.62505,123.62037,59.638,Stratus Wireless,SC-40,87.13,2.544,false
2024-07-17T19:15:00,25.07071,124.09898,24.714,UQ Mobile,SC-11,90.57,7.648,true
2024-07-17T19:16:00,24.50011,123.84261,24.376,Stratus Wireless,SC-12,85.62,21.351,true
2024-07-17T19:17:00,24.68562,123.70192,50.182,UQ Mobile,SC-21,73.58,13.996,false
2024-07-17T19:18:00,24.52108,123.71209,60.247,Typhoon Mobile,SC-34,60.7,4.264,false
2024-07-17T19:19:00,24.65989,124.02954,60.699,Stratus Wireless,SC-40,67.58,4.389,false
2024-07-17T19:20:00,25.09729,123.72379,35.316,UQ Mobile,SC-11,94.64,16.889,false
2024-07-17T19:21:00,24.91165,124.10878,53.115,UQ Mobile,SC-12,73.71,9.676,false
2024-07-17T19:22:00,24.64764,123.82182,47.541,UQ Mobile,SC-21,97.39,16.331,false
2024-07-17T19:23:00,24.70739,123.90042,60.054,UQ Mobile,SC-34,57.13,5.103,false
2024-07-17T19:24:00,25.04056,124.15798,59.325,Typhoon Mobile,SC-40,66.85,4.123,false
2024-07-17T19:25:00,25.09656,123.78712,35.649,Typhoon Mobile,SC-11,78.64,19.255,false
2024-07-17T19:26:00,24.77342,123.9839,60.399,UQ Mobile,SC-12,59.23,3.926,false
2024-07-17T19:27:00,24.55465,124.19246,50.754,Stratus Wireless,SC-21,80.39,12.235,false
2024-07-17T19:28:00,24.50419,124.15083,51.552,Stratus Wireless,SC-34,72.26,12.798,false
2024-07-17T19:29:00,24.84055,123.65719,62.14,Typhoon Mobile,SC-40,69.51,1.814,false
2024-07-17T19:30:00,24.61934,123.89612,41.506,Stratus Wireless,SC-11,107.11,8.533,false
2024-07-17T19:31:00,24.7337,123.79792,39.79,Stratus Wireless,SC-12,78.76,27.068,false
2024-07-17T19:32:00,24.93657,123.88592,45.027,UQ Mobile,SC-21,93.48,16.816,false
2024-07-17T19:33:00,24.88839,123.64918,29.025,Typhoon Mobile,SC-34,92.15,14.544,true
2024-07-17T19:34:00,24.84245,123.74849,49.808,Typhoon Mobile,SC-40,71.68,16.276,false
2024-07-17T19:35:00,24.62926,123.90087,39.287,Stratus Wireless,SC-11,81.29,14.97,false
2024-07-17T19:36:00,24.64686,123.70097,44.612,UQ Mobile,SC-12,93.87,18.365,false
2024-07-17T19:37:00,24.89854,123.78254,60.53,Stratus Wireless,SC-21,66.05,2.489,false
2024-07-17T19:38:00,24.99184,124.17125,49.244,Typhoon Mobile,SC-34,75.03,17.589,false
2024-07-17T19:39:00,24.63892,123.87882,55.748,UQ Mobile,SC-40,78.11,8.58,false
2024-07-17T19:40:00,24.77495,123.98441,34.295,Typhoon Mobile,SC-11,99.82,18.417,false
2024-07-17T19:41:00,24.81763,124.114,60.153,Stratus Wireless,SC-12,64.3,2.729,false
2024-07-17T19:42:00,24.89464,124.19285,47.717,Stratus Wireless,SC-21,88.95,17.484,false
2024-07-17T19:43:00,24.74784,123.9866,63.353,Typhoon Mobile,SC-34,59.87,1.02,false
2024-07-17T19:44:00,25.08932,124.18537,36.423,UQ Mobile,SC-40,80.39,9.607,true
2024-07-17T19:45:00,24.63619,124.02614,51.925,Typhoon Mobile,SC-11,68.72,0.0,false
2024-07-17T19:46:00,25.07505,123.68478,62.676,Stratus Wireless,SC-12,59.84,2.975,false
2024-07-17T19:47:00,24.61701,123.65668,60.245,UQ Mobile,SC-21,60.41,2.619,false
2024-07-17T19:48:00,25.06025,123.7978,53.876,Stratus Wireless,SC-34,92.82,6.996,false
2024-07-17T19:49:00,24.6845,124.00928,51.549,UQ Mobile,SC-40,74.79,11.396,false
2024-07-17T19:50:00,25.07016,123.88829,17.19,UQ Mobile,SC-11,106.48,16.603,true
2024-07-17T19:51:00,24.54317,124.17856,57.955,UQ Mobile,SC-12,97.07,0.0,false
2024-07-17T19:52:00,24.95887,124.14323,59.416,UQ Mobile,SC-21,64.76,4.374,false
2024-07-17T19:53:00,25.08399,124.10737,59.24,UQ Mobile,SC-34,68.65,4.068,false
2024-07-17T19:54:00,24.97308,123.80282,37.053,Stratus Wireless,SC-40,91.52,27.867,false
2024-07-17T19:55:00,25.01276,123.83646,49.164,UQ Mobile,SC-11,65.64,6.53,false
2024-07-17T19:56:00,24.56935,123.62635,41.952,UQ Mobile,SC-12,70.76,25.924,false
2024-07-17T19:57:00,25.02034,124.07751,58.266,Stratus Wireless,SC-21,68.69,5.419,false
2024-07-17T19:58:00,24.52809,124.02998,60.951,Stratus Wireless,SC-34,66.34,2.438,false
2024-07-17T19:59:00,24.5555,123.84137,44.868,Stratus Wireless,SC-40,87.56,18.934,false
2024-07-17T20:00:00,24.63498,123.6954,42.607,Stratus Wireless,SC-11,71.07,12.399,false
2024-07-17T20:01:00,24.56582,123.73556,54.8,UQ Mobile,SC-12,73.8,10.801,false
2024-07-17T20:02:00,24.89327,123.66789,56.167,UQ Mobile,SC-21,70.49,8.597,false
2024-07-17T20:03:00,24.69702,124.16664,52.072,Stratus Wireless,SC-34,85.91,9.208,false
2024-07-17T20:04:00,24.56033,123.65735,47.591,Typhoon Mobile,SC-40,79.52,17.011,false
2024-07-17T20:05:00,24.7287,123.96836,12.997,Stratus Wireless,SC-11,106.52,19.726,true
2024-07-17T20:06:00,24.83738,123.92497,51.392,Typhoon Mobile,SC-12,82.46,11.563,false
2024-07-17T20:07:00,24.77955,124.00697,60.401,Typhoon Mobile,SC-21,57.42,3.095,false
2024-07-17T20:08:00,24.59552,123.99813,61.863,Stratus Wireless,SC-34,59.52,4.061,false
2024-07-17T20:09:00,24.91404,124.14898,53.912,Typhoon Mobile,SC-40,73.75,11.689,false
2024-07-17T20:10:00,24.62712,123.6783,35.594,Stratus Wireless,SC-11,85.45,19.91,false
2024-07-17T20:11:00,24.87597,123.73601,45.132,Typhoon Mobile,SC-12,98.57,16.708,false
2024-07-17T20:12:00,24.97959,124.13579,59.365,Stratus Wireless,SC-21,79.3,4.079,false
2024-07-17T20:13:00,24.82098,123.71414,61.932,Typhoon Mobile,SC-34,61.07,2.049,false
2024-07-17T20:14:00,24.6185,123.94696,30.541,UQ Mobile,SC-40,90.02,14.256,true
2024-07-17T20:15:00,24.71814,123.77556,45.578,Typhoon Mobile,SC-11,81.97,8.392,false
2024-07-17T20:16:00,24.87123,124.12305,45.981,UQ Mobile,SC-12,71.56,21.537,false
2024-07-17T20:17:00,24.52517,124.19583,48.024,Stratus Wireless,SC-21,88.04,16.134,false
2024-07-17T20:18:00,25.00574,124.06522,47.34,Typhoon Mobile,SC-34,74.17,19.248,false
2024-07-17T20:19:00,24.55859,123.6907,45.259,Stratus Wireless,SC-40,92.83,19.12,false
2024-07-17T20:20:00,24.56017,123.83164,36.183,Typhoon Mobile,SC-11,99.78,14.417,false
2024-07-17T20:21:00,24.92144,123.88589,53.184,Typhoon Mobile,SC-12,75.44,9.838,false
2024-07-17T20:22:00,24.84747,123.90778,41.224,UQ Mobile,SC-21,76.48,26.793,false
2024-07-17T20:23:00,25.00271,124.07696,62.06,Stratus Wireless,SC-34,57.76,2.567,false
2024-07-17T20:24:00,24.74185,123.86414,46.036,UQ Mobile,SC-40,96.7,17.227,false
2024-07-17T20:25:00,24.75425,124.0567,49.973,UQ Mobile,SC-11,65.83,3.65,false
2024-07-17T20:26:00,24.82957,123.88915,62.263,UQ Mobile,SC-12,56.19,2.144,false
2024-07-17T20:27:00,25.03728,123.68645,48.129,UQ Mobile,SC-21,72.89,19.415,false
2024-07-17T20:28:00,24.91322,123.93132,22.887,Stratus Wireless,SC-34,80.83,24.305,true
2024-07-17T20:29:00,24.76738,124.13922,46.356,Typhoon Mobile,SC-40,92.15,18.826,false
2024-07-17T20:30:00,25.06183,123.82984,43.085,Typhoon Mobile,SC-11,73.39,10.712,false
2024-07-17T20:31:00,24.61098,123.85726,47.283,UQ Mobile,SC-12,92.7,16.685,false
2024-07-17T20:32:00,24.82839,123.74077,47.62,Typhoon Mobile,SC-21,94.59,14.426,false
2024-07-17T20:33:00,24.68954,124.05827,59.025,Typhoon Mobile,SC-34,83.36,1.337,false
2024-07-17T20:34:00,24.5013,124.15814,37.417,Typhoon Mobile,SC-40,77.03,31.645,false
2024-07-17T20:35:00,24.74492,123.87406,36.559,Stratus Wireless,SC-11,98.67,14.198,false
2024-07-17T20:36:00,25.03067,123.63428,57.649,Stratus Wireless,SC-12,68.77,6.777,false
2024-07-17T20:37:00,25.09281,123.77104,47.31,Typhoon Mobile,SC-21,97.69,13.703,false
2024-07-17T20:38:00,24.56865,124.1629,51.339,UQ Mobile,SC-34,90.0,10.516,false
2024-07-17T20:39:00,24.51023,123.86722,54.453,UQ Mobile,SC-40,72.66,10.586,false
2024-07-17T20:40:00,24.97855,124.07905,36.373,UQ Mobile,SC-11,79.18,17.668,false
2024-07-17T20:41:00,24.62455,124.08856,61.602,Typhoon Mobile,SC-12,55.82,1.78,false
2024-07-17T20:42:00,24.52856,124.16352,44.172,UQ Mobile,SC-21,93.42,20.091,false
2024-07-17T20:43:00,24.93455,123.90248,44.418,Typhoon Mobile,SC-34,85.16,20.733,false
2024-07-17T20:44:00,25.06768,123.71663,59.699,Stratus Wireless,SC-40,68.46,3.991,false
2024-07-17T20:45:00,25.0735,123.73918,37.258,UQ Mobile,SC-11,105.16,12.405,false
2024-07-17T20:46:00,25.01645,124.13676,57.215,UQ Mobile,SC-12,73.8,4.47,false
2024-07-17T20:47:00,24.54659,123.72518,47.712,Stratus Wireless,SC-21,84.7,15.119,false
2024-07-17T20:48:00,24.71812,123.62942,56.242,Stratus Wireless,SC-34,64.69,8.992,false
2024-07-17T20:49:00,24.9288,124.05999,47.946,Typhoon Mobile,SC-40,81.72,17.988,false
2024-07-17T20:50:00,24.98731,123.70728,47.354,UQ Mobile,SC-11,65.97,5.855,false
2024-07-17T20:51:00,24.50148,123.76799,39.928,Stratus Wireless,SC-12,82.87,5.66,true
2024-07-17T20:52:00,24.94118,123.83333,54.963,UQ Mobile,SC-21,71.47,9.472,false
2024-07-17T20:53:00,25.03281,123.91099,27.849,UQ Mobile,SC-34,90.7,18.956,true
2024-07-17T20:54:00,24.95708,123.64564,60.845,UQ Mobile,SC-40,67.82,3.819,false
2024-07-17T20:55:00,24.92177,123.75134,47.31,Stratus Wireless,SC-11,87.25,4.581,false
2024-07-17T20:56:00,24.84759,123.82253,62.304,UQ Mobile,SC-12,66.72,2.26,false
2024-07-17T20:57:00,24.64498,123.79437,47.793,Typhoon Mobile,SC-21,92.87,15.746,false
2024-07-17T20:58:00,24.788,123.615,50.358,Stratus Wireless,SC-34,88.19,11.456,false
2024-07-17T20:59:00,25.00194,124.04236,63.611,UQ Mobile,SC-40,56.98,2.153,false
2024-07-17T21:00:00,24.87889,124.15501,21.398,Stratus Wireless,SC-11,101.98,11.423,true
2024-07-17T21:01:00,24.77249,123.75756,38.492,UQ Mobile,SC-12,71.75,30.953,false
2024-07-17T21:02:00,24.97318,123.74744,60.109,Stratus Wireless,SC-21,59.5,2.922,false
2024-07-17T21:03:00,25.07818,124.01209,44.643,Stratus Wireless,SC-34,92.27,18.212,false
2024-07-17T21:04:00,24.63735,124.18883,56.724,UQ Mobile,SC-40,64.05,6.529,false
