time,lattitude,longtitude,connection_strength_data,provider,tower_id,tide_height_m,wave_noise_component,distance_to_coast_km
2024-06-01T21:30:00,33.930713,135.072701,69.136,UQ Mobile,CST-108,1.243,2.043,4.658
2024-06-01T21:35:00,33.932213,135.079213,67.073,UQ Mobile,CST-109,1.235,2.147,4.661
2024-06-01T21:40:00,33.923187,135.079882,68.93,UQ Mobile,CST-110,1.226,2.25,4.664
2024-06-01T21:45:00,33.942666,135.061729,66.568,KDDI Coastal,CST-111,1.217,2.351,4.667
2024-06-01T21:50:00,33.923671,135.070204,68.795,KDDI Coastal,CST-112,1.208,2.451,4.67
2024-06-01T21:55:00,33.924899,135.062363,67.813,Pacific Wave LTE,CST-113,1.198,2.549,4.673
2024-06-01T22:00:00,33.941899,135.066285,67.567,KDDI Coastal,CST-114,1.189,2.645,4.676
2024-06-01T22:05:00,33.928704,135.077209,69.396,UQ Mobile,CST-115,1.18,2.739,4.678
2024-06-01T22:10:00,33.936251,135.075,67.482,Pacific Wave LTE,CST-116,1.17,2.832,4.681
2024-06-01T22:15:00,33.942389,135.06928,67.905,UQ Mobile,CST-117,1.161,2.923,4.683
2024-06-01T22:20:00,33.937283,135.058543,68.437,Pacific Wave LTE,CST-118,1.151,3.011,4.685
2024-06-01T22:25:00,33.942601,135.066882,68.195,KDDI Coastal,CST-119,1.141,3.098,4.687
2024-06-01T22:30:00,33.925544,135.065167,68.381,Pacific Wave LTE,CST-120,1.131,3.182,4.689
2024-06-01T22:35:00,33.938327,135.062754,69.834,KDDI Coastal,CST-121,1.121,3.264,4.69
2024-06-01T22:40:00,33.945615,135.060078,69.219,KDDI Coastal,CST-122,1.111,3.344,4.692
2024-06-01T22:45:00,33.937104,135.059609,69.623,Pacific Wave LTE,CST-123,1.101,3.422,4.693
2024-06-01T22:50:00,33.937544,135.060918,68.0,Pacific Wave LTE,CST-124,1.091,3.497,4.695
2024-06-01T22:55:00,33.946203,135.055805,69.783,UQ Mobile,CST-100,1.081,3.57,4.696
2024-06-01T23:00:00,33.945724,135.054167,69.124,Pacific Wave LTE,CST-101,1.071,3.641,4.697
2024-06-01T23:05:00,33.931333,135.064289,70.187,UQ Mobile,CST-102,1.06,3.709,4.698
2024-06-01T23:10:00,33.934866,135.061579,70.138,KDDI Coastal,CST-103,1.05,3.774,4.698
2024-06-01T23:15:00,33.941006,135.05205,69.313,UQ Mobile,CST-104,1.039,3.837,4.699
2024-06-01T23:20:00,33.931785,135.064928,70.292,KDDI Coastal,CST-105,1.028,3.897,4.699
2024-06-01T23:25:00,33.943441,135.050983,69.947,Pacific Wave LTE,CST-106,1.018,3.955,4.7
2024-06-01T23:30:00,33.935699,135.051271,68.402,Pacific Wave LTE,CST-107,1.007,4.01,4.7
2024-06-01T23:35:00,33.938636,135.060367,68.23,UQ Mobile,CST-108,0.996,4.062,4.7
2024-06-01T23:40:00,33.94746,135.049752,69.868,UQ Mobile,CST-109,0.985,4.111,4.7
2024-06-01T23:45:00,33.935678,135.050827,68.807,KDDI Coastal,CST-110,0.974,4.157,4.7
2024-06-01T23:50:00,33.931026,135.045683,69.263,KDDI Coastal,CST-111,0.963,4.201,4.699
2024-06-01T23:55:00,33.94856,135.060219,69.384,Pacific Wave LTE,CST-112,0.952,4.242,4.699
2024-06-02T00:00:00,33.932131,135.058112,68.525,UQ Mobile,CST-113,0.94,4.28,4.698
2024-06-02T00:05:00,33.934795,135.046433,70.177,UQ Mobile,CST-114,0.929,4.315,4.697
2024-06-02T00:10:00,33.930503,135.05886,70.4,Pacific Wave LTE,CST-115,0.918,4.347,4.696
2024-06-02T00:15:00,33.932474,135.060718,69.542,UQ Mobile,CST-116,0.906,4.376,4.695
2024-06-02T00:20:00,33.948345,135.042209,69.666,KDDI Coastal,CST-117,0.895,4.402,4.694
2024-06-02T00:25:00,33.932849,135.048056,69.439,KDDI Coastal,CST-118,0.883,4.425,4.693
2024-06-02T00:30:00,33.940814,135.058361,68.024,UQ Mobile,CST-119,0.871,4.445,4.691
2024-06-02T00:35:00,33.945476,135.055382,68.307,KDDI Coastal,CST-120,0.86,4.462,4.69
2024-06-02T00:40:00,33.936251,135.046818,70.263,KDDI Coastal,CST-121,0.848,4.475,4.688
2024-06-02T00:45:00,33.948188,135.041381,69.884,Pacific Wave LTE,CST-122,0.836,4.486,4.686
2024-06-02T00:50:00,33.943994,135.056613,68.312,UQ Mobile,CST-123,0.824,4.494,4.684
2024-06-02T00:55:00,33.933412,135.056984,70.022,KDDI Coastal,CST-124,0.812,4.498,4.682
2024-06-02T01:00:00,33.938192,135.050378,68.65,KDDI Coastal,CST-100,0.8,4.5,4.679
2024-06-02T01:05:00,33.947794,135.044287,68.906,UQ Mobile,CST-101,0.788,4.498,4.677
2024-06-02T01:10:00,33.951008,135.043089,69.884,UQ Mobile,CST-102,0.776,4.494,4.674
2024-06-02T01:15:00,33.949822,135.050999,69.957,Pacific Wave LTE,CST-103,0.763,4.486,4.672
2024-06-02T01:20:00,33.939308,135.054136,69.977,UQ Mobile,CST-104,0.751,4.475,4.669
2024-06-02T01:25:00,33.934438,135.042799,69.646,UQ Mobile,CST-105,0.739,4.462,4.666
2024-06-02T01:30:00,33.944008,135.034787,68.785,UQ Mobile,CST-106,0.726,4.445,4.662
2024-06-02T01:35:00,33.953303,135.052001,69.041,KDDI Coastal,CST-107,0.714,4.425,4.659
2024-06-02T01:40:00,33.936186,135.039548,69.718,Pacific Wave LTE,CST-108,0.701,4.402,4.656
2024-06-02T01:45:00,33.951873,135.04448,69.58,Pacific Wave LTE,CST-109,0.689,4.376,4.652
2024-06-02T01:50:00,33.935506,135.038721,67.422,KDDI Coastal,CST-110,0.676,4.347,4.649
2024-06-02T01:55:00,33.954116,135.033873,69.079,UQ Mobile,CST-111,0.664,4.315,4.645
2024-06-02T02:00:00,33.935308,135.047606,68.433,Pacific Wave LTE,CST-112,0.651,4.28,4.641
2024-06-02T02:05:00,33.941482,135.040586,68.671,UQ Mobile,CST-113,0.638,4.242,4.637
2024-06-02T02:10:00,33.943017,135.04235,69.292,Pacific Wave LTE,CST-114,0.625,4.201,4.632
2024-06-02T02:15:00,33.937361,135.029509,69.949,UQ Mobile,CST-115,0.612,4.157,4.628
2024-06-02T02:20:00,33.935954,135.032627,67.007,UQ Mobile,CST-116,0.599,4.111,4.623
2024-06-02T02:25:00,33.944029,135.033897,69.68,Pacific Wave LTE,CST-117,0.586,4.062,4.619
2024-06-02T02:30:00,33.944275,135.033485,69.138,Pacific Wave LTE,CST-118,0.573,4.01,4.614
2024-06-02T02:35:00,33.936173,135.026542,67.799,Pacific Wave LTE,CST-119,0.56,3.955,4.609
2024-06-02T02:40:00,33.943806,135.043019,67.811,Pacific Wave LTE,CST-120,0.547,3.897,4.604
2024-06-02T02:45:00,33.947414,135.030043,66.69,Pacific Wave LTE,CST-121,0.534,3.837,4.599
2024-06-02T02:50:00,33.953721,135.027857,67.923,KDDI Coastal,CST-122,0.521,3.774,4.593
2024-06-02T02:55:00,33.939306,135.037699,67.172,Pacific Wave LTE,CST-123,0.508,3.709,4.588
2024-06-02T03:00:00,33.951289,135.041486,66.257,UQ Mobile,CST-124,0.494,3.641,4.582
2024-06-02T03:05:00,33.944182,135.028614,68.409,KDDI Coastal,CST-100,0.481,3.57,4.577
2024-06-02T03:10:00,33.95384,135.029282,68.054,UQ Mobile,CST-101,0.468,3.497,4.571
2024-06-02T03:15:00,33.937223,135.027465,66.393,Pacific Wave LTE,CST-102,0.454,3.422,4.565
2024-06-02T03:20:00,33.942848,135.036154,66.476,Pacific Wave LTE,CST-103,0.441,3.344,4.559
2024-06-02T03:25:00,33.955415,135.026945,66.321,KDDI Coastal,CST-104,0.428,3.264,4.552
2024-06-02T03:30:00,33.941881,135.020507,66.035,UQ Mobile,CST-105,0.414,3.182,4.546
2024-06-02T03:35:00,33.937785,135.023389,66.753,Pacific Wave LTE,CST-106,0.401,3.098,4.539
2024-06-02T03:40:00,33.948727,135.019729,66.905,KDDI Coastal,CST-107,0.387,3.011,4.533
2024-06-02T03:45:00,33.943573,135.019923,68.239,KDDI Coastal,CST-108,0.374,2.923,4.526
2024-06-02T03:50:00,33.93926,135.02862,66.892,UQ Mobile,CST-109,0.36,2.832,4.519
2024-06-02T03:55:00,33.946436,135.023123,67.876,Pacific Wave LTE,CST-110,0.346,2.739,4.512
2024-06-02T04:00:00,33.938992,135.02748,65.094,KDDI Coastal,CST-111,0.333,2.645,4.504
2024-06-02T04:05:00,33.939282,135.033363,66.453,KDDI Coastal,CST-112,0.319,2.549,4.497
2024-06-02T04:10:00,33.947502,135.015583,64.852,KDDI Coastal,CST-113,0.305,2.451,4.49
2024-06-02T04:15:00,33.946869,135.02448,65.142,UQ Mobile,CST-114,0.292,2.351,4.482
2024-06-02T04:20:00,33.951943,135.017621,64.417,KDDI Coastal,CST-115,0.278,2.25,4.474
2024-06-02T04:25:00,33.944051,135.028199,65.736,UQ Mobile,CST-116,0.264,2.147,4.466
2024-06-02T04:30:00,33.948008,135.018404,66.548,Pacific Wave LTE,CST-117,0.25,2.043,4.458
2024-06-02T04:35:00,33.941804,135.03092,66.754,UQ Mobile,CST-118,0.236,1.937,4.45
2024-06-02T04:40:00,33.95419,135.018602,65.479,UQ Mobile,CST-119,0.223,1.83,4.442
2024-06-02T04:45:00,33.953923,135.016951,66.158,KDDI Coastal,CST-120,0.209,1.722,4.434
2024-06-02T04:50:00,33.956135,135.020499,64.4,Pacific Wave LTE,CST-121,0.195,1.613,4.425
2024-06-02T04:55:00,33.942255,135.019218,65.306,KDDI Coastal,CST-122,0.181,1.502,4.416
2024-06-02T05:00:00,33.956535,135.011171,63.989,Pacific Wave LTE,CST-123,0.167,1.391,4.408
2024-06-02T05:05:00,33.944609,135.009576,64.483,KDDI Coastal,CST-124,0.153,1.278,4.399
2024-06-02T05:10:00,33.951816,135.008515,63.547,Pacific Wave LTE,CST-100,0.139,1.165,4.39
2024-06-02T05:15:00,33.940604,135.015686,64.414,Pacific Wave LTE,CST-101,0.126,1.051,4.38
2024-06-02T05:20:00,33.953017,135.0224,65.511,KDDI Coastal,CST-102,0.112,0.936,4.371
2024-06-02T05:25:00,33.950416,135.007412,64.396,Pacific Wave LTE,CST-103,0.098,0.82,4.362
2024-06-02T05:30:00,33.954521,135.021415,65.267,Pacific Wave LTE,CST-104,0.084,0.704,4.352
2024-06-02T05:35:00,33.941291,135.016676,64.239,KDDI Coastal,CST-105,0.07,0.587,4.342
2024-06-02T05:40:00,33.940026,135.016718,64.007,KDDI Coastal,CST-106,0.056,0.47,4.332
2024-06-02T05:45:00,33.944985,135.007583,62.928,Pacific Wave LTE,CST-107,0.042,0.353,4.322
2024-06-02T05:50:00,33.954618,135.002479,63.905,Pacific Wave LTE,CST-108,0.028,0.236,4.312
2024-06-02T05:55:00,33.958373,135.006183,63.554,UQ Mobile,CST-109,0.014,0.118,4.302
2024-06-02T06:00:00,33.956847,135.013908,64.389,KDDI Coastal,CST-110,0.0,0.0,4.292
2024-06-02T06:05:00,33.946568,135.01375,63.343,UQ Mobile,CST-111,-0.014,-0.118,4.281
2024-06-02T06:10:00,33.95155,135.008249,62.374,KDDI Coastal,CST-112,-0.028,-0.236,4.271
2024-06-02T06:15:00,33.942057,135.011984,61.206,KDDI Coastal,CST-113,-0.042,-0.353,4.26
2024-06-02T06:20:00,33.950003,135.015541,63.953,Pacific Wave LTE,CST-114,-0.056,-0.47,4.249
2024-06-02T06:25:00,33.953686,135.016894,61.043,UQ Mobile,CST-115,-0.07,-0.587,4.238
2024-06-02T06:30:00,33.955206,134.998807,63.674,KDDI Coastal,CST-116,-0.084,-0.704,4.227
2024-06-02T06:35:00,33.958707,135.011407,63.247,Pacific Wave LTE,CST-117,-0.098,-0.82,4.216
2024-06-02T06:40:00,33.952949,135.003086,60.793,UQ Mobile,CST-118,-0.112,-0.936,4.205
2024-06-02T06:45:00,33.958209,134.999036,62.722,Pacific Wave LTE,CST-119,-0.126,-1.051,4.193
2024-06-02T06:50:00,33.946736,135.009539,61.983,Pacific Wave LTE,CST-120,-0.139,-1.165,4.182
2024-06-02T06:55:00,33.950619,134.998753,62.752,UQ Mobile,CST-121,-0.153,-1.278,4.17
2024-06-02T07:00:00,33.951057,135.006906,60.592,UQ Mobile,CST-122,-0.167,-1.391,4.158
2024-06-02T07:05:00,33.959472,134.997011,61.087,Pacific Wave LTE,CST-123,-0.181,-1.502,4.146
2024-06-02T07:10:00,33.955255,135.00461,59.696,Pacific Wave LTE,CST-124,-0.195,-1.613,4.134
2024-06-02T07:15:00,33.959603,134.998293,59.651,UQ Mobile,CST-100,-0.209,-1.722,4.122
2024-06-02T07:20:00,33.949033,134.99248,61.93,UQ Mobile,CST-101,-0.223,-1.83,4.109
2024-06-02T07:25:00,33.953333,134.99852,59.628,UQ Mobile,CST-102,-0.236,-1.937,4.097
2024-06-02T07:30:00,33.945671,135.000666,61.308,Pacific Wave LTE,CST-103,-0.25,-2.043,4.084
2024-06-02T07:35:00,33.943402,135.002505,60.565,UQ Mobile,CST-104,-0.264,-2.147,4.072
2024-06-02T07:40:00,33.941391,134.999205,59.159,UQ Mobile,CST-105,-0.278,-2.25,4.059
2024-06-02T07:45:00,33.958768,135.003492,59.637,UQ Mobile,CST-106,-0.292,-2.351,4.046
2024-06-02T07:50:00,33.957339,134.993201,61.496,Pacific Wave LTE,CST-107,-0.305,-2.451,4.033
2024-06-02T07:55:00,33.950154,134.990855,58.731,KDDI Coastal,CST-108,-0.319,-2.549,4.02
2024-06-02T08:00:00,33.946907,135.000027,58.899,UQ Mobile,CST-109,-0.333,-2.645,4.007
2024-06-02T08:05:00,33.944518,135.002932,61.148,Pacific Wave LTE,CST-110,-0.346,-2.739,3.993
2024-06-02T08:10:00,33.954586,135.002102,59.68,Pacific Wave LTE,CST-111,-0.36,-2.832,3.98
2024-06-02T08:15:00,33.950919,135.001728,59.116,Pacific Wave LTE,CST-112,-0.374,-2.923,3.966
2024-06-02T08:20:00,33.955045,135.001146,60.805,Pacific Wave LTE,CST-113,-0.387,-3.011,3.952
2024-06-02T08:25:00,33.951842,134.992189,60.106,UQ Mobile,CST-114,-0.401,-3.098,3.938
2024-06-02T08:30:00,33.942546,134.990715,58.857,UQ Mobile,CST-115,-0.414,-3.182,3.924
2024-06-02T08:35:00,33.959724,134.995373,57.824,Pacific Wave LTE,CST-116,-0.428,-3.264,3.91
2024-06-02T08:40:00,33.94807,134.993797,58.939,Pacific Wave LTE,CST-117,-0.441,-3.344,3.896
2024-06-02T08:45:00,33.943849,134.999446,60.251,Pacific Wave LTE,CST-118,-0.454,-3.422,3.882
2024-06-02T08:50:00,33.954831,134.999109,58.919,Pacific Wave LTE,CST-119,-0.468,-3.497,3.867
2024-06-02T08:55:00,33.953993,134.987638,58.479,UQ Mobile,CST-120,-0.481,-3.57,3.853
2024-06-02T09:00:00,33.946244,134.9959,58.703,Pacific Wave LTE,CST-121,-0.494,-3.641,3.838
2024-06-02T09:05:00,33.943073,134.987469,59.757,KDDI Coastal,CST-122,-0.508,-3.709,3.823
2024-06-02T09:10:00,33.956637,134.993849,57.884,KDDI Coastal,CST-123,-0.521,-3.774,3.809
2024-06-02T09:15:00,33.940517,134.995286,58.117,KDDI Coastal,CST-124,-0.534,-3.837,3.794
2024-06-02T09:20:00,33.958525,134.987672,59.352,UQ Mobile,CST-100,-0.547,-3.897,3.778
2024-06-02T09:25:00,33.953028,134.980826,59.269,Pacific Wave LTE,CST-101,-0.56,-3.955,3.763
2024-06-02T09:30:00,33.948762,134.987872,59.348,Pacific Wave LTE,CST-102,-0.573,-4.01,3.748
2024-06-02T09:35:00,33.943741,134.993262,59.158,KDDI Coastal,CST-103,-0.586,-4.062,3.733
2024-06-02T09:40:00,33.949706,134.990358,58.128,KDDI Coastal,CST-104,-0.599,-4.111,3.717
2024-06-02T09:45:00,33.956818,134.983601,58.758,Pacific Wave LTE,CST-105,-0.612,-4.157,3.701
2024-06-02T09:50:00,33.952941,134.974582,58.364,UQ Mobile,CST-106,-0.625,-4.201,3.686
2024-06-02T09:55:00,33.949962,134.984177,58.393,KDDI Coastal,CST-107,-0.638,-4.242,3.67
2024-06-02T10:00:00,33.944778,134.977766,58.834,UQ Mobile,CST-108,-0.651,-4.28,3.654
2024-06-02T10:05:00,33.9489,134.971576,58.973,Pacific Wave LTE,CST-109,-0.664,-4.315,3.638
2024-06-02T10:10:00,33.940811,134.974928,57.996,UQ Mobile,CST-110,-0.676,-4.347,3.621
2024-06-02T10:15:00,33.941311,134.97926,57.55,UQ Mobile,CST-111,-0.689,-4.376,3.605
2024-06-02T10:20:00,33.94044,134.977299,56.291,Pacific Wave LTE,CST-112,-0.701,-4.402,3.589
2024-06-02T10:25:00,33.949978,134.973056,56.788,Pacific Wave LTE,CST-113,-0.714,-4.425,3.572
2024-06-02T10:30:00,33.939955,134.982206,58.655,KDDI Coastal,CST-114,-0.726,-4.445,3.556
2024-06-02T10:35:00,33.94913,134.982135,57.179,UQ Mobile,CST-115,-0.739,-4.462,3.539
2024-06-02T10:40:00,33.940274,134.96706,58.0,Pacific Wave LTE,CST-116,-0.751,-4.475,3.522
2024-06-02T10:45:00,33.946513,134.980055,57.445,Pacific Wave LTE,CST-117,-0.763,-4.486,3.505
2024-06-02T10:50:00,33.951854,134.970307,56.387,Pacific Wave LTE,CST-118,-0.776,-4.494,3.488
2024-06-02T10:55:00,33.940548,134.971122,56.458,KDDI Coastal,CST-119,-0.788,-4.498,3.471
2024-06-02T11:00:00,33.945081,134.969736,55.965,Pacific Wave LTE,CST-120,-0.8,-4.5,3.454
2024-06-02T11:05:00,33.947466,134.971784,56.702,UQ Mobile,CST-121,-0.812,-4.498,3.437
2024-06-02T11:10:00,33.949423,134.981856,57.215,Pacific Wave LTE,CST-122,-0.824,-4.494,3.419
2024-06-02T11:15:00,33.94483,134.976558,57.331,UQ Mobile,CST-123,-0.836,-4.486,3.402
2024-06-02T11:20:00,33.950742,134.964567,57.371,Pacific Wave LTE,CST-124,-0.848,-4.475,3.384
2024-06-02T11:25:00,33.947985,134.964822,57.849,Pacific Wave LTE,CST-100,-0.86,-4.462,3.366
2024-06-02T11:30:00,33.944559,134.973843,57.971,KDDI Coastal,CST-101,-0.871,-4.445,3.348
2024-06-02T11:35:00,33.945184,134.975046,57.144,UQ Mobile,CST-102,-0.883,-4.425,3.331
2024-06-02T11:40:00,33.941539,134.958506,57.653,KDDI Coastal,CST-103,-0.895,-4.402,3.313
2024-06-02T11:45:00,33.939698,134.973019,57.019,Pacific Wave LTE,CST-104,-0.906,-4.376,3.294
2024-06-02T11:50:00,33.948496,134.971802,56.026,Pacific Wave LTE,CST-105,-0.918,-4.347,3.276
2024-06-02T11:55:00,33.942891,134.959541,57.674,Pacific Wave LTE,CST-106,-0.929,-4.315,3.258
2024-06-02T12:00:00,33.95139,134.969701,55.639,Pacific Wave LTE,CST-107,-0.94,-4.28,3.24
2024-06-02T12:05:00,33.952555,134.960822,57.518,KDDI Coastal,CST-108,-0.952,-4.242,3.221
2024-06-02T12:10:00,33.948887,134.966738,56.542,KDDI Coastal,CST-109,-0.963,-4.201,3.203
2024-06-02T12:15:00,33.943675,134.969265,57.957,KDDI Coastal,CST-110,-0.974,-4.157,3.184
2024-06-02T12:20:00,33.940338,134.959282,57.674,Pacific Wave LTE,CST-111,-0.985,-4.111,3.165
2024-06-02T12:25:00,33.943189,134.971537,57.056,UQ Mobile,CST-112,-0.996,-4.062,3.146
2024-06-02T12:30:00,33.935795,134.962301,57.56,Pacific Wave LTE,CST-113,-1.007,-4.01,3.127
2024-06-02T12:35:00,33.943854,134.95195,58.186,UQ Mobile,CST-114,-1.018,-3.955,3.108
2024-06-02T12:40:00,33.946572,134.955946,56.013,Pacific Wave LTE,CST-115,-1.028,-3.897,3.089
2024-06-02T12:45:00,33.947097,134.955389,56.754,Pacific Wave LTE,CST-116,-1.039,-3.837,3.07
2024-06-02T12:50:00,33.950552,134.963017,58.387,KDDI Coastal,CST-117,-1.05,-3.774,3.051
2024-06-02T12:55:00,33.942412,134.960518,58.968,UQ Mobile,CST-118,-1.06,-3.709,3.031
2024-06-02T13:00:00,33.952365,134.962991,58.516,Pacific Wave LTE,CST-119,-1.071,-3.641,3.012
2024-06-02T13:05:00,33.944662,134.950603,57.714,Pacific Wave LTE,CST-120,-1.081,-3.57,2.992
2024-06-02T13:10:00,33.946438,134.956174,56.208,KDDI Coastal,CST-121,-1.091,-3.497,2.973
2024-06-02T13:15:00,33.939314,134.953785,58.35,Pacific Wave LTE,CST-122,-1.101,-3.422,2.953
2024-06-02T13:20:00,33.933726,134.953696,56.966,Pacific Wave LTE,CST-123,-1.111,-3.344,2.933
2024-06-02T13:25:00,33.942333,134.956169,57.615,Pacific Wave LTE,CST-124,-1.121,-3.264,2.913
2024-06-02T13:30:00,33.936324,134.945262,57.996,KDDI Coastal,CST-100,-1.131,-3.182,2.893
2024-06-02T13:35:00,33.93985,134.953944,58.155,Pacific Wave LTE,CST-101,-1.141,-3.098,2.873
2024-06-02T13:40:00,33.935062,134.951435,57.309,KDDI Coastal,CST-102,-1.151,-3.011,2.853
2024-06-02T13:45:00,33.948523,134.960221,57.516,UQ Mobile,CST-103,-1.161,-2.923,2.833
2024-06-02T13:50:00,33.93892,134.946019,57.54,UQ Mobile,CST-104,-1.17,-2.832,2.812
2024-06-02T13:55:00,33.938717,134.942921,57.727,KDDI Coastal,CST-105,-1.18,-2.739,2.792
2024-06-02T14:00:00,33.939517,134.954159,57.844,UQ Mobile,CST-106,-1.189,-2.645,2.771
2024-06-02T14:05:00,33.947613,134.957419,57.509,UQ Mobile,CST-107,-1.198,-2.549,2.751
2024-06-02T14:10:00,33.94721,134.94401,58.442,Pacific Wave LTE,CST-108,-1.208,-2.451,2.73
2024-06-02T14:15:00,33.940023,134.958506,60.107,UQ Mobile,CST-109,-1.217,-2.351,2.71
2024-06-02T14:20:00,33.948182,134.948781,57.877,Pacific Wave LTE,CST-110,-1.226,-2.25,2.689
2024-06-02T14:25:00,33.942437,134.949824,60.292,KDDI Coastal,CST-111,-1.235,-2.147,2.668
2024-06-02T14:30:00,33.933229,134.940236,59.006,Pacific Wave LTE,CST-112,-1.243,-2.043,2.647
2024-06-02T14:35:00,33.936198,134.953961,60.3,UQ Mobile,CST-113,-1.252,-1.937,2.626
2024-06-02T14:40:00,33.944274,134.941795,58.199,UQ Mobile,CST-114,-1.261,-1.83,2.605
2024-06-02T14:45:00,33.939554,134.936993,60.506,Pacific Wave LTE,CST-115,-1.269,-1.722,2.584
2024-06-02T14:50:00,33.943106,134.954419,59.354,UQ Mobile,CST-116,-1.278,-1.613,2.562
2024-06-02T14:55:00,33.93299,134.953223,60.049,UQ Mobile,CST-117,-1.286,-1.502,2.541
2024-06-02T15:00:00,33.92971,134.943886,59.803,UQ Mobile,CST-118,-1.294,-1.391,2.52
2024-06-02T15:05:00,33.935606,134.939363,58.422,KDDI Coastal,CST-119,-1.303,-1.278,2.498
2024-06-02T15:10:00,33.94116,134.943993,59.939,KDDI Coastal,CST-120,-1.311,-1.165,2.477
2024-06-02T15:15:00,33.943283,134.948356,60.228,Pacific Wave LTE,CST-121,-1.319,-1.051,2.455
2024-06-02T15:20:00,33.93452,134.942609,59.264,UQ Mobile,CST-122,-1.326,-0.936,2.434
2024-06-02T15:25:00,33.929608,134.932163,59.226,KDDI Coastal,CST-123,-1.334,-0.82,2.412
2024-06-02T15:30:00,33.945466,134.934835,60.369,UQ Mobile,CST-124,-1.342,-0.704,2.39
2024-06-02T15:35:00,33.933394,134.935532,59.546,KDDI Coastal,CST-100,-1.349,-0.587,2.368
2024-06-02T15:40:00,33.938892,134.935471,60.44,UQ Mobile,CST-101,-1.357,-0.47,2.346
2024-06-02T15:45:00,33.935762,134.944572,60.386,Pacific Wave LTE,CST-102,-1.364,-0.353,2.324
2024-06-02T15:50:00,33.942656,134.937562,60.961,KDDI Coastal,CST-103,-1.371,-0.236,2.302
2024-06-02T15:55:00,33.931011,134.930436,61.35,Pacific Wave LTE,CST-104,-1.379,-0.118,2.28
2024-06-02T16:00:00,33.938556,134.938227,62.101,UQ Mobile,CST-105,-1.386,-0.0,2.258
2024-06-02T16:05:00,33.926217,134.940952,62.096,Pacific Wave LTE,CST-106,-1.393,0.118,2.235
2024-06-02T16:10:00,33.939573,134.940378,61.018,UQ Mobile,CST-107,-1.399,0.236,2.213
2024-06-02T16:15:00,33.935759,134.930549,60.173,Pacific Wave LTE,CST-108,-1.406,0.353,2.191
2024-06-02T16:20:00,33.925794,134.93567,61.906,UQ Mobile,CST-109,-1.413,0.47,2.168
2024-06-02T16:25:00,33.930195,134.936404,62.278,KDDI Coastal,CST-110,-1.419,0.587,2.146
2024-06-02T16:30:00,33.938426,134.930536,61.228,UQ Mobile,CST-111,-1.426,0.704,2.123
2024-06-02T16:35:00,33.930948,134.92873,62.703,UQ Mobile,CST-112,-1.432,0.82,2.101
2024-06-02T16:40:00,33.926796,134.926442,60.376,Pacific Wave LTE,CST-113,-1.438,0.936,2.078
2024-06-02T16:45:00,33.933151,134.932008,61.946,KDDI Coastal,CST-114,-1.444,1.051,2.055
2024-06-02T16:50:00,33.934928,134.925008,62.319,KDDI Coastal,CST-115,-1.45,1.165,2.032
2024-06-02T16:55:00,33.92727,134.924256,61.653,Pacific Wave LTE,CST-116,-1.456,1.278,2.009
2024-06-02T17:00:00,33.934933,134.922396,62.938,UQ Mobile,CST-117,-1.462,1.391,1.987
2024-06-02T17:05:00,33.936174,134.929657,62.75,UQ Mobile,CST-118,-1.467,1.502,1.964
2024-06-02T17:10:00,33.933113,134.922984,63.378,KDDI Coastal,CST-119,-1.473,1.613,1.941
2024-06-02T17:15:00,33.936581,134.930808,63.153,Pacific Wave LTE,CST-120,-1.478,1.722,1.917
2024-06-02T17:20:00,33.922855,134.924952,61.145,UQ Mobile,CST-121,-1.483,1.83,1.894
2024-06-02T17:25:00,33.924516,134.935752,62.582,UQ Mobile,CST-122,-1.489,1.937,1.871
2024-06-02T17:30:00,33.922356,134.927738,62.205,KDDI Coastal,CST-123,-1.494,2.043,1.848
2024-06-02T17:35:00,33.931961,134.935146,62.65,UQ Mobile,CST-124,-1.499,2.147,1.825
2024-06-02T17:40:00,33.926252,134.933813,61.977,KDDI Coastal,CST-100,-1.504,2.25,1.801
2024-06-02T17:45:00,33.921976,134.91848,63.565,Pacific Wave LTE,CST-101,-1.508,2.351,1.778
2024-06-02T17:50:00,33.930835,134.925058,63.827,KDDI Coastal,CST-102,-1.513,2.451,1.754
2024-06-02T17:55:00,33.920794,134.919192,62.611,KDDI Coastal,CST-103,-1.517,2.549,1.731
2024-06-02T18:00:00,33.920905,134.927842,61.969,Pacific Wave LTE,CST-104,-1.522,2.645,1.707
2024-06-02T18:05:00,33.935157,134.926295,63.689,Pacific Wave LTE,CST-105,-1.526,2.739,1.684
2024-06-02T18:10:00,33.924973,134.924057,63.919,KDDI Coastal,CST-106,-1.53,2.832,1.66
2024-06-02T18:15:00,33.92716,134.914168,65.03,KDDI Coastal,CST-107,-1.534,2.923,1.637
2024-06-02T18:20:00,33.934688,134.930622,63.183,KDDI Coastal,CST-108,-1.538,3.011,1.613
2024-06-02T18:25:00,33.936635,134.919086,64.653,UQ Mobile,CST-109,-1.542,3.098,1.589
2024-06-02T18:30:00,33.923894,134.919415,64.731,UQ Mobile,CST-110,-1.545,3.182,1.565
2024-06-02T18:35:00,33.936883,134.92657,64.4,Pacific Wave LTE,CST-111,-1.549,3.264,1.541
2024-06-02T18:40:00,33.924335,134.929752,63.075,Pacific Wave LTE,CST-112,-1.552,3.344,1.518
