time,lattitude,longtitude,connection_strength_data,provider,station_name,train_velocity_kmh,repeater_gain_db,tunnel_depth_m
2024-02-14T06:30:00,35.688772,139.759322,52.113,SubwayNet,Sora,48.512,18.43,40.315
2024-02-14T06:30:20,35.687439,139.757197,50.844,TunnelGrid,Hinode,51.624,18.154,40.725
2024-02-14T06:30:40,35.68914,139.763272,51.111,TunnelGrid,Kiba,52.653,18.118,41.251
2024-02-14T06:31:00,35.687203,139.760516,50.68,SubwayNet,Asahi,52.559,18.069,40.796
2024-02-14T06:31:20,35.689631,139.759195,51.718,UQ Mobile,Mori,55.382,17.775,40.619
2024-02-14T06:31:40,35.689998,139.756116,50.954,TunnelGrid,Ayame,56.44,17.516,39.344
2024-02-14T06:32:00,35.687072,139.75661,52.672,UQ Mobile,Sora,55.578,17.642,39.72
2024-02-14T06:32:20,35.692348,139.758373,50.432,UQ Mobile,Hinode,57.502,17.56,40.439
2024-02-14T06:32:40,35.688054,139.759835,52.103,SubwayNet,Kiba,56.915,17.511,39.638
2024-02-14T06:33:00,35.68615,139.757133,51.682,TunnelGrid,Asahi,59.458,17.162,38.592
2024-02-14T06:33:20,35.687329,139.760058,51.935,SubwayNet,Mori,59.292,17.319,39.736
2024-02-14T06:33:40,35.689847,139.75649,52.832,UQ Mobile,Ayame,59.05,17.225,38.828
2024-02-14T06:34:00,35.687775,139.761619,52.791,TunnelGrid,Sora,60.241,17.089,38.52
2024-02-14T06:34:20,35.69328,139.762314,51.577,SubwayNet,Hinode,61.517,17.15,39.832
2024-02-14T06:34:40,35.693262,139.756276,51.095,SubwayNet,Kiba,63.679,16.902,39.157
2024-02-14T06:35:00,35.689167,139.757329,51.146,SubwayNet,Asahi,62.953,16.922,38.874
2024-02-14T06:35:20,35.689683,139.756864,51.326,SubwayNet,Mori,63.288,16.875,38.694
2024-02-14T06:35:40,35.688764,139.762459,52.984,TunnelGrid,Ayame,63.571,16.753,37.857
2024-02-14T06:36:00,35.692435,139.759062,51.189,UQ Mobile,Sora,65.413,16.649,38.082
2024-02-14T06:36:20,35.687533,139.761223,51.771,UQ Mobile,Hinode,65.951,16.654,38.44
2024-02-14T06:36:40,35.687206,139.761856,51.846,UQ Mobile,Kiba,66.602,16.621,38.538
2024-02-14T06:37:00,35.693702,139.760429,52.617,UQ Mobile,Asahi,68.238,16.421,37.747
2024-02-14T06:37:20,35.688375,139.758671,52.906,UQ Mobile,Mori,67.982,16.383,37.286
2024-02-14T06:37:40,35.687971,139.761466,52.507,TunnelGrid,Ayame,68.648,16.439,38.13
2024-02-14T06:38:00,35.69095,139.756886,52.582,SubwayNet,Sora,70.96,16.233,37.58
2024-02-14T06:38:20,35.692626,139.763368,51.246,UQ Mobile,Hinode,69.958,16.336,37.948
2024-02-14T06:38:40,35.688382,139.760137,52.708,UQ Mobile,Kiba,70.24,16.17,36.643
2024-02-14T06:39:00,35.692334,139.758571,50.907,SubwayNet,Asahi,70.739,16.326,38.283
2024-02-14T06:39:20,35.69321,139.759692,52.257,UQ Mobile,Mori,69.407,16.36,37.863
2024-02-14T06:39:40,35.68754,139.762187,51.555,UQ Mobile,Ayame,70.896,16.111,36.454
2024-02-14T06:40:00,35.69289,139.762725,51.6,TunnelGrid,Sora,72.956,16.033,36.809
2024-02-14T06:40:20,35.688277,139.759186,52.995,SubwayNet,Hinode,73.756,15.923,36.194
2024-02-14T06:40:40,35.693995,139.758642,52.762,UQ Mobile,Kiba,71.762,15.988,35.799
2024-02-14T06:41:00,35.692985,139.760533,53.319,SubwayNet,Asahi,71.308,16.01,35.77
2024-02-14T06:41:20,35.6931,139.760507,52.144,TunnelGrid,Mori,73.169,15.928,35.955
2024-02-14T06:41:40,35.688891,139.760497,51.735,SubwayNet,Ayame,71.948,16.038,36.339
2024-02-14T06:42:00,35.690376,139.759256,52.602,UQ Mobile,Sora,75.121,15.804,35.744
2024-02-14T06:42:20,35.687768,139.758611,51.434,UQ Mobile,Hinode,72.83,16.054,36.932
2024-02-14T06:42:40,35.688368,139.762178,52.572,TunnelGrid,Kiba,72.978,15.939,35.954
2024-02-14T06:43:00,35.689165,139.760838,52.372,TunnelGrid,Asahi,74.132,15.913,36.284
2024-02-14T06:43:20,35.68977,139.760666,52.952,UQ Mobile,Mori,76.4,15.717,35.515
2024-02-14T06:43:40,35.68663,139.763235,52.216,SubwayNet,Ayame,74.835,15.734,34.944
2024-02-14T06:44:00,35.691463,139.762934,53.146,TunnelGrid,Sora,75.598,15.7,34.98
2024-02-14T06:44:20,35.689063,139.76004,51.482,UQ Mobile,Hinode,75.725,15.763,35.644
2024-02-14T06:44:40,35.686104,139.75647,51.505,SubwayNet,Kiba,76.758,15.701,35.532
2024-02-14T06:45:00,35.691449,139.759805,53.497,SubwayNet,Asahi,75.188,15.636,34.184
2024-02-14T06:45:20,35.686269,139.761946,52.421,TunnelGrid,Mori,74.3,15.82,35.502
2024-02-14T06:45:40,35.69231,139.76061,52.662,UQ Mobile,Ayame,76.145,15.68,35.047
2024-02-14T06:46:00,35.688448,139.760644,53.088,UQ Mobile,Sora,74.704,15.79,35.411
2024-02-14T06:46:20,35.687994,139.756875,53.765,UQ Mobile,Hinode,74.073,15.729,34.543
2024-02-14T06:46:40,35.69235,139.756749,54.095,TunnelGrid,Kiba,74.937,15.611,33.831
2024-02-14T06:47:00,35.693576,139.757085,53.344,UQ Mobile,Asahi,76.125,15.58,34.072
2024-02-14T06:47:20,35.690706,139.76021,53.819,TunnelGrid,Mori,72.737,15.708,33.728
2024-02-14T06:47:40,35.6867,139.757925,54.569,SubwayNet,Ayame,72.653,15.69,33.528
2024-02-14T06:48:00,35.693778,139.761142,54.965,UQ Mobile,Sora,72.498,15.592,32.557
2024-02-14T06:48:20,35.692426,139.756336,54.134,UQ Mobile,Hinode,72.228,15.654,33.003
2024-02-14T06:48:40,35.691232,139.762146,54.123,UQ Mobile,Kiba,74.281,15.526,32.74
2024-02-14T06:49:00,35.6889,139.758391,54.157,TunnelGrid,Asahi,71.092,15.713,33.013
2024-02-14T06:49:20,35.689283,139.762358,53.274,SubwayNet,Mori,72.828,15.541,32.23
2024-02-14T06:49:40,35.693313,139.763638,53.865,TunnelGrid,Ayame,71.679,15.72,33.349
2024-02-14T06:50:00,35.691083,139.761917,53.781,TunnelGrid,Sora,72.469,15.673,33.286
2024-02-14T06:50:20,35.688967,139.763663,53.587,TunnelGrid,Hinode,72.513,15.591,32.556
2024-02-14T06:50:40,35.691243,139.757037,55.416,TunnelGrid,Kiba,71.201,15.563,31.714
2024-02-14T06:51:00,35.693205,139.76289,53.56,TunnelGrid,Asahi,71.808,15.614,32.448
2024-02-14T06:51:20,35.691698,139.759251,53.647,SubwayNet,Mori,68.998,15.72,32.102
2024-02-14T06:51:40,35.69016,139.763769,54.236,TunnelGrid,Ayame,68.905,15.699,31.876
2024-02-14T06:52:00,35.689573,139.756095,54.897,TunnelGrid,Sora,67.471,15.813,32.181
2024-02-14T06:52:20,35.687685,139.757247,54.816,UQ Mobile,Hinode,67.147,15.708,31.137
2024-02-14T06:52:40,35.687085,139.758123,54.546,SubwayNet,Kiba,65.694,15.754,30.842
2024-02-14T06:53:00,35.693523,139.762642,55.481,SubwayNet,Asahi,66.909,15.816,31.936
2024-02-14T06:53:20,35.688877,139.761897,55.139,TunnelGrid,Mori,65.815,15.684,30.319
2024-02-14T06:53:40,35.691025,139.757321,55.338,UQ Mobile,Ayame,66.294,15.815,31.631
2024-02-14T06:54:00,35.686699,139.760871,54.53,SubwayNet,Sora,62.873,15.906,30.719
2024-02-14T06:54:20,35.692378,139.76375,56.247,UQ Mobile,Hinode,64.309,15.836,30.857
2024-02-14T06:54:40,35.692507,139.758988,56.555,TunnelGrid,Kiba,63.095,15.738,29.5
2024-02-14T06:55:00,35.689522,139.757404,55.195,UQ Mobile,Asahi,61.862,16.006,31.0
2024-02-14T06:55:20,35.691885,139.75901,54.761,SubwayNet,Mori,62.852,15.877,30.481
2024-02-14T06:55:40,35.689976,139.756014,56.736,TunnelGrid,Ayame,58.704,15.969,29.147
2024-02-14T06:56:00,35.692836,139.759193,56.721,SubwayNet,Sora,59.408,15.884,28.864
2024-02-14T06:56:20,35.688165,139.762088,55.653,UQ Mobile,Hinode,57.684,16.043,29.176
2024-02-14T06:56:40,35.687621,139.759821,55.934,UQ Mobile,Kiba,56.509,16.082,28.852
2024-02-14T06:57:00,35.691859,139.763319,56.318,UQ Mobile,Asahi,58.875,15.948,29.071
2024-02-14T06:57:20,35.68998,139.762523,57.179,SubwayNet,Mori,57.742,16.095,29.578
2024-02-14T06:57:40,35.691074,139.761331,57.652,TunnelGrid,Ayame,56.673,16.018,28.482
2024-02-14T06:58:00,35.691459,139.763873,57.858,TunnelGrid,Sora,53.837,16.243,28.576
2024-02-14T06:58:20,35.690147,139.760157,57.223,UQ Mobile,Hinode,52.587,16.376,28.796
2024-02-14T06:58:40,35.691572,139.763792,57.964,SubwayNet,Kiba,51.261,16.437,28.463
2024-02-14T06:59:00,35.691431,139.757674,56.536,UQ Mobile,Asahi,53.382,16.21,28.116
2024-02-14T06:59:20,35.689094,139.757311,57.285,SubwayNet,Mori,51.513,16.265,27.483
2024-02-14T06:59:40,35.693601,139.760098,58.319,SubwayNet,Ayame,47.905,16.63,27.776
2024-02-14T07:00:00,35.69326,139.758423,58.789,SubwayNet,Sora,49.214,16.423,27.24
2024-02-14T07:00:20,35.687864,139.759828,58.704,UQ Mobile,Hinode,48.282,16.664,28.204
2024-02-14T07:00:40,35.692268,139.757137,58.238,UQ Mobile,Kiba,46.86,16.781,28.078
2024-02-14T07:01:00,35.6867,139.756046,57.874,TunnelGrid,Asahi,45.748,16.717,27.036
2024-02-14T07:01:20,35.687018,139.763698,58.615,UQ Mobile,Mori,42.38,17.186,27.647
2024-02-14T07:01:40,35.693606,139.762683,59.366,SubwayNet,Ayame,44.628,16.674,26.125
2024-02-14T07:02:00,35.689566,139.761506,58.051,SubwayNet,Sora,43.557,16.971,27.172
2024-02-14T07:02:20,35.693452,139.761825,59.921,TunnelGrid,Hinode,39.48,17.179,25.715
2024-02-14T07:02:40,35.69275,139.756143,59.284,TunnelGrid,Kiba,39.437,17.257,26.098
2024-02-14T07:03:00,35.687199,139.763821,59.484,SubwayNet,Asahi,40.197,17.195,26.267
2024-02-14T07:03:20,35.692065,139.756515,59.137,TunnelGrid,Mori,39.157,17.254,25.899
2024-02-14T07:03:40,35.688793,139.758092,61.399,TunnelGrid,Ayame,36.219,17.47,25.019
2024-02-14T07:04:00,35.686589,139.757591,59.273,SubwayNet,Sora,36.107,17.74,26.303
2024-02-14T07:04:20,35.69256,139.763975,60.444,SubwayNet,Hinode,33.148,17.912,24.968
2024-02-14T07:04:40,35.688589,139.762126,60.34,SubwayNet,Kiba,33.268,17.983,25.403
2024-02-14T07:05:00,35.692808,139.762674,60.482,TunnelGrid,Asahi,33.791,18.021,25.987
2024-02-14T07:05:20,35.689125,139.758754,60.906,TunnelGrid,Mori,30.599,18.542,25.968
2024-02-14T07:05:40,35.693034,139.762545,60.447,SubwayNet,Ayame,30.2,18.556,25.694
2024-02-14T07:06:00,35.686592,139.761623,60.314,UQ Mobile,Sora,32.307,18.189,25.653
2024-02-14T07:06:20,35.691507,139.756973,60.911,UQ Mobile,Hinode,31.238,18.116,24.466
2024-02-14T07:06:40,35.692987,139.76366,60.082,UQ Mobile,Kiba,34.215,17.863,25.528
2024-02-14T07:07:00,35.686042,139.758803,59.816,TunnelGrid,Asahi,32.899,18.276,26.559
2024-02-14T07:07:20,35.692548,139.757044,59.543,UQ Mobile,Mori,34.708,17.857,25.867
2024-02-14T07:07:40,35.69006,139.761313,59.079,TunnelGrid,Ayame,36.113,17.715,26.179
2024-02-14T07:08:00,35.689153,139.759889,59.169,TunnelGrid,Sora,38.546,17.537,26.983
2024-02-14T07:08:20,35.689328,139.762717,59.891,SubwayNet,Hinode,40.444,17.357,27.312
2024-02-14T07:08:40,35.692639,139.758968,58.947,UQ Mobile,Kiba,40.257,17.163,26.138
2024-02-14T07:09:00,35.686367,139.7604,59.425,SubwayNet,Asahi,42.28,16.936,26.184
2024-02-14T07:09:20,35.690341,139.75948,59.675,SubwayNet,Mori,43.403,16.902,26.685
2024-02-14T07:09:40,35.69138,139.758318,57.978,SubwayNet,Ayame,43.236,16.923,26.701
2024-02-14T07:10:00,35.686167,139.763999,59.209,SubwayNet,Sora,42.93,17.162,27.868
2024-02-14T07:10:20,35.689123,139.759162,58.924,SubwayNet,Hinode,47.352,16.509,26.723
2024-02-14T07:10:40,35.688007,139.762915,58.868,SubwayNet,Kiba,44.877,16.827,27.155
2024-02-14T07:11:00,35.686613,139.759423,58.235,SubwayNet,Asahi,47.091,16.545,26.79
2024-02-14T07:11:20,35.686109,139.757144,58.32,TunnelGrid,Mori,48.168,16.482,27.021
2024-02-14T07:11:40,35.686983,139.76261,57.964,TunnelGrid,Ayame,49.267,16.399,27.116
2024-02-14T07:12:00,35.686729,139.759317,57.565,TunnelGrid,Sora,51.093,16.279,27.351
2024-02-14T07:12:20,35.688429,139.757387,57.058,TunnelGrid,Hinode,51.538,16.355,28.085
2024-02-14T07:12:40,35.692255,139.759522,57.885,SubwayNet,Kiba,50.866,16.577,29.146
2024-02-14T07:13:00,35.693617,139.761672,56.139,SubwayNet,Asahi,52.881,16.368,28.902
2024-02-14T07:13:20,35.692697,139.7598,57.855,UQ Mobile,Mori,52.999,16.358,28.896
2024-02-14T07:13:40,35.690584,139.758722,56.816,UQ Mobile,Ayame,54.751,16.166,28.534
2024-02-14T07:14:00,35.693656,139.758743,57.202,TunnelGrid,Sora,58.199,15.894,28.344
2024-02-14T07:14:20,35.687059,139.757345,56.191,SubwayNet,Hinode,56.901,16.203,29.917
2024-02-14T07:14:40,35.686158,139.758947,56.75,SubwayNet,Kiba,57.9,15.949,28.598
2024-02-14T07:15:00,35.688308,139.759137,56.917,TunnelGrid,Asahi,58.945,16.06,29.934
2024-02-14T07:15:20,35.686313,139.761493,57.203,UQ Mobile,Mori,59.231,15.965,29.374
2024-02-14T07:15:40,35.686059,139.760662,56.2,TunnelGrid,Ayame,59.163,16.131,30.575
2024-02-14T07:16:00,35.692874,139.763403,55.626,SubwayNet,Sora,59.529,16.132,30.771
2024-02-14T07:16:20,35.690967,139.763358,56.292,UQ Mobile,Hinode,62.334,15.929,30.638
2024-02-14T07:16:40,35.689351,139.761881,55.454,UQ Mobile,Kiba,64.395,15.896,31.383
2024-02-14T07:17:00,35.692772,139.757365,56.034,TunnelGrid,Asahi,63.523,15.839,30.504
2024-02-14T07:17:20,35.68648,139.762954,55.955,TunnelGrid,Mori,63.518,15.828,30.411
2024-02-14T07:17:40,35.686925,139.758113,55.232,UQ Mobile,Ayame,65.623,15.758,30.847
2024-02-14T07:18:00,35.687816,139.757049,55.729,UQ Mobile,Sora,66.529,15.641,30.285
2024-02-14T07:18:20,35.688884,139.763921,54.552,TunnelGrid,Hinode,64.866,15.932,31.901
2024-02-14T07:18:40,35.693822,139.75935,55.652,SubwayNet,Kiba,67.485,15.655,30.844
2024-02-14T07:19:00,35.687196,139.756641,55.528,UQ Mobile,Asahi,67.366,15.721,31.351
2024-02-14T07:19:20,35.689579,139.762583,54.381,TunnelGrid,Mori,70.046,15.618,31.69
2024-02-14T07:19:40,35.69101,139.761882,55.028,UQ Mobile,Ayame,67.712,15.72,31.5
2024-02-14T07:20:00,35.691433,139.756092,54.209,TunnelGrid,Sora,69.645,15.734,32.523
2024-02-14T07:20:20,35.690949,139.76033,54.397,UQ Mobile,Hinode,71.088,15.615,32.132
2024-02-14T07:20:40,35.686765,139.759332,54.178,TunnelGrid,Kiba,68.767,15.78,32.509
2024-02-14T07:21:00,35.686058,139.758836,54.404,SubwayNet,Asahi,69.886,15.785,33.086
2024-02-14T07:21:20,35.69047,139.762031,55.094,SubwayNet,Mori,72.956,15.519,32.09
2024-02-14T07:21:40,35.688742,139.760868,53.805,TunnelGrid,Ayame,73.921,15.577,33.054
2024-02-14T07:22:00,35.693798,139.75796,54.126,SubwayNet,Sora,72.77,15.525,32.061
2024-02-14T07:22:20,35.687838,139.760543,54.528,UQ Mobile,Hinode,72.842,15.665,33.389
2024-02-14T07:22:40,35.693836,139.757671,54.111,UQ Mobile,Kiba,74.422,15.546,32.986
2024-02-14T07:23:00,35.691077,139.762873,53.769,UQ Mobile,Asahi,74.052,15.528,32.656
2024-02-14T07:23:20,35.686081,139.756545,53.612,UQ Mobile,Mori,73.655,15.546,32.646
2024-02-14T07:23:40,35.688981,139.756708,53.757,TunnelGrid,Ayame,73.402,15.618,33.209
2024-02-14T07:24:00,35.690546,139.758625,52.714,TunnelGrid,Sora,74.821,15.663,34.276
2024-02-14T07:24:20,35.68679,139.761664,52.06,TunnelGrid,Hinode,73.228,15.81,34.9
2024-02-14T07:24:40,35.689943,139.763913,53.229,UQ Mobile,Kiba,73.148,15.76,34.398
2024-02-14T07:25:00,35.688256,139.761088,53.706,UQ Mobile,Asahi,73.138,15.697,33.816
2024-02-14T07:25:20,35.691045,139.756714,53.712,TunnelGrid,Mori,76.46,15.592,34.337
2024-02-14T07:25:40,35.690714,139.756965,52.897,SubwayNet,Ayame,74.75,15.685,34.444
2024-02-14T07:26:00,35.692121,139.761537,52.125,SubwayNet,Sora,76.738,15.704,35.55
2024-02-14T07:26:20,35.686614,139.757104,53.236,UQ Mobile,Hinode,76.334,15.599,34.348
2024-02-14T07:26:40,35.690738,139.758009,52.879,TunnelGrid,Kiba,74.83,15.656,34.209
2024-02-14T07:27:00,35.687627,139.759114,53.169,TunnelGrid,Asahi,73.229,15.931,36.003
2024-02-14T07:27:20,35.690208,139.758684,53.912,UQ Mobile,Mori,74.913,15.664,34.323
2024-02-14T07:27:40,35.692037,139.756045,52.745,UQ Mobile,Ayame,74.735,15.858,36.065
2024-02-14T07:28:00,35.692111,139.763305,51.942,SubwayNet,Sora,73.624,15.842,35.38
2024-02-14T07:28:20,35.691688,139.762916,52.66,TunnelGrid,Hinode,75.201,15.89,36.589
2024-02-14T07:28:40,35.693064,139.758318,51.338,SubwayNet,Kiba,74.283,15.95,36.699
2024-02-14T07:29:00,35.690628,139.763391,52.41,SubwayNet,Asahi,74.58,15.876,36.159
2024-02-14T07:29:20,35.687542,139.761971,52.014,SubwayNet,Mori,73.397,15.876,35.587
2024-02-14T07:29:40,35.693537,139.759533,51.535,SubwayNet,Ayame,73.652,15.867,35.625
2024-02-14T07:30:00,35.690326,139.762153,51.709,SubwayNet,Sora,74.435,15.979,37.047
2024-02-14T07:30:20,35.689675,139.757503,51.558,SubwayNet,Hinode,72.332,16.036,36.516
2024-02-14T07:30:40,35.69122,139.763074,51.876,TunnelGrid,Kiba,71.871,16.153,37.338
2024-02-14T07:31:00,35.693861,139.760525,50.704,TunnelGrid,Asahi,73.173,16.073,37.283
2024-02-14T07:31:20,35.687381,139.759094,51.533,UQ Mobile,Mori,73.541,15.982,36.627
2024-02-14T07:31:40,35.689678,139.761655,51.976,TunnelGrid,Ayame,72.606,16.118,37.399
2024-02-14T07:32:00,35.691731,139.756377,52.218,TunnelGrid,Sora,72.533,16.084,37.053
2024-02-14T07:32:20,35.688276,139.759707,52.305,UQ Mobile,Hinode,72.087,16.125,37.197
2024-02-14T07:32:40,35.688107,139.761195,52.185,UQ Mobile,Kiba,68.513,16.478,38.394
2024-02-14T07:33:00,35.687875,139.758781,50.919,TunnelGrid,Asahi,70.823,16.326,38.332
2024-02-14T07:33:20,35.686779,139.762179,50.711,UQ Mobile,Mori,70.877,16.269,37.849
2024-02-14T07:33:40,35.68993,139.758937,50.774,UQ Mobile,Ayame,70.541,16.289,37.853
2024-02-14T07:34:00,35.693072,139.762864,51.212,SubwayNet,Sora,69.024,16.441,38.358
2024-02-14T07:34:20,35.690988,139.759672,51.268,TunnelGrid,Hinode,69.457,16.32,37.541
2024-02-14T07:34:40,35.690544,139.761994,52.511,SubwayNet,Kiba,66.164,16.63,38.363
2024-02-14T07:35:00,35.691611,139.763121,51.284,UQ Mobile,Asahi,68.021,16.395,37.408
2024-02-14T07:35:20,35.688523,139.763594,52.237,UQ Mobile,Mori,66.476,16.586,38.168
2024-02-14T07:35:40,35.687487,139.757574,51.589,TunnelGrid,Ayame,63.219,16.909,38.926
2024-02-14T07:36:00,35.686686,139.763218,52.421,TunnelGrid,Sora,64.661,16.756,38.534
2024-02-14T07:36:20,35.69395,139.757642,51.201,TunnelGrid,Hinode,64.632,16.818,39.034
2024-02-14T07:36:40,35.692044,139.76159,50.854,UQ Mobile,Kiba,60.946,17.072,38.833
2024-02-14T07:37:00,35.691214,139.763284,52.396,SubwayNet,Asahi,62.339,17.022,39.312
2024-02-14T07:37:20,35.690724,139.762643,51.674,UQ Mobile,Mori,61.867,17.059,39.316
2024-02-14T07:37:40,35.691575,139.760174,51.422,UQ Mobile,Ayame,58.638,17.265,38.876
2024-02-14T07:38:00,35.692593,139.763448,51.884,TunnelGrid,Sora,59.978,17.105,38.48
2024-02-14T07:38:20,35.686839,139.762581,52.293,UQ Mobile,Hinode,60.599,17.225,39.849
2024-02-14T07:38:40,35.691341,139.760206,51.636,SubwayNet,Kiba,59.689,17.222,39.222
2024-02-14T07:39:00,35.690774,139.762077,51.831,SubwayNet,Asahi,55.481,17.717,40.236
2024-02-14T07:39:20,35.692905,139.758123,51.699,SubwayNet,Mori,56.397,17.632,40.231
2024-02-14T07:39:40,35.689475,139.758226,51.581,UQ Mobile,Ayame,56.618,17.476,39.155
2024-02-14T07:40:00,35.692418,139.76138,52.193,UQ Mobile,Sora,54.232,17.794,39.923
2024-02-14T07:40:20,35.686388,139.761078,51.142,SubwayNet,Hinode,54.007,17.776,39.62
2024-02-14T07:40:40,35.693651,139.756655,52.494,UQ Mobile,Kiba,50.642,18.265,40.794
2024-02-14T07:41:00,35.692978,139.762599,52.127,TunnelGrid,Asahi,50.354,18.263,40.548
2024-02-14T07:41:20,35.687769,139.758782,51.575,UQ Mobile,Mori,49.216,18.258,39.594
2024-02-14T07:41:40,35.688033,139.761808,50.682,TunnelGrid,Ayame,49.771,18.426,41.326
2024-02-14T07:42:00,35.692536,139.762596,51.883,SubwayNet,Sora,49.097,18.471,41.115
2024-02-14T07:42:20,35.693584,139.75928,52.177,TunnelGrid,Hinode,47.469,18.705,41.523
2024-02-14T07:42:40,35.686599,139.763747,53.46,SubwayNet,Kiba,44.947,18.847,40.366
2024-02-14T07:43:00,35.686314,139.756662,53.643,TunnelGrid,Asahi,43.834,18.943,40.079
2024-02-14T07:43:20,35.687726,139.756899,52.502,SubwayNet,Mori,45.107,18.989,41.59
2024-02-14T07:43:40,35.688823,139.758109,51.666,SubwayNet,Ayame,42.714,19.368,42.24
2024-02-14T07:44:00,35.687391,139.759928,53.65,TunnelGrid,Sora,41.452,19.362,40.941
2024-02-14T07:44:20,35.693074,139.760231,53.1,SubwayNet,Hinode,41.395,19.339,40.717
2024-02-14T07:44:40,35.691081,139.759075,52.595,UQ Mobile,Kiba,39.099,19.778,41.696
2024-02-14T07:45:00,35.688541,139.760724,53.576,SubwayNet,Asahi,37.937,19.986,42.262
2024-02-14T07:45:20,35.688964,139.758792,53.383,UQ Mobile,Mori,36.689,19.859,41.875
2024-02-14T07:45:40,35.69375,139.763674,52.928,UQ Mobile,Ayame,34.698,19.677,41.077
2024-02-14T07:46:00,35.691548,139.763228,52.722,SubwayNet,Sora,35.441,19.71,41.67
2024-02-14T07:46:20,35.690576,139.75725,51.66,UQ Mobile,Hinode,33.722,19.393,42.507
2024-02-14T07:46:40,35.687973,139.761044,51.99,SubwayNet,Kiba,33.134,19.355,42.143
2024-02-14T07:47:00,35.687591,139.763618,53.011,SubwayNet,Asahi,30.783,19.15,41.2
2024-02-14T07:47:20,35.687815,139.761819,52.929,TunnelGrid,Mori,30.069,19.044,41.392
2024-02-14T07:47:40,35.689779,139.757641,51.145,TunnelGrid,Ayame,32.252,19.206,42.547
2024-02-14T07:48:00,35.686028,139.759834,52.804,UQ Mobile,Sora,31.904,19.257,41.555
2024-02-14T07:48:20,35.691332,139.760166,50.686,TunnelGrid,Hinode,31.085,18.984,43.509
2024-02-14T07:48:40,35.691768,139.75774,51.072,TunnelGrid,Kiba,34.169,19.435,42.651
2024-02-14T07:49:00,35.687878,139.760604,51.169,SubwayNet,Asahi,36.648,19.704,43.147
2024-02-14T07:49:20,35.686475,139.760817,53.681,SubwayNet,Mori,36.477,19.834,41.832
2024-02-14T07:49:40,35.6897,139.760557,52.309,UQ Mobile,Ayame,35.597,19.712,41.842
2024-02-14T07:50:00,35.692016,139.757405,51.367,UQ Mobile,Sora,37.591,19.8,43.404
2024-02-14T07:50:20,35.687271,139.76252,52.011,UQ Mobile,Hinode,41.1,19.735,43.487
2024-02-14T07:50:40,35.693455,139.757799,51.727,TunnelGrid,Kiba,38.941,19.927,43.865
2024-02-14T07:51:00,35.691255,139.757717,51.256,SubwayNet,Asahi,41.228,19.759,43.812
2024-02-14T07:51:20,35.692775,139.759564,51.05,SubwayNet,Mori,44.135,19.2,42.31
2024-02-14T07:51:40,35.692061,139.759997,51.484,SubwayNet,Ayame,44.604,19.296,43.523
2024-02-14T07:52:00,35.686877,139.760655,51.89,UQ Mobile,Sora,45.126,19.289,43.978
2024-02-14T07:52:20,35.69025,139.763793,51.553,TunnelGrid,Hinode,47.183,18.991,43.52
2024-02-14T07:52:40,35.692014,139.75749,51.631,SubwayNet,Kiba,45.769,19.055,42.72
2024-02-14T07:53:00,35.693579,139.763035,51.27,TunnelGrid,Asahi,47.576,19.058,44.434
2024-02-14T07:53:20,35.690712,139.761893,49.629,SubwayNet,Mori,50.747,18.714,44.467
2024-02-14T07:53:40,35.687107,139.762838,50.568,SubwayNet,Ayame,48.73,18.796,43.352
2024-02-14T07:54:00,35.689912,139.757528,51.103,UQ Mobile,Sora,50.551,18.55,42.961
2024-02-14T07:54:20,35.690678,139.762933,50.38,UQ Mobile,Hinode,50.707,18.511,42.785
2024-02-14T07:54:40,35.692658,139.758218,50.57,SubwayNet,Kiba,52.182,18.524,44.137
2024-02-14T07:55:00,35.688969,139.762133,50.938,UQ Mobile,Asahi,52.113,18.535,44.167
2024-02-14T07:55:20,35.692931,139.758538,50.323,SubwayNet,Mori,56.704,18.03,43.682
2024-02-14T07:55:40,35.689147,139.761964,49.102,TunnelGrid,Ayame,57.424,17.968,43.722
2024-02-14T07:56:00,35.68785,139.763849,49.229,SubwayNet,Sora,56.529,17.979,43.13
2024-02-14T07:56:20,35.693877,139.759303,49.988,UQ Mobile,Hinode,56.886,18.015,43.702
2024-02-14T07:56:40,35.688917,139.757186,49.15,SubwayNet,Kiba,58.326,17.848,43.39
2024-02-14T07:57:00,35.693987,139.761677,49.045,UQ Mobile,Asahi,59.764,17.87,44.651
2024-02-14T07:57:20,35.691769,139.761116,48.659,UQ Mobile,Mori,58.845,17.933,44.497
2024-02-14T07:57:40,35.690006,139.763248,49.768,TunnelGrid,Ayame,60.587,17.83,44.92
2024-02-14T07:58:00,35.693624,139.756898,49.42,TunnelGrid,Sora,63.133,17.495,43.825
2024-02-14T07:58:20,35.693733,139.758801,47.864,UQ Mobile,Hinode,61.482,17.769,45.042
2024-02-14T07:58:40,35.693069,139.756561,49.895,TunnelGrid,Kiba,62.992,17.524,43.985
2024-02-14T07:59:00,35.691062,139.756315,48.697,UQ Mobile,Asahi,65.05,17.457,44.821
2024-02-14T07:59:20,35.686841,139.763951,48.409,UQ Mobile,Mori,65.726,17.291,43.802
2024-02-14T07:59:40,35.693501,139.761786,48.388,UQ Mobile,Ayame,65.736,17.344,44.275
2024-02-14T08:00:00,35.692357,139.762836,48.815,SubwayNet,Sora,67.32,17.308,45.02
