time,lattitude,longtitude,connection_strength_data,provider,relay_chain_id,drone_altitude_m,relay_delay_ms,wind_shear_mps
2024-11-02T10:05:45,33.57774,130.410706,60.169,UQ Mobile,RC-03,141.7,10.2829,2.669
2024-11-02T10:06:00,33.588827,130.42955,59.843,RelayWorks,RC-01,140.913,10.3584,2.942
2024-11-02T10:06:15,33.573063,130.42005,60.086,RelayWorks,RC-02,143.91,10.4625,2.911
2024-11-02T10:06:30,33.589928,130.424865,60.305,UQ Mobile,RC-03,146.481,10.5598,2.762
2024-11-02T10:06:45,33.587072,130.410692,60.255,RelayWorks,RC-01,146.825,10.6353,2.891
2024-11-02T10:07:00,33.582302,130.418011,59.855,SkyMesh,RC-02,145.815,10.6959,2.735
2024-11-02T10:07:15,33.575237,130.421481,59.357,SkyMesh,RC-03,143.32,10.7404,3.003
2024-11-02T10:07:30,33.578367,130.418931,59.04,SkyMesh,RC-01,142.627,10.7961,2.732
2024-11-02T10:07:45,33.582059,130.42271,59.437,RelayWorks,RC-02,144.314,10.8676,3.068
2024-11-02T10:08:00,33.577816,130.42809,59.956,UQ Mobile,RC-03,147.076,10.944,2.955
2024-11-02T10:08:15,33.582721,130.427045,59.981,UQ Mobile,RC-01,147.206,10.994,2.967
2024-11-02T10:08:30,33.584355,130.427319,59.02,UQ Mobile,RC-02,142.465,10.9991,3.104
2024-11-02T10:08:45,33.576977,130.414509,60.084,SkyMesh,RC-03,147.866,11.0842,2.787
2024-11-02T10:09:00,33.576342,130.423021,60.118,UQ Mobile,RC-01,147.467,11.1163,3.084
2024-11-02T10:09:15,33.573757,130.426183,59.258,SkyMesh,RC-02,143.876,11.1171,2.823
2024-11-02T10:09:30,33.572909,130.427911,59.382,SkyMesh,RC-03,144.42,11.1475,2.788
2024-11-02T10:09:45,33.579651,130.41197,58.91,SkyMesh,RC-01,141.98,11.1482,2.85
2024-11-02T10:10:00,33.57299,130.410085,59.561,RelayWorks,RC-02,144.694,11.187,3.014
2024-11-02T10:10:15,33.587452,130.417483,60.185,RelayWorks,RC-03,147.474,11.2214,2.946
2024-11-02T10:10:30,33.579795,130.412885,59.899,SkyMesh,RC-01,145.905,11.2145,3.177
2024-11-02T10:10:45,33.576642,130.422772,59.758,UQ Mobile,RC-02,145.345,11.211,3.115
2024-11-02T10:11:00,33.574325,130.426166,59.014,SkyMesh,RC-03,141.834,11.178,3.181
2024-11-02T10:11:15,33.585462,130.423937,59.379,UQ Mobile,RC-01,143.653,11.1844,3.148
2024-11-02T10:11:30,33.574569,130.425156,59.996,UQ Mobile,RC-02,146.476,11.1942,3.167
2024-11-02T10:11:45,33.572511,130.4215,58.746,UQ Mobile,RC-03,140.774,11.128,3.12
2024-11-02T10:12:00,33.588818,130.415515,59.562,UQ Mobile,RC-01,144.915,11.1389,3.018
2024-11-02T10:12:15,33.571054,130.424779,59.172,UQ Mobile,RC-02,143.508,11.0988,2.83
2024-11-02T10:12:30,33.58641,130.417713,58.94,UQ Mobile,RC-03,142.369,11.0562,2.882
2024-11-02T10:12:45,33.579005,130.418594,58.94,SkyMesh,RC-01,142.256,11.0174,2.975
2024-11-02T10:13:00,33.577479,130.411775,59.096,SkyMesh,RC-02,142.82,10.9797,3.119
2024-11-02T10:13:15,33.580783,130.422744,58.486,UQ Mobile,RC-03,140.026,10.9096,2.848
2024-11-02T10:13:30,33.575504,130.413987,58.281,SkyMesh,RC-01,138.627,10.8467,2.861
2024-11-02T10:13:45,33.589426,130.42473,58.719,RelayWorks,RC-02,140.6,10.8077,2.966
2024-11-02T10:14:00,33.571723,130.412512,58.383,RelayWorks,RC-03,138.092,10.7273,3.0
2024-11-02T10:14:15,33.582823,130.420899,59.027,SkyMesh,RC-01,141.892,10.6955,2.695
2024-11-02T10:14:30,33.570335,130.410156,59.297,UQ Mobile,RC-02,142.339,10.6319,2.834
2024-11-02T10:14:45,33.583504,130.420903,58.596,SkyMesh,RC-03,136.852,10.5153,2.881
2024-11-02T10:15:00,33.588671,130.415354,58.815,UQ Mobile,RC-01,136.578,10.4387,2.988
2024-11-02T10:15:15,33.579903,130.414744,58.982,SkyMesh,RC-02,136.058,10.3568,2.914
2024-11-02T10:15:30,33.579506,130.415563,59.635,UQ Mobile,RC-03,138.535,10.2969,2.948
2024-11-02T10:15:45,33.571019,130.413069,59.488,SkyMesh,RC-01,135.454,10.1877,2.736
2024-11-02T10:16:00,33.572727,130.426729,60.108,SkyMesh,RC-02,137.024,10.1147,2.832
2024-11-02T10:16:15,33.583314,130.416338,60.794,RelayWorks,RC-03,139.071,10.0432,2.806
2024-11-02T10:16:30,33.586022,130.424135,60.76,SkyMesh,RC-01,134.855,9.9173,2.872
2024-11-02T10:16:45,33.579176,130.423726,61.372,SkyMesh,RC-02,137.221,9.8442,2.512
2024-11-02T10:17:00,33.574543,130.426327,61.777,UQ Mobile,RC-03,135.346,9.7341,2.703
2024-11-02T10:17:15,33.588298,130.428861,61.927,SkyMesh,RC-01,131.986,9.6101,2.508
2024-11-02T10:17:30,33.589089,130.416042,62.505,RelayWorks,RC-02,132.108,9.5138,2.488
2024-11-02T10:17:45,33.586677,130.423569,63.123,RelayWorks,RC-03,131.372,9.4094,2.664
2024-11-02T10:18:00,33.587764,130.420169,63.633,UQ Mobile,RC-01,130.724,9.3049,2.585
2024-11-02T10:18:15,33.581896,130.420191,64.444,SkyMesh,RC-02,133.557,9.2288,2.568
2024-11-02T10:18:30,33.577945,130.428274,65.053,RelayWorks,RC-03,133.804,9.131,2.578
2024-11-02T10:18:45,33.575144,130.429411,65.053,RelayWorks,RC-01,127.977,8.9824,2.328
2024-11-02T10:19:00,33.578298,130.424678,65.781,RelayWorks,RC-02,132.007,8.9162,2.199
2024-11-02T10:19:15,33.575172,130.416703,66.37,SkyMesh,RC-03,131.26,8.8107,2.453
2024-11-02T10:19:30,33.586001,130.411949,66.777,SkyMesh,RC-01,130.951,8.7095,2.392
2024-11-02T10:19:45,33.576417,130.421611,67.011,UQ Mobile,RC-02,128.201,8.589,2.423
2024-11-02T10:20:00,33.587306,130.410266,67.26,UQ Mobile,RC-03,128.956,8.4988,2.136
2024-11-02T10:20:15,33.570745,130.42045,67.203,UQ Mobile,RC-01,124.031,8.3628,1.986
2024-11-02T10:20:30,33.574051,130.415391,67.565,RelayWorks,RC-02,126.024,8.2861,2.011
2024-11-02T10:20:45,33.589673,130.412552,67.837,SkyMesh,RC-03,124.798,8.1844,2.216
2024-11-02T10:21:00,33.587233,130.421233,67.773,RelayWorks,RC-01,125.466,8.1007,1.842
2024-11-02T10:21:15,33.588185,130.422837,67.936,UQ Mobile,RC-02,125.194,8.0115,1.946
2024-11-02T10:21:30,33.589556,130.416777,67.912,RelayWorks,RC-03,122.044,7.9009,2.066
2024-11-02T10:21:45,33.573009,130.427595,67.698,SkyMesh,RC-01,122.299,7.8215,1.746
2024-11-02T10:22:00,33.586761,130.413853,67.538,UQ Mobile,RC-02,119.696,7.7213,1.706
2024-11-02T10:22:15,33.582352,130.415927,67.664,SkyMesh,RC-03,121.407,7.6601,1.895
2024-11-02T10:22:30,33.587699,130.422991,67.409,UQ Mobile,RC-01,119.864,7.5753,1.767
2024-11-02T10:22:45,33.588742,130.427645,67.172,UQ Mobile,RC-02,116.747,7.4809,1.713
2024-11-02T10:23:00,33.580968,130.413904,66.954,SkyMesh,RC-03,121.079,7.4523,1.464
2024-11-02T10:23:15,33.571368,130.410374,66.889,UQ Mobile,RC-01,115.149,7.3421,1.772
2024-11-02T10:23:30,33.587108,130.429421,66.697,SkyMesh,RC-02,119.264,7.3196,1.641
2024-11-02T10:23:45,33.581692,130.421046,66.38,RelayWorks,RC-03,117.589,7.253,1.526
2024-11-02T10:24:00,33.579145,130.424036,66.131,RelayWorks,RC-01,114.147,7.1761,1.48
2024-11-02T10:24:15,33.582962,130.420122,65.994,RelayWorks,RC-02,116.065,7.1482,1.503
2024-11-02T10:24:30,33.573019,130.415532,65.551,RelayWorks,RC-03,111.42,7.0703,1.146
2024-11-02T10:24:45,33.587243,130.421654,65.634,RelayWorks,RC-01,116.24,7.0758,1.427
2024-11-02T10:25:00,33.585337,130.414061,65.376,SkyMesh,RC-02,110.119,6.9949,1.225
2024-11-02T10:25:15,33.58401,130.425814,65.148,SkyMesh,RC-03,112.817,6.9922,1.164
2024-11-02T10:25:30,33.57761,130.419488,64.92,SkyMesh,RC-01,112.657,6.9707,1.014
2024-11-02T10:25:45,33.579555,130.423392,65.167,UQ Mobile,RC-02,108.979,6.9247,1.259
2024-11-02T10:26:00,33.573892,130.417337,65.088,RelayWorks,RC-03,107.23,6.8998,1.127
2024-11-02T10:26:15,33.572719,130.423204,64.721,SkyMesh,RC-01,110.573,6.9223,0.913
2024-11-02T10:26:30,33.581088,130.423741,64.654,RelayWorks,RC-02,110.98,6.9253,0.855
2024-11-02T10:26:45,33.579099,130.420645,64.758,UQ Mobile,RC-03,106.584,6.8933,0.736
2024-11-02T10:27:00,33.58341,130.422591,64.797,SkyMesh,RC-01,109.509,6.9273,0.885
2024-11-02T10:27:15,33.584701,130.423155,65.169,UQ Mobile,RC-02,105.19,6.9058,0.944
2024-11-02T10:27:30,33.570205,130.428796,65.08,SkyMesh,RC-03,106.954,6.94,0.878
2024-11-02T10:27:45,33.579297,130.428079,65.007,UQ Mobile,RC-01,106.719,6.9624,0.665
2024-11-02T10:28:00,33.584255,130.410591,65.568,UQ Mobile,RC-02,102.231,6.9542,0.72
2024-11-02T10:28:15,33.580303,130.412028,65.64,UQ Mobile,RC-03,102.971,6.9943,0.707
2024-11-02T10:28:30,33.584996,130.423715,65.496,RelayWorks,RC-01,105.769,7.0562,0.631
2024-11-02T10:28:45,33.584286,130.419706,65.86,RelayWorks,RC-02,101.73,7.0657,0.433
2024-11-02T10:29:00,33.579193,130.418885,65.875,UQ Mobile,RC-03,104.443,7.136,0.523
2024-11-02T10:29:15,33.574708,130.421894,65.692,UQ Mobile,RC-01,104.963,7.1922,0.184
2024-11-02T10:29:30,33.575571,130.419973,65.776,UQ Mobile,RC-02,104.805,7.2471,0.054
2024-11-02T10:29:45,33.573476,130.42492,66.503,SkyMesh,RC-03,102.727,7.29,0.374
2024-11-02T10:30:00,33.579136,130.41267,66.894,SkyMesh,RC-01,98.672,7.3203,0.055
2024-11-02T10:30:15,33.573879,130.417744,66.743,RelayWorks,RC-02,101.341,7.4104,0.068
2024-11-02T10:30:30,33.576627,130.419043,67.244,SkyMesh,RC-03,99.299,7.4649,0.122
2024-11-02T10:30:45,33.574136,130.414217,66.646,UQ Mobile,RC-01,102.454,7.566,-0.204
2024-11-02T10:31:00,33.575709,130.428589,67.133,UQ Mobile,RC-02,100.194,7.6253,-0.14
2024-11-02T10:31:15,33.582203,130.429352,66.994,SkyMesh,RC-03,100.842,7.7118,-0.276
2024-11-02T10:31:30,33.572297,130.421416,66.905,UQ Mobile,RC-01,101.483,7.8011,-0.323
2024-11-02T10:31:45,33.57864,130.420089,67.381,UQ Mobile,RC-02,99.05,7.8673,-0.231
2024-11-02T10:32:00,33.577912,130.412938,67.42,RelayWorks,RC-03,97.488,7.9433,-0.434
2024-11-02T10:32:15,33.585456,130.428526,67.677,RelayWorks,RC-01,95.414,8.0171,-0.497
2024-11-02T10:32:30,33.573873,130.411898,67.644,SkyMesh,RC-02,96.151,8.1163,-0.266
2024-11-02T10:32:45,33.589085,130.413421,67.717,UQ Mobile,RC-03,94.519,8.1975,-0.355
2024-11-02T10:33:00,33.579957,130.416626,66.463,SkyMesh,RC-01,98.081,8.3234,-0.669
2024-11-02T10:33:15,33.583776,130.420752,66.675,SkyMesh,RC-02,96.286,8.4059,-0.527
2024-11-02T10:33:30,33.573324,130.425988,66.693,SkyMesh,RC-03,94.185,8.4869,-0.638
2024-11-02T10:33:45,33.570715,130.415422,66.249,UQ Mobile,RC-01,94.906,8.5921,-0.541
2024-11-02T10:34:00,33.580585,130.419782,65.082,UQ Mobile,RC-02,98.496,8.7217,-0.504
2024-11-02T10:34:15,33.572109,130.418796,65.384,SkyMesh,RC-03,93.568,8.7806,-0.842
2024-11-02T10:34:30,33.574495,130.420435,64.94,RelayWorks,RC-01,92.845,8.8746,-0.973
2024-11-02T10:34:45,33.579996,130.41895,64.783,SkyMesh,RC-02,92.605,8.9723,-0.647
2024-11-02T10:35:00,33.570656,130.427531,63.105,SkyMesh,RC-03,97.07,9.1087,-0.719
2024-11-02T10:35:15,33.583915,130.427453,63.267,RelayWorks,RC-01,93.292,9.1756,-0.893
2024-11-02T10:35:30,33.587106,130.422796,62.525,RelayWorks,RC-02,94.213,9.2808,-0.832
2024-11-02T10:35:45,33.588824,130.425018,61.527,SkyMesh,RC-03,95.228,9.3855,-1.023
2024-11-02T10:36:00,33.579783,130.424844,61.272,RelayWorks,RC-01,93.639,9.467,-1.103
2024-11-02T10:36:15,33.575382,130.418798,60.695,RelayWorks,RC-02,93.865,9.5619,-1.066
2024-11-02T10:36:30,33.582716,130.424873,60.017,SkyMesh,RC-03,94.683,9.6598,-1.002
2024-11-02T10:36:45,33.587272,130.422195,59.563,UQ Mobile,RC-01,93.574,9.7394,-1.236
2024-11-02T10:37:00,33.586366,130.425633,59.351,RelayWorks,RC-02,92.842,9.8198,-1.13
2024-11-02T10:37:15,33.575339,130.411466,58.982,RelayWorks,RC-03,92.489,9.9008,-1.131
2024-11-02T10:37:30,33.587106,130.420241,58.034,RelayWorks,RC-01,93.935,9.9939,-1.33
2024-11-02T10:37:45,33.585064,130.421628,56.692,RelayWorks,RC-02,97.442,10.1011,-1.532
2024-11-02T10:38:00,33.589703,130.417684,56.565,SkyMesh,RC-03,97.605,10.1773,-1.24
2024-11-02T10:38:15,33.584597,130.413697,56.987,RelayWorks,RC-01,93.244,10.2124,-1.527
2024-11-02T10:38:30,33.586496,130.414369,55.837,SkyMesh,RC-02,97.856,10.3186,-1.367
2024-11-02T10:38:45,33.572537,130.414605,55.453,SkyMesh,RC-03,98.757,10.3902,-1.337
2024-11-02T10:39:00,33.583052,130.425012,55.985,RelayWorks,RC-01,93.896,10.4098,-1.684
2024-11-02T10:39:15,33.587592,130.411312,55.999,SkyMesh,RC-02,93.524,10.4628,-1.547
2024-11-02T10:39:30,33.586808,130.420825,54.976,SkyMesh,RC-03,97.234,10.5456,-1.664
2024-11-02T10:39:45,33.584676,130.420251,54.884,SkyMesh,RC-01,97.743,10.5973,-1.508
2024-11-02T10:40:00,33.577786,130.425956,54.356,UQ Mobile,RC-02,100.1,10.6601,-1.515
2024-11-02T10:40:15,33.580984,130.427064,54.166,UQ Mobile,RC-03,100.577,10.7025,-1.561
2024-11-02T10:40:30,33.585368,130.422822,54.52,SkyMesh,RC-01,96.941,10.7061,-1.877
2024-11-02T10:40:45,33.577385,130.411058,53.901,RelayWorks,RC-02,100.017,10.7608,-1.903
2024-11-02T10:41:00,33.575868,130.411222,53.84,RelayWorks,RC-03,100.427,10.7885,-1.85
2024-11-02T10:41:15,33.585534,130.42422,54.494,SkyMesh,RC-01,96.757,10.7774,-1.811
2024-11-02T10:41:30,33.57183,130.420374,53.963,RelayWorks,RC-02,100.13,10.82,-1.698
2024-11-02T10:41:45,33.588221,130.417702,53.628,SkyMesh,RC-03,100.786,10.8349,-1.999
2024-11-02T10:42:00,33.579242,130.423887,53.628,SkyMesh,RC-01,102.439,10.8532,-1.652
2024-11-02T10:42:15,33.583366,130.41126,53.409,RelayWorks,RC-02,102.754,10.8554,-1.883
2024-11-02T10:42:30,33.584229,130.424171,53.43,RelayWorks,RC-03,103.006,10.852,-1.811
2024-11-02T10:42:45,33.585748,130.421599,53.288,UQ Mobile,RC-01,102.909,10.8408,-2.045
2024-11-02T10:43:00,33.578237,130.411466,53.655,RelayWorks,RC-02,100.916,10.8088,-1.971
2024-11-02T10:43:15,33.584856,130.410409,53.28,UQ Mobile,RC-03,103.327,10.8085,-2.024
2024-11-02T10:43:30,33.589649,130.429167,53.719,UQ Mobile,RC-01,100.514,10.7599,-2.057
2024-11-02T10:43:45,33.580998,130.411312,53.489,UQ Mobile,RC-02,103.45,10.7544,-1.804
2024-11-02T10:44:00,33.585208,130.423986,53.205,SkyMesh,RC-03,105.471,10.7365,-1.891
2024-11-02T10:44:15,33.578979,130.421086,53.744,RelayWorks,RC-01,102.5,10.6724,-1.816
2024-11-02T10:44:30,33.573094,130.427895,53.313,UQ Mobile,RC-02,105.785,10.6559,-1.891
2024-11-02T10:44:45,33.582332,130.410501,53.144,RelayWorks,RC-03,107.422,10.6212,-1.992
2024-11-02T10:45:00,33.574814,130.425794,53.114,SkyMesh,RC-01,107.755,10.5713,-2.166
2024-11-02T10:45:15,33.584175,130.419602,53.239,SkyMesh,RC-02,109.548,10.5294,-1.911
2024-11-02T10:45:30,33.570754,130.423954,53.37,UQ Mobile,RC-03,108.865,10.4628,-2.08
2024-11-02T10:45:45,33.589529,130.413959,53.346,SkyMesh,RC-01,110.782,10.414,-2.132
2024-11-02T10:46:00,33.577237,130.424145,53.562,SkyMesh,RC-02,110.83,10.3459,-2.158
2024-11-02T10:46:15,33.580052,130.419108,54.094,UQ Mobile,RC-03,109.335,10.2614,-2.008
2024-11-02T10:46:30,33.576435,130.42566,54.4,RelayWorks,RC-01,110.294,10.194,-1.87
2024-11-02T10:46:45,33.570213,130.421727,54.454,UQ Mobile,RC-02,113.226,10.1398,-1.894
2024-11-02T10:47:00,33.573459,130.416921,55.21,UQ Mobile,RC-03,109.818,10.0298,-1.85
2024-11-02T10:47:15,33.574343,130.416203,55.105,RelayWorks,RC-01,113.417,9.9754,-2.089
2024-11-02T10:47:30,33.581285,130.428342,55.535,UQ Mobile,RC-02,115.813,9.9084,-1.867
2024-11-02T10:47:45,33.57346,130.418937,56.128,SkyMesh,RC-03,112.817,9.7941,-2.056
2024-11-02T10:48:00,33.57063,130.427846,56.421,UQ Mobile,RC-01,115.88,9.7282,-2.025
2024-11-02T10:48:15,33.576581,130.422365,57.148,UQ Mobile,RC-02,113.016,9.6109,-2.094
2024-11-02T10:48:30,33.584595,130.416737,57.713,SkyMesh,RC-03,113.46,9.5196,-2.031
2024-11-02T10:48:45,33.588021,130.414107,58.25,RelayWorks,RC-01,115.486,9.44,-1.854
2024-11-02T10:49:00,33.579297,130.428843,58.723,RelayWorks,RC-02,115.516,9.3426,-2.01
2024-11-02T10:49:15,33.588316,130.429575,59.4,UQ Mobile,RC-03,115.909,9.2473,-1.844
2024-11-02T10:49:30,33.586959,130.411939,60.006,UQ Mobile,RC-01,115.942,9.1482,-1.805
2024-11-02T10:49:45,33.577664,130.412039,60.453,RelayWorks,RC-02,117.425,9.0608,-1.853
2024-11-02T10:50:00,33.577804,130.422721,60.833,RelayWorks,RC-03,122.58,9.0038,-1.915
2024-11-02T10:50:15,33.588225,130.422257,61.392,UQ Mobile,RC-01,122.854,8.9061,-1.88
2024-11-02T10:50:30,33.579953,130.411297,62.033,RelayWorks,RC-02,121.838,8.798,-1.694
2024-11-02T10:50:45,33.574022,130.416942,62.306,SkyMesh,RC-03,120.604,8.6887,-1.959
2024-11-02T10:51:00,33.577413,130.414815,62.815,UQ Mobile,RC-01,120.732,8.5914,-1.83
2024-11-02T10:51:15,33.57976,130.424407,63.181,RelayWorks,RC-02,121.515,8.5007,-1.838
2024-11-02T10:51:30,33.572376,130.426675,63.548,RelayWorks,RC-03,123.641,8.4224,-1.835
2024-11-02T10:51:45,33.570795,130.428487,63.803,SkyMesh,RC-01,122.325,8.317,-1.824
2024-11-02T10:52:00,33.580345,130.413918,64.268,SkyMesh,RC-02,127.382,8.2664,-1.826
2024-11-02T10:52:15,33.587266,130.411817,64.496,RelayWorks,RC-03,127.71,8.1784,-1.814
2024-11-02T10:52:30,33.57912,130.422584,64.596,SkyMesh,RC-01,125.417,8.0708,-1.662
2024-11-02T10:52:45,33.584081,130.414093,64.747,UQ Mobile,RC-02,125.573,7.986,-1.597
2024-11-02T10:53:00,33.583261,130.411915,65.004,UQ Mobile,RC-03,129.049,7.9316,-1.706
2024-11-02T10:53:15,33.583704,130.416882,65.29,UQ Mobile,RC-01,131.217,7.8691,-1.678
2024-11-02T10:53:30,33.586969,130.418264,64.904,RelayWorks,RC-02,126.997,7.7564,-1.572
2024-11-02T10:53:45,33.585124,130.417891,65.062,RelayWorks,RC-03,129.328,7.7016,-1.604
2024-11-02T10:54:00,33.57886,130.420264,65.395,RelayWorks,RC-01,130.781,7.6429,-1.323
2024-11-02T10:54:15,33.577458,130.410456,65.878,RelayWorks,RC-02,134.637,7.6078,-1.31
2024-11-02T10:54:30,33.58599,130.426783,65.58,UQ Mobile,RC-03,134.221,7.5409,-1.459
2024-11-02T10:54:45,33.586371,130.414526,65.449,UQ Mobile,RC-01,133.951,7.4792,-1.419
2024-11-02T10:55:00,33.571121,130.420235,65.395,UQ Mobile,RC-02,133.153,7.4172,-1.18
2024-11-02T10:55:15,33.577187,130.421066,64.962,RelayWorks,RC-03,131.692,7.3538,-1.258
2024-11-02T10:55:30,33.572245,130.419615,65.37,UQ Mobile,RC-01,134.644,7.3317,-1.184
2024-11-02T10:55:45,33.581467,130.410843,65.756,SkyMesh,RC-02,137.015,7.3091,-1.095
2024-11-02T10:56:00,33.571965,130.42137,64.921,RelayWorks,RC-03,133.726,7.244,-1.221
2024-11-02T10:56:15,33.576348,130.429207,65.828,SkyMesh,RC-01,138.639,7.2519,-1.12
2024-11-02T10:56:30,33.588703,130.420047,65.182,SkyMesh,RC-02,135.914,7.2008,-1.127
2024-11-02T10:56:45,33.577804,130.416277,65.81,SkyMesh,RC-03,139.012,7.2032,-1.024
2024-11-02T10:57:00,33.581446,130.411707,65.875,UQ Mobile,RC-01,138.296,7.1786,-0.723
2024-11-02T10:57:15,33.572423,130.413332,65.553,SkyMesh,RC-02,137.071,7.1548,-0.745
2024-11-02T10:57:30,33.571646,130.425816,66.233,UQ Mobile,RC-03,140.026,7.1707,-0.645
2024-11-02T10:57:45,33.581323,130.417094,66.439,UQ Mobile,RC-01,140.898,7.1743,-0.616
2024-11-02T10:58:00,33.589627,130.416736,66.438,RelayWorks,RC-02,141.262,7.1786,-0.707
2024-11-02T10:58:15,33.581284,130.423387,66.695,UQ Mobile,RC-03,141.74,7.1889,-0.577
2024-11-02T10:58:30,33.573373,130.427378,67.028,SkyMesh,RC-01,142.376,7.2055,-0.427
2024-11-02T10:58:45,33.585531,130.426155,66.374,RelayWorks,RC-02,139.628,7.1988,-0.531
2024-11-02T10:59:00,33.576277,130.423986,67.458,SkyMesh,RC-03,143.663,7.2536,-0.428
2024-11-02T10:59:15,33.582087,130.427142,67.337,SkyMesh,RC-01,143.2,7.2757,-0.529
2024-11-02T10:59:30,33.58081,130.422729,67.392,UQ Mobile,RC-02,142.578,7.3013,-0.428
2024-11-02T10:59:45,33.571404,130.413443,67.239,UQ Mobile,RC-03,140.301,7.3179,-0.188
2024-11-02T11:00:00,33.581415,130.429409,67.185,RelayWorks,RC-01,140.514,7.3598,-0.408
2024-11-02T11:00:15,33.584265,130.429842,67.308,UQ Mobile,RC-02,140.51,7.4044,-0.406
2024-11-02T11:00:30,33.571295,130.424181,67.673,UQ Mobile,RC-03,141.056,7.458,-0.276
2024-11-02T11:00:45,33.574883,130.41838,68.996,UQ Mobile,RC-01,145.861,7.5515,-0.129
2024-11-02T11:01:00,33.583121,130.423194,68.608,UQ Mobile,RC-02,143.5,7.5893,-0.082
2024-11-02T11:01:15,33.581812,130.424395,68.254,RelayWorks,RC-03,141.204,7.6317,-0.039
2024-11-02T11:01:30,33.573269,130.41955,68.689,RelayWorks,RC-01,142.338,7.7066,0.091
2024-11-02T11:01:45,33.571974,130.428205,68.895,RelayWorks,RC-02,143.387,7.7844,0.034
2024-11-02T11:02:00,33.576341,130.416091,68.929,UQ Mobile,RC-03,142.759,7.8518,0.182
2024-11-02T11:02:15,33.573668,130.424223,69.107,UQ Mobile,RC-01,142.826,7.9284,0.363
2024-11-02T11:02:30,33.58719,130.419911,69.401,RelayWorks,RC-02,144.919,8.0249,0.294
2024-11-02T11:02:45,33.58551,130.423269,68.771,SkyMesh,RC-03,142.405,8.0861,0.255
2024-11-02T11:03:00,33.588223,130.419841,68.724,RelayWorks,RC-01,142.846,8.1746,0.265
2024-11-02T11:03:15,33.575758,130.42553,69.507,RelayWorks,RC-02,147.912,8.3042,0.256
2024-11-02T11:03:30,33.577369,130.422648,69.386,SkyMesh,RC-03,147.26,8.3884,0.524
2024-11-02T11:03:45,33.584409,130.415641,68.753,UQ Mobile,RC-01,146.529,8.4741,0.329
2024-11-02T11:04:00,33.571123,130.412074,68.314,RelayWorks,RC-02,144.761,8.5531,0.565
2024-11-02T11:04:15,33.588289,130.418022,68.233,RelayWorks,RC-03,145.899,8.6578,0.673
2024-11-02T11:04:30,33.584184,130.412768,67.487,UQ Mobile,RC-01,144.304,8.7412,0.639
2024-11-02T11:04:45,33.580603,130.422572,66.924,UQ Mobile,RC-02,142.21,8.8216,0.902
2024-11-02T11:05:00,33.570533,130.427659,66.847,UQ Mobile,RC-03,146.313,8.9546,0.641
2024-11-02T11:05:15,33.57083,130.423618,66.132,UQ Mobile,RC-01,145.074,9.0437,0.68
2024-11-02T11:05:30,33.571436,130.415651,66.11,SkyMesh,RC-02,147.062,9.16,0.9
2024-11-02T11:05:45,33.580421,130.414208,64.711,UQ Mobile,RC-03,142.414,9.2213,0.836
2024-11-02T11:06:00,33.575102,130.428124,64.723,RelayWorks,RC-01,144.9,9.3419,1.068
2024-11-02T11:06:15,33.573225,130.41883,63.802,SkyMesh,RC-02,142.463,9.4212,1.131
2024-11-02T11:06:30,33.589751,130.412525,62.967,UQ Mobile,RC-03,141.145,9.5092,1.077
2024-11-02T11:06:45,33.580467,130.41485,62.486,SkyMesh,RC-01,142.29,9.6169,1.005
2024-11-02T11:07:00,33.571006,130.421858,62.128,RelayWorks,RC-02,142.075,9.7121,1.273
2024-11-02T11:07:15,33.583664,130.414021,61.597,RelayWorks,RC-03,141.944,9.8068,1.308
2024-11-02T11:07:30,33.584164,130.42938,61.599,SkyMesh,RC-01,144.684,9.9238,1.398
2024-11-02T11:07:45,33.575954,130.410196,61.09,SkyMesh,RC-02,145.048,10.0192,1.285
2024-11-02T11:08:00,33.579123,130.420875,60.75,SkyMesh,RC-03,143.922,10.1002,1.631
2024-11-02T11:08:15,33.58395,130.427543,59.937,RelayWorks,RC-01,142.621,10.1775,1.39
2024-11-02T11:08:30,33.579287,130.427833,59.82,UQ Mobile,RC-02,143.114,10.2673,1.583
2024-11-02T11:08:45,33.572957,130.418208,58.721,RelayWorks,RC-03,138.776,10.3141,1.478
2024-11-02T11:09:00,33.582564,130.426265,59.425,UQ Mobile,RC-01,143.136,10.4305,1.832
2024-11-02T11:09:15,33.584882,130.429133,58.557,UQ Mobile,RC-02,139.164,10.4743,1.878
2024-11-02T11:09:30,33.578833,130.423905,58.201,RelayWorks,RC-03,138.88,10.5457,1.735
2024-11-02T11:09:45,33.583277,130.41137,58.615,RelayWorks,RC-01,142.082,10.6426,1.783
2024-11-02T11:10:00,33.57852,130.428493,57.872,SkyMesh,RC-02,137.852,10.6739,1.928
2024-11-02T11:10:15,33.585849,130.414808,58.348,RelayWorks,RC-03,141.049,10.7633,1.982
2024-11-02T11:10:30,33.579471,130.417354,57.361,RelayWorks,RC-01,136.247,10.7821,1.828
2024-11-02T11:10:45,33.582304,130.414769,57.269,UQ Mobile,RC-02,135.733,10.8324,1.892
2024-11-02T11:11:00,33.584196,130.412841,57.72,UQ Mobile,RC-03,138.305,10.9043,2.002
2024-11-02T11:11:15,33.586403,130.426666,57.124,SkyMesh,RC-01,133.799,10.9128,2.197
2024-11-02T11:11:30,33.574697,130.415519,57.52,SkyMesh,RC-02,137.08,10.9817,2.053
