time,lattitude,longtitude,connection_strength_data,provider,surface_temp_c,inversion_layer_strength,dust_index,thermal_updraft_mps
2024-05-10T09:27:00,24.260987,54.758552,62.171,UQ Mobile,42.08,0.0596,1.068,3.719
2024-05-10T09:28:00,24.285145,54.740843,62.606,UQ Mobile,41.543,0.06046,0.949,3.649
2024-05-10T09:29:00,24.287581,54.771081,62.489,DesertBeam,40.245,0.06133,1.006,3.706
2024-05-10T09:30:00,24.284673,54.741534,62.168,Oasis Wireless,41.581,0.0622,1.168,3.941
2024-05-10T09:31:00,24.26769,54.772015,62.692,DesertBeam,40.82,0.06309,1.052,3.955
2024-05-10T09:32:00,24.279037,54.753986,63.455,UQ Mobile,40.996,0.06399,0.833,3.825
2024-05-10T09:33:00,24.2651,54.774555,62.245,DesertBeam,42.047,0.06489,1.109,3.697
2024-05-10T09:34:00,24.271207,54.762461,62.014,UQ Mobile,40.786,0.06581,1.241,3.906
2024-05-10T09:35:00,24.279654,54.743047,62.845,Oasis Wireless,40.758,0.06673,1.048,3.919
2024-05-10T09:36:00,24.262681,54.76508,62.641,UQ Mobile,41.472,0.06767,1.084,3.827
2024-05-10T09:37:00,24.282204,54.741851,63.299,UQ Mobile,40.404,0.06861,0.922,3.798
2024-05-10T09:38:00,24.264587,54.75148,63.877,Oasis Wireless,41.956,0.06957,0.768,3.724
2024-05-10T09:39:00,24.281645,54.756389,64.111,UQ Mobile,41.101,0.07053,0.737,3.777
2024-05-10T09:40:00,24.286854,54.770458,63.026,Oasis Wireless,42.131,0.07151,1.058,3.902
2024-05-10T09:41:00,24.276393,54.779668,64.166,Oasis Wireless,41.707,0.07249,0.799,3.949
2024-05-10T09:42:00,24.274238,54.749751,62.417,DesertBeam,40.536,0.07348,1.165,3.667
2024-05-10T09:43:00,24.294992,54.751668,62.912,UQ Mobile,40.374,0.07449,1.053,3.667
2024-05-10T09:44:00,24.280908,54.765509,62.949,UQ Mobile,40.556,0.0755,1.1,3.813
2024-05-10T09:45:00,24.289933,54.761196,64.605,Oasis Wireless,40.625,0.07653,0.724,3.895
2024-05-10T09:46:00,24.27031,54.750502,63.423,Oasis Wireless,40.742,0.07756,1.038,3.912
2024-05-10T09:47:00,24.293692,54.767154,63.589,UQ Mobile,42.025,0.07861,1.015,3.932
2024-05-10T09:48:00,24.266399,54.767073,63.334,DesertBeam,40.436,0.07966,1.074,3.872
2024-05-10T09:49:00,24.299953,54.779331,63.731,UQ Mobile,41.672,0.08073,1.023,3.988
2024-05-10T09:50:00,24.265846,54.760228,64.265,DesertBeam,40.868,0.0818,0.92,4.046
2024-05-10T09:51:00,24.277811,54.745109,63.112,UQ Mobile,42.274,0.08289,1.132,3.745
2024-05-10T09:52:00,24.265601,54.748725,63.354,Oasis Wireless,41.071,0.08399,1.173,4.039
2024-05-10T09:53:00,24.295743,54.7476,64.21,DesertBeam,41.425,0.08509,0.958,3.989
2024-05-10T09:54:00,24.277182,54.764909,63.962,DesertBeam,40.514,0.08621,1.044,4.023
2024-05-10T09:55:00,24.277356,54.766123,63.306,UQ Mobile,41.65,0.08734,1.141,3.752
2024-05-10T09:56:00,24.287645,54.745454,64.199,DesertBeam,41.574,0.08848,0.98,3.914
2024-05-10T09:57:00,24.288115,54.758165,63.907,UQ Mobile,41.74,0.08963,1.082,3.962
2024-05-10T09:58:00,24.270846,54.761327,64.567,Oasis Wireless,41.054,0.09078,0.945,4.008
2024-05-10T09:59:00,24.295558,54.761078,63.907,Oasis Wireless,40.623,0.09195,1.142,4.066
2024-05-10T10:00:00,24.265791,54.773748,64.669,Oasis Wireless,41.544,0.09314,0.881,3.78
2024-05-10T10:01:00,24.267032,54.742058,64.607,DesertBeam,41.178,0.09433,0.947,3.898
2024-05-10T10:02:00,24.264929,54.774372,64.938,UQ Mobile,41.248,0.09553,0.862,3.841
2024-05-10T10:03:00,24.295488,54.75496,65.449,Oasis Wireless,41.152,0.09674,0.811,4.047
2024-05-10T10:04:00,24.266489,54.746641,64.159,DesertBeam,41.837,0.09796,1.09,3.852
2024-05-10T10:05:00,24.290001,54.765261,64.158,DesertBeam,41.996,0.0992,1.089,3.794
2024-05-10T10:06:00,24.297297,54.753737,63.31,Oasis Wireless,41.838,0.10044,1.386,4.027
2024-05-10T10:07:00,24.286735,54.754025,65.421,Oasis Wireless,42.334,0.1017,0.774,3.695
2024-05-10T10:08:00,24.277649,54.777553,63.324,DesertBeam,40.867,0.10296,1.316,3.701
2024-05-10T10:09:00,24.293321,54.767681,65.1,DesertBeam,41.371,0.10424,0.892,3.712
2024-05-10T10:10:00,24.28852,54.761622,65.357,Oasis Wireless,40.931,0.10553,0.85,3.735
2024-05-10T10:11:00,24.271746,54.759603,63.704,Oasis Wireless,41.648,0.10682,1.287,3.758
2024-05-10T10:12:00,24.275776,54.752054,66.295,UQ Mobile,41.842,0.10813,0.75,4.074
2024-05-10T10:13:00,24.267218,54.75135,64.661,UQ Mobile,40.708,0.10945,1.065,3.708
2024-05-10T10:14:00,24.27122,54.778078,64.732,UQ Mobile,41.86,0.11078,1.092,3.802
2024-05-10T10:15:00,24.291173,54.762668,65.28,DesertBeam,42.52,0.11212,0.963,3.772
2024-05-10T10:16:00,24.295414,54.746002,66.021,DesertBeam,40.851,0.11348,0.865,4.006
2024-05-10T10:17:00,24.278702,54.75531,65.623,UQ Mobile,41.488,0.11484,0.958,3.926
2024-05-10T10:18:00,24.290707,54.770264,65.776,UQ Mobile,40.701,0.11621,0.957,3.994
2024-05-10T10:19:00,24.289567,54.776309,66.409,UQ Mobile,41.933,0.11759,0.804,3.954
2024-05-10T10:20:00,24.292542,54.750811,65.05,UQ Mobile,41.502,0.11899,1.139,3.881
2024-05-10T10:21:00,24.272173,54.743206,65.046,UQ Mobile,42.002,0.1204,1.212,4.063
2024-05-10T10:22:00,24.28278,54.779016,64.67,UQ Mobile,42.241,0.12181,1.27,3.882
2024-05-10T10:23:00,24.280075,54.74139,64.816,DesertBeam,40.71,0.12324,1.239,3.843
2024-05-10T10:24:00,24.263115,54.773001,66.372,DesertBeam,42.423,0.12468,0.849,3.779
2024-05-10T10:25:00,24.274127,54.759234,65.4,UQ Mobile,41.706,0.12612,1.099,3.742
2024-05-10T10:26:00,24.282197,54.771566,67.27,DesertBeam,41.588,0.12758,0.756,4.095
2024-05-10T10:27:00,24.263358,54.740555,66.544,Oasis Wireless,41.549,0.12905,0.934,4.022
2024-05-10T10:28:00,24.267273,54.761636,65.603,UQ Mobile,42.045,0.13053,1.113,3.773
2024-05-10T10:29:00,24.266764,54.779146,65.951,UQ Mobile,41.017,0.13202,1.07,3.859
2024-05-10T10:30:00,24.27095,54.770734,66.546,Oasis Wireless,41.712,0.13353,0.981,3.995
2024-05-10T10:31:00,24.28253,54.750715,67.158,UQ Mobile,41.473,0.13504,0.87,4.071
2024-05-10T10:32:00,24.280867,54.776594,66.241,UQ Mobile,41.341,0.13656,1.05,3.843
2024-05-10T10:33:00,24.275449,54.762608,66.352,Oasis Wireless,41.583,0.13809,1.089,4.003
2024-05-10T10:34:00,24.28948,54.752746,66.326,DesertBeam,42.154,0.13964,1.053,3.796
2024-05-10T10:35:00,24.279989,54.765052,66.409,UQ Mobile,42.368,0.14119,1.076,3.879
2024-05-10T10:36:00,24.260634,54.752728,67.545,Oasis Wireless,41.685,0.14276,0.795,3.824
2024-05-10T10:37:00,24.288281,54.775084,66.908,DesertBeam,41.004,0.14433,1.036,4.028
2024-05-10T10:38:00,24.276037,54.772626,66.209,DesertBeam,41.136,0.14592,1.261,4.13
2024-05-10T10:39:00,24.276399,54.755839,66.201,UQ Mobile,42.445,0.14751,1.247,4.012
2024-05-10T10:40:00,24.292527,54.77143,68.121,UQ Mobile,41.161,0.14912,0.827,4.143
2024-05-10T10:41:00,24.28877,54.760171,67.022,DesertBeam,42.452,0.15073,1.115,4.121
2024-05-10T10:42:00,24.275642,54.779861,68.238,Oasis Wireless,41.834,0.15236,0.787,3.973
2024-05-10T10:43:00,24.297351,54.752385,66.458,DesertBeam,41.074,0.154,1.218,3.857
2024-05-10T10:44:00,24.274898,54.7465,66.772,DesertBeam,42.077,0.15564,1.169,3.888
2024-05-10T10:45:00,24.274291,54.772344,67.33,UQ Mobile,40.945,0.1573,1.018,3.782
2024-05-10T10:46:00,24.281464,54.761427,68.072,DesertBeam,41.856,0.15896,0.848,3.764
2024-05-10T10:47:00,24.298828,54.748807,68.172,DesertBeam,40.92,0.16064,0.844,3.765
2024-05-10T10:48:00,24.293143,54.765832,68.006,DesertBeam,41.585,0.16233,0.912,3.782
2024-05-10T10:49:00,24.293793,54.75572,68.449,DesertBeam,41.078,0.16402,0.873,3.95
2024-05-10T10:50:00,24.285112,54.768573,67.911,Oasis Wireless,41.391,0.16573,1.01,3.886
2024-05-10T10:51:00,24.276031,54.766883,68.902,DesertBeam,41.16,0.16744,0.856,4.128
2024-05-10T10:52:00,24.27277,54.752881,68.752,UQ Mobile,42.238,0.16917,0.897,4.07
2024-05-10T10:53:00,24.284705,54.76431,68.594,DesertBeam,41.879,0.1709,0.868,3.767
2024-05-10T10:54:00,24.283622,54.760659,68.357,Oasis Wireless,41.996,0.17265,1.001,3.94
2024-05-10T10:55:00,24.296683,54.740839,70.234,DesertBeam,41.586,0.1744,0.616,4.149
2024-05-10T10:56:00,24.293844,54.778747,68.493,Oasis Wireless,42.199,0.17616,0.982,3.843
2024-05-10T10:57:00,24.289726,54.769059,67.04,DesertBeam,41.03,0.17793,1.418,4.013
2024-05-10T10:58:00,24.260492,54.765568,69.529,UQ Mobile,41.924,0.17971,0.82,4.021
2024-05-10T10:59:00,24.282829,54.759644,69.0,UQ Mobile,41.281,0.1815,0.969,4.002
2024-05-10T11:00:00,24.294891,54.767503,69.517,UQ Mobile,42.249,0.1833,0.813,3.838
2024-05-10T11:01:00,24.265454,54.769555,68.525,DesertBeam,42.511,0.18511,1.126,3.979
2024-05-10T11:02:00,24.285921,54.740118,68.113,UQ Mobile,41.608,0.18693,1.266,4.024
2024-05-10T11:03:00,24.289499,54.778277,69.334,DesertBeam,42.687,0.18875,0.97,3.98
2024-05-10T11:04:00,24.280035,54.743821,69.573,UQ Mobile,41.3,0.19059,0.934,3.982
2024-05-10T11:05:00,24.261219,54.77627,69.011,DesertBeam,41.223,0.19243,1.089,3.955
2024-05-10T11:06:00,24.269609,54.776198,69.807,UQ Mobile,41.24,0.19428,0.914,3.958
2024-05-10T11:07:00,24.294442,54.764488,69.319,DesertBeam,42.642,0.19614,1.049,3.924
2024-05-10T11:08:00,24.29464,54.753912,69.646,DesertBeam,41.317,0.19801,0.963,3.831
2024-05-10T11:09:00,24.264849,54.745622,70.281,UQ Mobile,42.268,0.19988,0.849,3.902
2024-05-10T11:10:00,24.294719,54.776686,69.642,DesertBeam,41.217,0.20177,1.032,3.901
2024-05-10T11:11:00,24.263875,54.7408,70.285,Oasis Wireless,42.403,0.20366,0.956,4.104
2024-05-10T11:12:00,24.263722,54.774378,71.506,DesertBeam,42.297,0.20556,0.659,4.054
2024-05-10T11:13:00,24.290477,54.774523,69.503,DesertBeam,42.431,0.20746,1.204,4.122
2024-05-10T11:14:00,24.266794,54.779031,71.475,DesertBeam,40.938,0.20938,0.677,3.93
2024-05-10T11:15:00,24.28459,54.751985,71.02,UQ Mobile,42.472,0.2113,0.821,3.95
2024-05-10T11:16:00,24.270443,54.76205,69.604,DesertBeam,41.709,0.21323,1.181,3.89
2024-05-10T11:17:00,24.266485,54.74974,71.214,UQ Mobile,41.402,0.21517,0.822,3.952
2024-05-10T11:18:00,24.26652,54.740846,71.067,Oasis Wireless,42.345,0.21711,0.895,3.993
2024-05-10T11:19:00,24.266923,54.755091,70.273,UQ Mobile,40.948,0.21906,1.065,3.818
2024-05-10T11:20:00,24.270987,54.75455,71.138,DesertBeam,40.95,0.22102,0.942,4.046
2024-05-10T11:21:00,24.289565,54.758024,71.396,Oasis Wireless,42.279,0.22298,0.853,3.881
2024-05-10T11:22:00,24.268548,54.761837,71.11,UQ Mobile,41.203,0.22496,0.987,4.008
2024-05-10T11:23:00,24.276795,54.775666,70.802,Oasis Wireless,42.605,0.22693,1.062,3.92
2024-05-10T11:24:00,24.265917,54.744329,71.227,UQ Mobile,41.573,0.22892,0.994,3.966
2024-05-10T11:25:00,24.295564,54.771056,71.7,DesertBeam,42.187,0.23091,0.886,3.915
2024-05-10T11:26:00,24.293588,54.745021,71.551,DesertBeam,42.201,0.2329,0.924,3.835
2024-05-10T11:27:00,24.28716,54.766877,71.386,Oasis Wireless,42.07,0.23491,1.064,4.079
2024-05-10T11:28:00,24.296526,54.749327,71.632,Oasis Wireless,41.997,0.23691,0.95,3.823
2024-05-10T11:29:00,24.299853,54.776041,71.629,Oasis Wireless,42.327,0.23893,1.044,4.047
2024-05-10T11:30:00,24.275705,54.775132,71.537,DesertBeam,42.096,0.24095,1.039,3.872
2024-05-10T11:31:00,24.268733,54.779327,72.453,DesertBeam,41.439,0.24297,0.835,3.87
2024-05-10T11:32:00,24.28258,54.745622,70.638,UQ Mobile,42.501,0.245,1.326,3.91
2024-05-10T11:33:00,24.2801,54.768885,71.482,UQ Mobile,41.212,0.24703,1.178,4.036
2024-05-10T11:34:00,24.279754,54.758311,70.786,UQ Mobile,42.165,0.24907,1.407,4.135
2024-05-10T11:35:00,24.27881,54.776321,72.511,Oasis Wireless,41.005,0.25112,0.987,4.085
2024-05-10T11:36:00,24.291939,54.752541,72.869,UQ Mobile,42.488,0.25317,0.858,3.869
2024-05-10T11:37:00,24.292752,54.768013,73.01,Oasis Wireless,41.639,0.25522,0.945,4.191
2024-05-10T11:38:00,24.292089,54.744642,73.231,UQ Mobile,41.321,0.25728,0.916,4.194
2024-05-10T11:39:00,24.275112,54.748137,73.407,UQ Mobile,42.336,0.25934,0.886,4.154
2024-05-10T11:40:00,24.26173,54.743581,72.066,Oasis Wireless,41.384,0.26141,1.203,4.008
2024-05-10T11:41:00,24.288765,54.76065,73.202,DesertBeam,42.188,0.26348,0.998,4.184
2024-05-10T11:42:00,24.275401,54.748144,73.519,Oasis Wireless,42.462,0.26555,0.901,4.037
2024-05-10T11:43:00,24.279107,54.740848,73.631,UQ Mobile,41.612,0.26762,0.858,3.901
2024-05-10T11:44:00,24.287116,54.747475,73.621,DesertBeam,41.698,0.2697,0.972,4.187
2024-05-10T11:45:00,24.287878,54.749277,72.733,UQ Mobile,42.613,0.27179,1.112,3.825
2024-05-10T11:46:00,24.274621,54.74402,74.033,DesertBeam,41.724,0.27387,0.82,3.851
2024-05-10T11:47:00,24.263585,54.752322,74.125,Oasis Wireless,42.597,0.27596,0.859,3.968
2024-05-10T11:48:00,24.266893,54.741445,72.836,Oasis Wireless,42.473,0.27805,1.167,3.834
2024-05-10T11:49:00,24.26383,54.755724,73.007,UQ Mobile,41.506,0.28014,1.239,4.129
2024-05-10T11:50:00,24.281255,54.775757,74.23,UQ Mobile,41.447,0.28224,0.929,4.03
2024-05-10T11:51:00,24.279136,54.762774,74.122,UQ Mobile,42.257,0.28434,0.934,3.869
2024-05-10T11:52:00,24.276957,54.763133,74.792,DesertBeam,41.959,0.28643,0.795,3.876
2024-05-10T11:53:00,24.299935,54.750888,74.607,UQ Mobile,41.674,0.28853,0.864,3.863
2024-05-10T11:54:00,24.297329,54.765547,75.727,DesertBeam,41.459,0.29064,0.702,4.168
2024-05-10T11:55:00,24.297583,54.755937,74.867,Oasis Wireless,42.303,0.29274,0.866,3.913
2024-05-10T11:56:00,24.293074,54.753245,73.57,UQ Mobile,41.983,0.29484,1.205,3.872
2024-05-10T11:57:00,24.275725,54.771114,73.982,UQ Mobile,42.647,0.29695,1.171,4.017
2024-05-10T11:58:00,24.261268,54.74436,74.384,UQ Mobile,42.816,0.29905,1.141,4.163
2024-05-10T11:59:00,24.285199,54.748698,74.872,UQ Mobile,42.405,0.30116,0.987,3.967
2024-05-10T12:00:00,24.264604,54.747778,74.643,DesertBeam,42.474,0.30327,1.022,3.805
2024-05-10T12:01:00,24.280519,54.763935,74.334,Oasis Wireless,42.092,0.30537,1.189,4.016
2024-05-10T12:02:00,24.276003,54.748368,75.501,UQ Mobile,42.967,0.30748,0.918,3.998
2024-05-10T12:03:00,24.271882,54.775062,74.149,Oasis Wireless,41.147,0.30958,1.285,4.009
2024-05-10T12:04:00,24.262085,54.752107,75.405,UQ Mobile,41.285,0.31169,0.992,3.989
2024-05-10T12:05:00,24.286774,54.75742,76.07,UQ Mobile,41.078,0.31379,0.892,4.123
2024-05-10T12:06:00,24.267221,54.74906,74.697,DesertBeam,42.092,0.31589,1.223,3.994
2024-05-10T12:07:00,24.291772,54.756066,75.098,UQ Mobile,42.079,0.318,1.192,4.138
2024-05-10T12:08:00,24.294413,54.748342,75.869,DesertBeam,42.8,0.3201,0.925,3.803
2024-05-10T12:09:00,24.263223,54.756211,76.141,DesertBeam,41.613,0.32219,0.884,3.807
2024-05-10T12:10:00,24.271048,54.753989,76.773,UQ Mobile,41.532,0.32429,0.801,3.969
2024-05-10T12:11:00,24.279882,54.741809,76.489,UQ Mobile,41.682,0.32639,0.916,4.028
2024-05-10T12:12:00,24.296388,54.753532,75.632,DesertBeam,41.222,0.32848,1.167,4.062
2024-05-10T12:13:00,24.277247,54.76972,76.713,UQ Mobile,41.116,0.33057,0.893,3.965
2024-05-10T12:14:00,24.281416,54.77034,75.756,Oasis Wireless,41.949,0.33265,1.18,4.036
2024-05-10T12:15:00,24.262072,54.764544,75.854,DesertBeam,41.817,0.33474,1.149,3.927
2024-05-10T12:16:00,24.292927,54.743971,75.354,DesertBeam,42.439,0.33682,1.265,3.812
2024-05-10T12:17:00,24.272789,54.762576,76.935,Oasis Wireless,42.942,0.3389,0.982,4.097
2024-05-10T12:18:00,24.268216,54.760729,76.918,Oasis Wireless,41.038,0.34097,1.002,4.066
2024-05-10T12:19:00,24.290746,54.740014,77.762,UQ Mobile,42.029,0.34304,0.816,4.062
2024-05-10T12:20:00,24.276275,54.770933,77.731,Oasis Wireless,42.708,0.34511,0.832,4.001
2024-05-10T12:21:00,24.296256,54.757121,77.424,Oasis Wireless,42.766,0.34717,0.941,4.025
2024-05-10T12:22:00,24.268281,54.778462,77.876,UQ Mobile,41.759,0.34922,0.849,4.009
2024-05-10T12:23:00,24.287543,54.777052,77.478,Oasis Wireless,42.135,0.35128,1.009,4.125
2024-05-10T12:24:00,24.277199,54.743815,77.751,DesertBeam,42.034,0.35332,0.938,4.032
2024-05-10T12:25:00,24.283246,54.749246,77.599,DesertBeam,41.291,0.35537,0.964,3.906
2024-05-10T12:26:00,24.289344,54.74455,77.921,UQ Mobile,41.503,0.3574,0.935,3.994
2024-05-10T12:27:00,24.260011,54.76921,78.619,DesertBeam,41.59,0.35943,0.775,3.956
2024-05-10T12:28:00,24.271551,54.77778,77.758,DesertBeam,42.905,0.36146,0.978,3.83
2024-05-10T12:29:00,24.266403,54.742697,77.79,DesertBeam,42.442,0.36348,0.99,3.814
2024-05-10T12:30:00,24.298279,54.759791,79.197,Oasis Wireless,42.206,0.36549,0.737,4.06
2024-05-10T12:31:00,24.266252,54.777073,78.26,Oasis Wireless,42.54,0.3675,0.933,3.846
2024-05-10T12:32:00,24.294485,54.744222,78.527,DesertBeam,42.156,0.3695,0.982,4.15
2024-05-10T12:33:00,24.261034,54.749799,78.475,Oasis Wireless,41.707,0.37149,1.03,4.182
2024-05-10T12:34:00,24.286586,54.773371,78.448,DesertBeam,42.191,0.37347,0.964,3.86
2024-05-10T12:35:00,24.274392,54.776927,77.756,UQ Mobile,41.27,0.37545,1.234,4.1
2024-05-10T12:36:00,24.290926,54.767987,79.826,DesertBeam,41.182,0.37742,0.725,4.045
2024-05-10T12:37:00,24.292123,54.744192,79.257,UQ Mobile,41.718,0.37938,0.852,3.913
2024-05-10T12:38:00,24.264539,54.771472,78.824,DesertBeam,41.548,0.38134,1.061,4.167
2024-05-10T12:39:00,24.281023,54.77979,80.075,DesertBeam,41.449,0.38328,0.762,4.133
2024-05-10T12:40:00,24.276943,54.768731,80.102,Oasis Wireless,42.637,0.38522,0.767,4.091
2024-05-10T12:41:00,24.264238,54.764648,79.11,DesertBeam,41.816,0.38714,1.017,4.017
2024-05-10T12:42:00,24.284666,54.745259,78.776,DesertBeam,42.184,0.38906,1.063,3.812
2024-05-10T12:43:00,24.278844,54.771943,79.193,UQ Mobile,42.635,0.39097,1.082,4.145
2024-05-10T12:44:00,24.269508,54.743521,78.669,Oasis Wireless,41.413,0.39287,1.199,4.018
2024-05-10T12:45:00,24.261131,54.74633,79.797,UQ Mobile,41.961,0.39476,0.883,3.828
2024-05-10T12:46:00,24.274886,54.778687,79.975,Oasis Wireless,42.503,0.39664,0.909,3.983
2024-05-10T12:47:00,24.270817,54.741676,80.341,UQ Mobile,42.509,0.39851,0.785,3.798
2024-05-10T12:48:00,24.273697,54.752933,79.325,Oasis Wireless,41.164,0.40037,1.17,4.155
2024-05-10T12:49:00,24.286801,54.777326,79.998,DesertBeam,42.211,0.40222,0.993,4.048
2024-05-10T12:50:00,24.263349,54.763848,78.425,Oasis Wireless,41.524,0.40405,1.341,3.821
2024-05-10T12:51:00,24.295212,54.771731,79.501,UQ Mobile,42.448,0.40588,1.195,4.157
2024-05-10T12:52:00,24.26763,54.760481,79.861,UQ Mobile,42.732,0.40769,1.106,4.083
2024-05-10T12:53:00,24.276458,54.779055,80.404,Oasis Wireless,41.685,0.4095,0.95,3.94
2024-05-10T12:54:00,24.263783,54.771582,80.218,UQ Mobile,41.701,0.41129,0.986,3.831
2024-05-10T12:55:00,24.29332,54.763046,80.308,DesertBeam,41.296,0.41307,1.079,4.141
2024-05-10T12:56:00,24.272389,54.760405,80.72,DesertBeam,41.771,0.41483,0.993,4.124
2024-05-10T12:57:00,24.275672,54.759667,79.667,Oasis Wireless,42.633,0.41659,1.279,4.128
2024-05-10T12:58:00,24.286564,54.777588,80.657,DesertBeam,41.758,0.41833,0.976,3.871
2024-05-10T12:59:00,24.273808,54.758222,80.778,UQ Mobile,42.368,0.42006,1.008,4.007
2024-05-10T13:00:00,24.295825,54.774939,81.409,UQ Mobile,42.263,0.42177,0.912,4.139
2024-05-10T13:01:00,24.267317,54.772141,81.909,Oasis Wireless,42.028,0.42348,0.744,3.927
2024-05-10T13:02:00,24.26868,54.758803,81.977,Oasis Wireless,41.963,0.42516,0.796,4.085
2024-05-10T13:03:00,24.276292,54.768148,80.802,Oasis Wireless,41.204,0.42684,1.022,3.792
2024-05-10T13:04:00,24.2633,54.764599,80.97,UQ Mobile,42.206,0.4285,1.012,3.826
2024-05-10T13:05:00,24.275413,54.751748,80.32,UQ Mobile,42.15,0.43014,1.271,4.082
2024-05-10T13:06:00,24.264653,54.769963,81.224,UQ Mobile,41.707,0.43178,0.987,3.82
2024-05-10T13:07:00,24.28342,54.746122,80.275,DesertBeam,41.881,0.43339,1.273,3.916
2024-05-10T13:08:00,24.289376,54.750924,82.215,Oasis Wireless,42.743,0.43499,0.795,3.872
2024-05-10T13:09:00,24.285883,54.757403,82.069,Oasis Wireless,40.825,0.43658,0.836,3.821
2024-05-10T13:10:00,24.289037,54.761129,82.089,DesertBeam,42.399,0.43815,0.853,3.829
2024-05-10T13:11:00,24.265096,54.772344,81.951,Oasis Wireless,42.341,0.43971,0.973,4.048
2024-05-10T13:12:00,24.29553,54.749523,82.789,UQ Mobile,41.767,0.44125,0.775,4.022
2024-05-10T13:13:00,24.274061,54.76935,81.641,DesertBeam,40.999,0.44277,1.091,4.055
2024-05-10T13:14:00,24.287721,54.758398,81.383,UQ Mobile,41.127,0.44428,1.085,3.756
2024-05-10T13:15:00,24.282307,54.749663,81.659,DesertBeam,41.777,0.44577,1.069,3.873
2024-05-10T13:16:00,24.268893,54.778673,82.035,UQ Mobile,40.848,0.44725,0.992,3.866
2024-05-10T13:17:00,24.277168,54.778147,82.755,UQ Mobile,42.573,0.44871,0.833,3.876
2024-05-10T13:18:00,24.285516,54.774046,82.81,UQ Mobile,41.241,0.45015,0.893,4.061
2024-05-10T13:19:00,24.286919,54.769642,82.136,UQ Mobile,42.344,0.45157,1.002,3.804
2024-05-10T13:20:00,24.26502,54.764849,81.422,Oasis Wireless,41.471,0.45298,1.238,3.938
2024-05-10T13:21:00,24.29659,54.749005,83.162,DesertBeam,41.607,0.45437,0.818,3.93
2024-05-10T13:22:00,24.284057,54.741401,82.725,Oasis Wireless,40.88,0.45574,0.971,4.018
2024-05-10T13:23:00,24.263145,54.762296,83.034,DesertBeam,42.477,0.45709,0.937,4.106
2024-05-10T13:24:00,24.264684,54.775604,83.219,Oasis Wireless,41.72,0.45843,0.884,4.03
2024-05-10T13:25:00,24.291916,54.767619,82.859,Oasis Wireless,40.881,0.45974,0.985,4.008
2024-05-10T13:26:00,24.281056,54.756023,83.467,DesertBeam,41.884,0.46104,0.866,4.065
2024-05-10T13:27:00,24.289411,54.760552,83.438,DesertBeam,41.959,0.46232,0.796,3.755
2024-05-10T13:28:00,24.278177,54.76115,82.193,Oasis Wireless,41.332,0.46359,1.119,3.74
2024-05-10T13:29:00,24.266527,54.744298,83.391,UQ Mobile,41.92,0.46483,0.925,4.042
2024-05-10T13:30:00,24.264673,54.773558,82.168,UQ Mobile,41.13,0.46605,1.165,3.77
2024-05-10T13:31:00,24.291008,54.767894,82.686,UQ Mobile,42.206,0.46726,1.079,3.866
2024-05-10T13:32:00,24.260423,54.765152,83.753,UQ Mobile,41.65,0.46844,0.85,3.944
2024-05-10T13:33:00,24.287335,54.771646,83.558,Oasis Wireless,42.397,0.4696,0.862,3.771
2024-05-10T13:34:00,24.269695,54.767278,82.934,UQ Mobile,41.453,0.47075,1.034,3.777
2024-05-10T13:35:00,24.29079,54.777046,82.235,UQ Mobile,42.074,0.47187,1.257,3.892
2024-05-10T13:36:00,24.290306,54.761125,84.048,UQ Mobile,41.986,0.47298,0.806,3.851
2024-05-10T13:37:00,24.273926,54.749104,83.084,UQ Mobile,42.273,0.47406,1.138,4.112
2024-05-10T13:38:00,24.299452,54.761535,84.253,Oasis Wireless,42.619,0.47513,0.816,3.968
2024-05-10T13:39:00,24.274801,54.768984,82.787,UQ Mobile,42.056,0.47617,1.141,3.785
2024-05-10T13:40:00,24.291022,54.761134,82.261,Oasis Wireless,42.535,0.4772,1.34,3.966
2024-05-10T13:41:00,24.27903,54.776712,82.88,Oasis Wireless,42.004,0.4782,1.191,3.946
2024-05-10T13:42:00,24.289409,54.757252,84.9,UQ Mobile,40.641,0.47918,0.714,3.998
2024-05-10T13:43:00,24.289734,54.779366,83.289,DesertBeam,41.92,0.48014,1.077,3.827
2024-05-10T13:44:00,24.289485,54.776383,84.243,Oasis Wireless,41.061,0.48108,0.928,4.083
2024-05-10T13:45:00,24.267951,54.743625,84.101,Oasis Wireless,41.61,0.48199,0.973,4.079
2024-05-10T13:46:00,24.276715,54.774983,84.977,Oasis Wireless,41.444,0.48289,0.743,4.003
2024-05-10T13:47:00,24.298977,54.750532,84.356,UQ Mobile,40.843,0.48376,0.877,3.898
2024-05-10T13:48:00,24.279114,54.759307,83.677,UQ Mobile,42.254,0.48462,1.112,4.079
2024-05-10T13:49:00,24.272776,54.775781,84.816,UQ Mobile,41.587,0.48545,0.744,3.766
2024-05-10T13:50:00,24.289438,54.756272,85.288,UQ Mobile,40.725,0.48626,0.629,3.744
2024-05-10T13:51:00,24.260536,54.776298,83.652,DesertBeam,41.466,0.48704,1.041,3.721
2024-05-10T13:52:00,24.273879,54.76866,83.386,UQ Mobile,42.247,0.48781,1.149,3.825
2024-05-10T13:53:00,24.274142,54.779042,83.057,Oasis Wireless,40.805,0.48855,1.216,3.745
2024-05-10T13:54:00,24.273836,54.760377,84.217,DesertBeam,41.544,0.48927,1.032,4.067
