time,lattitude,longtitude,connection_strength_data,provider,event_phase,roaming_users_ratio,temporary_cell_id,crowd_noise_index
2024-10-05T11:17:15,34.685463,135.505207,30.952,FestivalNet,afterparty,0.6996,TMP-11,59.841
2024-10-05T11:18:00,34.693611,135.514535,52.296,WavePop,setup,0.2101,TMP-08,46.362
2024-10-05T11:18:45,34.691997,135.513919,43.784,FestivalNet,doors_open,0.481,TMP-15,52.614
2024-10-05T11:19:30,34.693503,135.507277,9.568,UQ Mobile,headliner,1.0032,TMP-12,63.716
2024-10-05T11:20:15,34.685731,135.511117,31.091,UQ Mobile,afterparty,0.7099,TMP-18,57.971
2024-10-05T11:21:00,34.690974,135.506251,52.167,UQ Mobile,setup,0.1964,TMP-04,42.448
2024-10-05T11:21:45,34.691758,135.508321,43.73,FestivalNet,doors_open,0.4765,TMP-15,54.939
2024-10-05T11:22:30,34.686468,135.508658,9.008,FestivalNet,headliner,1.0073,TMP-11,65.804
2024-10-05T11:23:15,34.686207,135.506619,31.933,FestivalNet,afterparty,0.6977,TMP-18,59.979
2024-10-05T11:24:00,34.694624,135.509622,53.346,FestivalNet,setup,0.1945,TMP-13,42.673
2024-10-05T11:24:45,34.693215,135.511191,43.196,WavePop,doors_open,0.4979,TMP-19,53.532
2024-10-05T11:25:30,34.688283,135.512916,11.779,FestivalNet,headliner,0.9704,TMP-12,67.188
2024-10-05T11:26:15,34.693099,135.512456,32.467,FestivalNet,afterparty,0.6746,TMP-09,57.902
2024-10-05T11:27:00,34.694679,135.514591,52.354,WavePop,setup,0.204,TMP-19,42.722
2024-10-05T11:27:45,34.685944,135.514315,43.591,WavePop,doors_open,0.477,TMP-10,55.25
2024-10-05T11:28:30,34.694336,135.507157,8.198,WavePop,headliner,1.0241,TMP-16,65.291
2024-10-05T11:29:15,34.685322,135.505206,32.422,UQ Mobile,afterparty,0.6844,TMP-18,58.843
2024-10-05T11:30:00,34.694781,135.509105,52.167,FestivalNet,setup,0.1769,TMP-17,47.162
2024-10-05T11:30:45,34.694128,135.50624,43.963,FestivalNet,doors_open,0.4734,TMP-17,53.465
2024-10-05T11:31:30,34.691905,135.507531,11.128,UQ Mobile,headliner,0.9781,TMP-20,67.665
2024-10-05T11:32:15,34.686419,135.509004,30.77,UQ Mobile,afterparty,0.6992,TMP-10,60.382
2024-10-05T11:33:00,34.694749,135.505126,51.267,FestivalNet,setup,0.1888,TMP-10,47.492
2024-10-05T11:33:45,34.690267,135.509953,42.991,WavePop,doors_open,0.4963,TMP-11,52.579
2024-10-05T11:34:30,34.686933,135.505164,11.114,FestivalNet,headliner,0.9853,TMP-09,62.969
2024-10-05T11:35:15,34.68655,135.512636,31.768,WavePop,afterparty,0.6973,TMP-08,57.294
2024-10-05T11:36:00,34.691932,135.510732,52.574,WavePop,setup,0.186,TMP-12,47.811
2024-10-05T11:36:45,34.690195,135.507924,42.049,WavePop,doors_open,0.4941,TMP-04,52.138
2024-10-05T11:37:30,34.686207,135.50937,8.123,UQ Mobile,headliner,1.0201,TMP-13,64.463
2024-10-05T11:38:15,34.694567,135.510186,33.867,UQ Mobile,afterparty,0.6728,TMP-02,57.485
2024-10-05T11:39:00,34.69439,135.511695,51.63,UQ Mobile,setup,0.1707,TMP-07,47.348
2024-10-05T11:39:45,34.69001,135.514599,43.798,WavePop,doors_open,0.4714,TMP-18,54.34
2024-10-05T11:40:30,34.685291,135.50541,8.462,FestivalNet,headliner,1.0226,TMP-01,66.358
2024-10-05T11:41:15,34.689541,135.511469,31.98,FestivalNet,afterparty,0.7244,TMP-14,54.617
2024-10-05T11:42:00,34.694236,135.510493,51.9,FestivalNet,setup,0.1778,TMP-13,44.31
2024-10-05T11:42:45,34.687509,135.51377,42.38,FestivalNet,doors_open,0.4784,TMP-13,54.823
2024-10-05T11:43:30,34.687246,135.507138,10.759,WavePop,headliner,0.9776,TMP-11,66.138
2024-10-05T11:44:15,34.686055,135.513745,33.475,UQ Mobile,afterparty,0.672,TMP-05,54.787
2024-10-05T11:45:00,34.688002,135.510228,53.733,WavePop,setup,0.1883,TMP-11,43.602
2024-10-05T11:45:45,34.693147,135.512313,42.23,UQ Mobile,doors_open,0.514,TMP-06,52.765
2024-10-05T11:46:30,34.685363,135.512758,10.135,WavePop,headliner,0.9983,TMP-19,62.175
2024-10-05T11:47:15,34.694087,135.513406,30.56,FestivalNet,afterparty,0.7011,TMP-15,59.039
2024-10-05T11:48:00,34.687386,135.509503,51.514,UQ Mobile,setup,0.2154,TMP-13,46.962
2024-10-05T11:48:45,34.690556,135.512734,41.827,WavePop,doors_open,0.5196,TMP-03,55.199
2024-10-05T11:49:30,34.689705,135.512901,8.998,WavePop,headliner,1.0179,TMP-08,67.542
2024-10-05T11:50:15,34.692522,135.506399,32.088,WavePop,afterparty,0.6914,TMP-07,57.163
2024-10-05T11:51:00,34.693373,135.505124,52.343,UQ Mobile,setup,0.2289,TMP-17,43.796
2024-10-05T11:51:45,34.691759,135.50528,43.446,WavePop,doors_open,0.4902,TMP-03,54.373
2024-10-05T11:52:30,34.692878,135.514676,10.101,UQ Mobile,headliner,1.0009,TMP-13,65.829
2024-10-05T11:53:15,34.687385,135.514318,31.728,FestivalNet,afterparty,0.703,TMP-03,60.446
2024-10-05T11:54:00,34.686349,135.513102,53.405,FestivalNet,setup,0.1989,TMP-01,43.79
2024-10-05T11:54:45,34.685322,135.511731,42.145,WavePop,doors_open,0.5104,TMP-01,51.093
2024-10-05T11:55:30,34.685212,135.513896,10.658,WavePop,headliner,0.9939,TMP-19,66.195
2024-10-05T11:56:15,34.690728,135.506953,31.601,UQ Mobile,afterparty,0.7047,TMP-04,56.934
2024-10-05T11:57:00,34.689805,135.512063,53.294,UQ Mobile,setup,0.1775,TMP-04,46.739
2024-10-05T11:57:45,34.694352,135.506737,43.788,WavePop,doors_open,0.4753,TMP-13,53.023
2024-10-05T11:58:30,34.689245,135.511451,8.014,FestivalNet,headliner,1.0262,TMP-04,63.333
2024-10-05T11:59:15,34.694929,135.507272,32.014,WavePop,afterparty,0.6874,TMP-02,57.153
2024-10-05T12:00:00,34.689825,135.50671,51.58,FestivalNet,setup,0.1859,TMP-15,47.327
2024-10-05T12:00:45,34.69204,135.506982,42.871,FestivalNet,doors_open,0.511,TMP-09,50.139
2024-10-05T12:01:30,34.688669,135.512935,7.581,WavePop,headliner,1.0242,TMP-20,67.534
2024-10-05T12:02:15,34.685245,135.511526,33.971,WavePop,afterparty,0.6783,TMP-20,56.653
2024-10-05T12:03:00,34.685823,135.506237,52.472,FestivalNet,setup,0.2051,TMP-01,44.001
2024-10-05T12:03:45,34.687877,135.50553,42.0,UQ Mobile,doors_open,0.5098,TMP-01,52.061
2024-10-05T12:04:30,34.694169,135.513753,8.907,UQ Mobile,headliner,1.0151,TMP-09,67.905
2024-10-05T12:05:15,34.686351,135.513332,31.406,FestivalNet,afterparty,0.6949,TMP-07,58.502
2024-10-05T12:06:00,34.690043,135.511087,53.138,WavePop,setup,0.2208,TMP-05,44.028
2024-10-05T12:06:45,34.688682,135.507211,42.64,WavePop,doors_open,0.4961,TMP-04,51.655
2024-10-05T12:07:30,34.691841,135.514778,8.065,UQ Mobile,headliner,1.0114,TMP-11,66.21
2024-10-05T12:08:15,34.687882,135.507167,30.158,FestivalNet,afterparty,0.7265,TMP-03,55.355
2024-10-05T12:09:00,34.691942,135.508668,52.427,WavePop,setup,0.1721,TMP-16,42.168
2024-10-05T12:09:45,34.685465,135.507126,44.268,FestivalNet,doors_open,0.4716,TMP-03,49.569
2024-10-05T12:10:30,34.689224,135.514656,9.886,FestivalNet,headliner,1.0097,TMP-02,65.446
2024-10-05T12:11:15,34.688112,135.512116,31.08,WavePop,afterparty,0.7162,TMP-08,58.0
2024-10-05T12:12:00,34.687622,135.507591,52.892,WavePop,setup,0.2251,TMP-02,42.171
2024-10-05T12:12:45,34.689384,135.507539,40.271,WavePop,doors_open,0.5287,TMP-08,54.611
2024-10-05T12:13:30,34.687166,135.512811,8.566,WavePop,headliner,1.0184,TMP-20,67.155
2024-10-05T12:14:15,34.691456,135.511138,33.393,WavePop,afterparty,0.6891,TMP-05,57.153
2024-10-05T12:15:00,34.687491,135.51479,52.005,WavePop,setup,0.1944,TMP-04,43.084
2024-10-05T12:15:45,34.686155,135.511211,42.968,WavePop,doors_open,0.5061,TMP-15,49.95
2024-10-05T12:16:30,34.685742,135.514266,8.444,WavePop,headliner,1.0109,TMP-19,65.226
2024-10-05T12:17:15,34.6916,135.509114,29.78,WavePop,afterparty,0.7159,TMP-12,58.811
2024-10-05T12:18:00,34.691425,135.512003,51.44,UQ Mobile,setup,0.1863,TMP-12,47.108
2024-10-05T12:18:45,34.685357,135.51124,41.75,FestivalNet,doors_open,0.5231,TMP-11,54.025
2024-10-05T12:19:30,34.687098,135.509381,11.466,FestivalNet,headliner,0.9857,TMP-08,63.52
2024-10-05T12:20:15,34.688335,135.514189,33.075,FestivalNet,afterparty,0.6714,TMP-12,58.167
2024-10-05T12:21:00,34.690128,135.513433,53.303,UQ Mobile,setup,0.1863,TMP-08,42.389
2024-10-05T12:21:45,34.693366,135.50872,42.951,FestivalNet,doors_open,0.4889,TMP-10,50.9
2024-10-05T12:22:30,34.691642,135.510693,12.955,UQ Mobile,headliner,0.9758,TMP-18,64.305
2024-10-05T12:23:15,34.687026,135.508829,31.989,WavePop,afterparty,0.6963,TMP-05,60.211
2024-10-05T12:24:00,34.692725,135.514328,52.814,FestivalNet,setup,0.2186,TMP-07,45.486
2024-10-05T12:24:45,34.693691,135.512368,42.16,WavePop,doors_open,0.5263,TMP-02,49.533
2024-10-05T12:25:30,34.692381,135.511227,7.986,FestivalNet,headliner,1.0083,TMP-13,67.544
2024-10-05T12:26:15,34.688397,135.513482,31.686,WavePop,afterparty,0.7,TMP-19,54.818
2024-10-05T12:27:00,34.693662,135.505555,52.986,UQ Mobile,setup,0.1882,TMP-05,44.523
2024-10-05T12:27:45,34.688215,135.509882,41.104,UQ Mobile,doors_open,0.52,TMP-19,50.798
2024-10-05T12:28:30,34.689776,135.50978,9.836,WavePop,headliner,0.9952,TMP-17,63.312
2024-10-05T12:29:15,34.68867,135.506239,32.449,UQ Mobile,afterparty,0.6854,TMP-12,56.798
2024-10-05T12:30:00,34.693001,135.505438,52.43,UQ Mobile,setup,0.203,TMP-05,43.41
2024-10-05T12:30:45,34.694358,135.510685,42.322,UQ Mobile,doors_open,0.5122,TMP-10,55.074
2024-10-05T12:31:30,34.689564,135.51496,9.367,FestivalNet,headliner,0.9993,TMP-15,64.66
2024-10-05T12:32:15,34.688762,135.512722,32.467,FestivalNet,afterparty,0.6705,TMP-01,59.935
2024-10-05T12:33:00,34.688569,135.514909,52.91,WavePop,setup,0.1713,TMP-11,42.025
2024-10-05T12:33:45,34.690406,135.507969,41.571,UQ Mobile,doors_open,0.5089,TMP-06,51.299
2024-10-05T12:34:30,34.692489,135.505166,12.901,UQ Mobile,headliner,0.9769,TMP-07,64.495
2024-10-05T12:35:15,34.694943,135.514284,30.739,FestivalNet,afterparty,0.722,TMP-06,59.266
2024-10-05T12:36:00,34.68616,135.509793,52.468,WavePop,setup,0.2076,TMP-20,43.02
2024-10-05T12:36:45,34.687677,135.514125,41.617,FestivalNet,doors_open,0.5038,TMP-01,55.1
2024-10-05T12:37:30,34.692357,135.514487,10.35,FestivalNet,headliner,1.0127,TMP-04,62.694
2024-10-05T12:38:15,34.692589,135.510623,30.994,UQ Mobile,afterparty,0.7284,TMP-14,55.664
2024-10-05T12:39:00,34.686667,135.514406,53.322,WavePop,setup,0.1723,TMP-19,43.368
2024-10-05T12:39:45,34.690898,135.512241,42.513,UQ Mobile,doors_open,0.5257,TMP-19,51.382
2024-10-05T12:40:30,34.690139,135.505889,9.613,WavePop,headliner,1.0143,TMP-13,65.982
2024-10-05T12:41:15,34.690637,135.509488,33.026,UQ Mobile,afterparty,0.6807,TMP-01,55.234
2024-10-05T12:42:00,34.688795,135.506679,51.349,FestivalNet,setup,0.2263,TMP-05,44.019
2024-10-05T12:42:45,34.691506,135.509244,44.111,UQ Mobile,doors_open,0.4791,TMP-12,52.837
2024-10-05T12:43:30,34.687598,135.506373,12.438,FestivalNet,headliner,0.9853,TMP-20,62.633
2024-10-05T12:44:15,34.693425,135.505875,31.421,FestivalNet,afterparty,0.7126,TMP-02,56.721
2024-10-05T12:45:00,34.691344,135.509323,53.084,UQ Mobile,setup,0.1805,TMP-09,45.946
2024-10-05T12:45:45,34.692426,135.508686,40.848,UQ Mobile,doors_open,0.5261,TMP-04,51.411
2024-10-05T12:46:30,34.69272,135.505623,10.316,UQ Mobile,headliner,0.9868,TMP-05,64.668
2024-10-05T12:47:15,34.694278,135.506961,33.018,FestivalNet,afterparty,0.6831,TMP-12,55.627
2024-10-05T12:48:00,34.687421,135.51492,51.83,WavePop,setup,0.2082,TMP-03,43.747
2024-10-05T12:48:45,34.688461,135.50572,44.713,WavePop,doors_open,0.4721,TMP-10,51.672
2024-10-05T12:49:30,34.691908,135.507677,7.578,UQ Mobile,headliner,1.02,TMP-08,64.585
2024-10-05T12:50:15,34.689566,135.509944,28.936,WavePop,afterparty,0.7258,TMP-08,60.251
2024-10-05T12:51:00,34.691023,135.505828,52.357,UQ Mobile,setup,0.1834,TMP-05,42.292
2024-10-05T12:51:45,34.685893,135.506904,42.04,UQ Mobile,doors_open,0.4923,TMP-08,51.549
2024-10-05T12:52:30,34.694075,135.505505,12.111,UQ Mobile,headliner,0.979,TMP-11,64.374
2024-10-05T12:53:15,34.692561,135.506769,31.527,FestivalNet,afterparty,0.7139,TMP-12,54.539
2024-10-05T12:54:00,34.689388,135.508742,52.223,WavePop,setup,0.2068,TMP-11,47.92
2024-10-05T12:54:45,34.690912,135.513797,42.799,UQ Mobile,doors_open,0.5035,TMP-11,54.619
2024-10-05T12:55:30,34.690375,135.505754,12.126,FestivalNet,headliner,0.979,TMP-15,63.84
2024-10-05T12:56:15,34.690419,135.510319,30.76,FestivalNet,afterparty,0.728,TMP-14,57.281
2024-10-05T12:57:00,34.691884,135.510789,52.322,WavePop,setup,0.1941,TMP-16,44.172
2024-10-05T12:57:45,34.6858,135.508495,42.433,UQ Mobile,doors_open,0.5205,TMP-13,50.797
2024-10-05T12:58:30,34.687363,135.505789,12.5,FestivalNet,headliner,0.9856,TMP-15,63.148
2024-10-05T12:59:15,34.692114,135.509829,30.05,FestivalNet,afterparty,0.7295,TMP-11,56.659
2024-10-05T13:00:00,34.690613,135.50899,52.64,WavePop,setup,0.2002,TMP-14,42.375
2024-10-05T13:00:45,34.691294,135.506154,41.763,FestivalNet,doors_open,0.5281,TMP-13,54.189
2024-10-05T13:01:30,34.686348,135.505811,11.058,UQ Mobile,headliner,0.9939,TMP-13,65.761
2024-10-05T13:02:15,34.686312,135.50599,29.021,UQ Mobile,afterparty,0.7293,TMP-06,58.563
2024-10-05T13:03:00,34.690967,135.506412,51.929,UQ Mobile,setup,0.2155,TMP-19,47.268
2024-10-05T13:03:45,34.688089,135.513392,42.421,FestivalNet,doors_open,0.4858,TMP-12,51.839
2024-10-05T13:04:30,34.690072,135.505466,9.469,UQ Mobile,headliner,1.0027,TMP-04,67.766
2024-10-05T13:05:15,34.688418,135.506338,29.548,FestivalNet,afterparty,0.7254,TMP-11,59.894
2024-10-05T13:06:00,34.686997,135.508688,52.737,UQ Mobile,setup,0.2131,TMP-20,43.566
2024-10-05T13:06:45,34.693592,135.505936,43.777,WavePop,doors_open,0.4761,TMP-16,53.694
2024-10-05T13:07:30,34.693801,135.51199,12.272,UQ Mobile,headliner,0.9729,TMP-08,65.319
2024-10-05T13:08:15,34.686336,135.510258,32.606,WavePop,afterparty,0.6755,TMP-16,59.691
2024-10-05T13:09:00,34.694785,135.509244,50.988,FestivalNet,setup,0.2164,TMP-01,45.917
2024-10-05T13:09:45,34.693723,135.513591,44.193,UQ Mobile,doors_open,0.4887,TMP-13,49.665
2024-10-05T13:10:30,34.689301,135.506341,9.646,WavePop,headliner,1.0143,TMP-14,62.408
2024-10-05T13:11:15,34.694339,135.51482,31.572,WavePop,afterparty,0.7092,TMP-02,57.514
2024-10-05T13:12:00,34.690679,135.506721,53.034,FestivalNet,setup,0.2108,TMP-01,43.567
2024-10-05T13:12:45,34.689148,135.512602,41.521,UQ Mobile,doors_open,0.5046,TMP-18,52.511
2024-10-05T13:13:30,34.691907,135.513336,10.62,FestivalNet,headliner,0.9776,TMP-08,65.781
2024-10-05T13:14:15,34.689016,135.506441,32.441,WavePop,afterparty,0.7083,TMP-12,56.84
2024-10-05T13:15:00,34.687759,135.512245,51.776,UQ Mobile,setup,0.2168,TMP-17,46.717
2024-10-05T13:15:45,34.690774,135.508446,42.224,FestivalNet,doors_open,0.5244,TMP-15,51.033
2024-10-05T13:16:30,34.693497,135.513932,12.153,WavePop,headliner,0.9727,TMP-09,64.1
2024-10-05T13:17:15,34.690251,135.505328,33.971,WavePop,afterparty,0.6762,TMP-09,58.044
2024-10-05T13:18:00,34.692527,135.514489,51.251,UQ Mobile,setup,0.1909,TMP-14,46.863
2024-10-05T13:18:45,34.688997,135.509626,42.327,UQ Mobile,doors_open,0.5038,TMP-05,52.146
2024-10-05T13:19:30,34.694719,135.506957,9.891,UQ Mobile,headliner,0.9982,TMP-20,66.608
2024-10-05T13:20:15,34.693669,135.511187,33.931,UQ Mobile,afterparty,0.6763,TMP-06,56.204
2024-10-05T13:21:00,34.693646,135.511409,52.078,FestivalNet,setup,0.2254,TMP-16,42.189
2024-10-05T13:21:45,34.693032,135.510671,40.951,WavePop,doors_open,0.5219,TMP-10,53.748
2024-10-05T13:22:30,34.693776,135.512625,9.502,WavePop,headliner,0.999,TMP-07,67.465
2024-10-05T13:23:15,34.693685,135.506883,31.96,UQ Mobile,afterparty,0.7046,TMP-07,55.679
2024-10-05T13:24:00,34.693018,135.50901,52.584,WavePop,setup,0.1826,TMP-11,44.553
2024-10-05T13:24:45,34.693884,135.513988,42.433,WavePop,doors_open,0.5262,TMP-14,51.92
2024-10-05T13:25:30,34.690525,135.511108,8.543,UQ Mobile,headliner,1.0089,TMP-11,67.783
2024-10-05T13:26:15,34.688695,135.510372,32.327,UQ Mobile,afterparty,0.6988,TMP-19,59.411
2024-10-05T13:27:00,34.690289,135.508368,52.98,WavePop,setup,0.1712,TMP-03,42.96
2024-10-05T13:27:45,34.691191,135.506966,42.702,FestivalNet,doors_open,0.4916,TMP-19,52.546
2024-10-05T13:28:30,34.687436,135.509695,10.805,FestivalNet,headliner,0.9958,TMP-11,66.827
2024-10-05T13:29:15,34.692237,135.511785,34.213,FestivalNet,afterparty,0.6753,TMP-11,55.787
2024-10-05T13:30:00,34.685328,135.511066,51.431,FestivalNet,setup,0.216,TMP-18,44.625
2024-10-05T13:30:45,34.686648,135.505248,42.362,WavePop,doors_open,0.4886,TMP-16,54.644
2024-10-05T13:31:30,34.687156,135.50732,7.929,UQ Mobile,headliner,1.0295,TMP-14,66.529
2024-10-05T13:32:15,34.689362,135.509779,31.626,WavePop,afterparty,0.7072,TMP-08,56.643
2024-10-05T13:33:00,34.692891,135.51188,52.137,WavePop,setup,0.1763,TMP-03,46.773
2024-10-05T13:33:45,34.694743,135.510747,44.296,WavePop,doors_open,0.479,TMP-15,49.518
2024-10-05T13:34:30,34.692676,135.513743,11.256,UQ Mobile,headliner,0.976,TMP-13,66.19
2024-10-05T13:35:15,34.687806,135.511594,31.235,UQ Mobile,afterparty,0.7169,TMP-05,54.858
2024-10-05T13:36:00,34.685257,135.51467,51.319,UQ Mobile,setup,0.176,TMP-04,47.24
2024-10-05T13:36:45,34.685224,135.508273,43.76,FestivalNet,doors_open,0.4793,TMP-02,53.766
2024-10-05T13:37:30,34.694191,135.510984,8.673,UQ Mobile,headliner,1.0078,TMP-09,66.545
2024-10-05T13:38:15,34.689382,135.51228,33.365,WavePop,afterparty,0.6884,TMP-10,54.568
2024-10-05T13:39:00,34.68675,135.505148,52.403,WavePop,setup,0.1919,TMP-07,45.922
2024-10-05T13:39:45,34.691024,135.512842,43.365,UQ Mobile,doors_open,0.4788,TMP-13,54.56
2024-10-05T13:40:30,34.691518,135.51142,8.812,WavePop,headliner,1.0231,TMP-13,62.147
2024-10-05T13:41:15,34.694846,135.50743,29.722,FestivalNet,afterparty,0.7249,TMP-19,57.46
2024-10-05T13:42:00,34.692931,135.505926,53.682,UQ Mobile,setup,0.187,TMP-14,43.456
2024-10-05T13:42:45,34.692601,135.509991,42.052,UQ Mobile,doors_open,0.5147,TMP-19,54.462
2024-10-05T13:43:30,34.693354,135.509316,10.942,FestivalNet,headliner,0.9882,TMP-09,64.452
2024-10-05T13:44:15,34.69195,135.512706,31.115,FestivalNet,afterparty,0.7103,TMP-17,60.095
2024-10-05T13:45:00,34.687864,135.511996,51.499,UQ Mobile,setup,0.199,TMP-13,46.016
2024-10-05T13:45:45,34.689908,135.506885,43.369,FestivalNet,doors_open,0.473,TMP-17,53.889
2024-10-05T13:46:30,34.689491,135.511029,7.125,UQ Mobile,headliner,1.0226,TMP-07,67.248
2024-10-05T13:47:15,34.689832,135.506362,31.96,FestivalNet,afterparty,0.7068,TMP-15,60.085
2024-10-05T13:48:00,34.685977,135.510788,53.286,WavePop,setup,0.1705,TMP-11,43.397
2024-10-05T13:48:45,34.690057,135.51059,42.358,WavePop,doors_open,0.502,TMP-06,52.493
2024-10-05T13:49:30,34.691268,135.509565,9.21,WavePop,headliner,1.0066,TMP-16,65.289
2024-10-05T13:50:15,34.688705,135.513978,31.496,FestivalNet,afterparty,0.7065,TMP-12,54.503
2024-10-05T13:51:00,34.690753,135.506511,53.286,UQ Mobile,setup,0.1834,TMP-08,46.395
2024-10-05T13:51:45,34.688885,135.505622,43.664,UQ Mobile,doors_open,0.494,TMP-16,51.324
2024-10-05T13:52:30,34.693605,135.513972,9.331,FestivalNet,headliner,0.9986,TMP-02,65.21
2024-10-05T13:53:15,34.691069,135.511054,33.386,WavePop,afterparty,0.6764,TMP-08,59.417
2024-10-05T13:54:00,34.689624,135.513811,51.289,FestivalNet,setup,0.2164,TMP-03,47.242
2024-10-05T13:54:45,34.687951,135.509698,44.207,FestivalNet,doors_open,0.4776,TMP-03,52.803
2024-10-05T13:55:30,34.692554,135.506824,10.27,UQ Mobile,headliner,0.9904,TMP-01,62.487
2024-10-05T13:56:15,34.690377,135.505178,32.127,WavePop,afterparty,0.7005,TMP-12,58.91
2024-10-05T13:57:00,34.690279,135.510001,52.975,UQ Mobile,setup,0.2137,TMP-18,44.952
2024-10-05T13:57:45,34.692206,135.509286,42.367,WavePop,doors_open,0.4868,TMP-09,53.925
2024-10-05T13:58:30,34.690843,135.512464,8.594,FestivalNet,headliner,1.0205,TMP-17,67.561
2024-10-05T13:59:15,34.692999,135.505511,34.277,UQ Mobile,afterparty,0.6705,TMP-09,57.805
2024-10-05T14:00:00,34.690567,135.508734,51.333,UQ Mobile,setup,0.221,TMP-16,45.985
2024-10-05T14:00:45,34.687295,135.512111,42.111,UQ Mobile,doors_open,0.5061,TMP-12,54.015
2024-10-05T14:01:30,34.694204,135.509561,9.675,WavePop,headliner,0.9975,TMP-04,67.95
2024-10-05T14:02:15,34.690928,135.511288,33.01,UQ Mobile,afterparty,0.6891,TMP-11,56.761
2024-10-05T14:03:00,34.686972,135.506742,53.45,UQ Mobile,setup,0.2156,TMP-18,42.549
2024-10-05T14:03:45,34.694969,135.511239,42.186,FestivalNet,doors_open,0.5036,TMP-12,53.514
2024-10-05T14:04:30,34.690979,135.506877,11.866,FestivalNet,headliner,0.9813,TMP-07,66.231
2024-10-05T14:05:15,34.688512,135.506591,33.69,UQ Mobile,afterparty,0.6874,TMP-02,55.646
2024-10-05T14:06:00,34.686028,135.510657,51.952,UQ Mobile,setup,0.2015,TMP-12,44.463
2024-10-05T14:06:45,34.686494,135.505395,42.192,UQ Mobile,doors_open,0.4936,TMP-16,53.871
2024-10-05T14:07:30,34.692038,135.506801,11.456,UQ Mobile,headliner,0.9889,TMP-13,64.147
2024-10-05T14:08:15,34.694959,135.510718,32.825,FestivalNet,afterparty,0.6791,TMP-20,56.064
2024-10-05T14:09:00,34.694026,135.510486,52.077,UQ Mobile,setup,0.2102,TMP-10,45.294
2024-10-05T14:09:45,34.686214,135.51047,40.738,FestivalNet,doors_open,0.529,TMP-08,50.615
2024-10-05T14:10:30,34.686209,135.510296,7.323,WavePop,headliner,1.0234,TMP-04,67.651
2024-10-05T14:11:15,34.69304,135.51463,32.74,UQ Mobile,afterparty,0.7036,TMP-17,56.281
2024-10-05T14:12:00,34.694663,135.509995,53.416,FestivalNet,setup,0.1855,TMP-11,43.315
2024-10-05T14:12:45,34.688086,135.50754,41.548,UQ Mobile,doors_open,0.5081,TMP-08,55.057
2024-10-05T14:13:30,34.686293,135.51498,8.088,FestivalNet,headliner,1.0232,TMP-07,65.552
2024-10-05T14:14:15,34.690757,135.505429,30.933,WavePop,afterparty,0.7224,TMP-20,60.301
2024-10-05T14:15:00,34.69438,135.507468,52.506,UQ Mobile,setup,0.23,TMP-01,44.437
2024-10-05T14:15:45,34.68616,135.512047,43.918,WavePop,doors_open,0.4799,TMP-04,52.378
2024-10-05T14:16:30,34.689287,135.511371,10.893,UQ Mobile,headliner,0.9861,TMP-20,67.015
2024-10-05T14:17:15,34.689055,135.509895,31.872,WavePop,afterparty,0.7035,TMP-08,56.424
2024-10-05T14:18:00,34.688714,135.505265,52.052,WavePop,setup,0.2123,TMP-20,43.968
2024-10-05T14:18:45,34.694668,135.509187,40.852,UQ Mobile,doors_open,0.5185,TMP-03,52.882
2024-10-05T14:19:30,34.688854,135.509659,11.047,FestivalNet,headliner,0.9919,TMP-03,67.666
2024-10-05T14:20:15,34.68916,135.506139,31.757,UQ Mobile,afterparty,0.7022,TMP-08,56.433
2024-10-05T14:21:00,34.691535,135.513322,53.134,WavePop,setup,0.1805,TMP-10,45.796
2024-10-05T14:21:45,34.685487,135.50676,40.713,WavePop,doors_open,0.5178,TMP-06,54.437
2024-10-05T14:22:30,34.693826,135.513941,10.596,WavePop,headliner,1.009,TMP-02,62.281
2024-10-05T14:23:15,34.690188,135.513064,32.688,WavePop,afterparty,0.6929,TMP-05,55.468
2024-10-05T14:24:00,34.685281,135.505839,51.487,UQ Mobile,setup,0.2213,TMP-09,46.171
2024-10-05T14:24:45,34.689215,135.513024,43.813,FestivalNet,doors_open,0.4866,TMP-18,52.112
2024-10-05T14:25:30,34.689875,135.508985,11.582,FestivalNet,headliner,0.9841,TMP-20,63.93
2024-10-05T14:26:15,34.686858,135.513271,30.711,UQ Mobile,afterparty,0.7283,TMP-18,55.319
2024-10-05T14:27:00,34.692145,135.509584,51.944,WavePop,setup,0.1969,TMP-19,46.436
2024-10-05T14:27:45,34.69029,135.505279,41.812,UQ Mobile,doors_open,0.5056,TMP-06,51.237
2024-10-05T14:28:30,34.691707,135.51199,11.979,UQ Mobile,headliner,0.9895,TMP-05,62.904
2024-10-05T14:29:15,34.691071,135.510207,32.092,UQ Mobile,afterparty,0.6796,TMP-12,57.837
2024-10-05T14:30:00,34.693201,135.512796,52.886,WavePop,setup,0.1707,TMP-11,45.59
2024-10-05T14:30:45,34.689983,135.507159,42.293,FestivalNet,doors_open,0.4862,TMP-11,53.692
2024-10-05T14:31:30,34.694156,135.512037,10.681,UQ Mobile,headliner,0.9977,TMP-12,63.544
2024-10-05T14:32:15,34.689833,135.507121,30.714,UQ Mobile,afterparty,0.7278,TMP-02,54.779
2024-10-05T14:33:00,34.689541,135.509799,52.102,UQ Mobile,setup,0.2174,TMP-07,44.637
2024-10-05T14:33:45,34.691678,135.508009,41.537,FestivalNet,doors_open,0.5195,TMP-07,52.544
